ticker,ff12,ff12_source,classification_confidence
DKS,9,legacy_symbols_with_sector,
DLB,11,legacy_symbols_with_sector,
DLHC,12,legacy_symbols_with_sector,
DLNG,12,legacy_symbols_with_sector,
DLO,12,legacy_symbols_with_sector,
DLPN,9,legacy_symbols_with_sector,
DLR,11,legacy_symbols_with_sector,
DLTH,9,legacy_symbols_with_sector,
DLTR,9,legacy_symbols_with_sector,
DLX,1,legacy_symbols_with_sector,
DLY,12,legacy_symbols_with_sector,
DMA,12,legacy_symbols_with_sector,
DMAC,10,legacy_symbols_with_sector,
DMLP,4,legacy_symbols_with_sector,
DMRA,10,legacy_symbols_with_sector,
DMRC,6,legacy_symbols_with_sector,
DNA,10,legacy_symbols_with_sector,
DNLI,10,legacy_symbols_with_sector,
DNN,12,legacy_symbols_with_sector,
DNOW,3,legacy_symbols_with_sector,
DNUT,9,legacy_symbols_with_sector,
DOC,11,legacy_symbols_with_sector,
DOCN,6,legacy_symbols_with_sector,
DOCS,6,legacy_symbols_with_sector,
DOCU,6,legacy_symbols_with_sector,
DOGZ,2,legacy_symbols_with_sector,
DOLE,1,legacy_symbols_with_sector,
DOMH,11,legacy_symbols_with_sector,
DOMO,6,legacy_symbols_with_sector,
DOO,3,legacy_symbols_with_sector,
DORM,2,legacy_symbols_with_sector,
DOUG,11,legacy_symbols_with_sector,
DOV,3,legacy_symbols_with_sector,
DOW,5,legacy_symbols_with_sector,
DOX,6,legacy_symbols_with_sector,
DOYU,6,legacy_symbols_with_sector,
DPRO,3,legacy_symbols_with_sector,
DPZ,9,legacy_symbols_with_sector,
DQ,6,legacy_symbols_with_sector,
DRCT,12,legacy_symbols_with_sector,
DRD,12,legacy_symbols_with_sector,
DRH,11,legacy_symbols_with_sector,
DRI,9,legacy_symbols_with_sector,
DRIO,10,legacy_symbols_with_sector,
DRMA,10,legacy_symbols_with_sector,
DRMAW,10,legacy_symbols_with_sector,
DRS,6,legacy_symbols_with_sector,
DRTS,10,legacy_symbols_with_sector,
DRTSW,10,legacy_symbols_with_sector,
DRUG,10,legacy_symbols_with_sector,
DRVN,12,legacy_symbols_with_sector,
DSACU,12,legacy_symbols_with_sector,
DSGN,10,legacy_symbols_with_sector,
DSGR,9,legacy_symbols_with_sector,
DSGX,6,legacy_symbols_with_sector,
DSP,6,legacy_symbols_with_sector,
DSS,3,legacy_symbols_with_sector,
DSWL,3,legacy_symbols_with_sector,
DSX,12,legacy_symbols_with_sector,
DT,6,legacy_symbols_with_sector,
DTB,8,legacy_symbols_with_sector,
DTCX,6,legacy_symbols_with_sector,
DTE,8,legacy_symbols_with_sector,
DTG,8,legacy_symbols_with_sector,
DTIL,10,legacy_symbols_with_sector,
DTK,8,legacy_symbols_with_sector,
DTM,8,legacy_symbols_with_sector,
DTSS,6,legacy_symbols_with_sector,
DTST,6,legacy_symbols_with_sector,
DTSTW,6,legacy_symbols_with_sector,
DTW,8,legacy_symbols_with_sector,
DUK,8,legacy_symbols_with_sector,
DUKB,8,legacy_symbols_with_sector,
DUO,11,legacy_symbols_with_sector,
DUOL,6,legacy_symbols_with_sector,
DUOT,6,legacy_symbols_with_sector,
DV,6,legacy_symbols_with_sector,
DVA,10,legacy_symbols_with_sector,
DVLT,6,legacy_symbols_with_sector,
DVN,4,legacy_symbols_with_sector,
DWSN,4,legacy_symbols_with_sector,
DWTX,10,legacy_symbols_with_sector,
DX,11,legacy_symbols_with_sector,
DXC,6,legacy_symbols_with_sector,
DXCM,10,legacy_symbols_with_sector,
DXLG,9,legacy_symbols_with_sector,
DXPE,9,legacy_symbols_with_sector,
DXR,12,legacy_symbols_with_sector,
DXYN,1,legacy_symbols_with_sector,
DY,12,legacy_symbols_with_sector,
DYAI,10,legacy_symbols_with_sector,
DYN,10,legacy_symbols_with_sector,
E,4,legacy_symbols_with_sector,
EA,6,legacy_symbols_with_sector,
EAF,3,legacy_symbols_with_sector,
EAI,8,legacy_symbols_with_sector,
EARN,11,legacy_symbols_with_sector,
EAT,9,legacy_symbols_with_sector,
EBAY,12,legacy_symbols_with_sector,
EBC,11,legacy_symbols_with_sector,
EBF,3,legacy_symbols_with_sector,
EBMT,11,legacy_symbols_with_sector,
EBON,11,legacy_symbols_with_sector,
EBS,10,legacy_symbols_with_sector,
EC,4,legacy_symbols_with_sector,
ECAT,12,legacy_symbols_with_sector,
ECBK,11,legacy_symbols_with_sector,
ECCC,12,legacy_symbols_with_sector,
ECCV,12,legacy_symbols_with_sector,
ECCW,12,legacy_symbols_with_sector,
ECCX,12,legacy_symbols_with_sector,
ECL,5,legacy_symbols_with_sector,
ECOR,10,legacy_symbols_with_sector,
ECPG,11,legacy_symbols_with_sector,
ECVT,5,legacy_symbols_with_sector,
ECX,6,legacy_symbols_with_sector,
ECXWW,6,legacy_symbols_with_sector,
ED,8,legacy_symbols_with_sector,
EDAP,10,legacy_symbols_with_sector,
EDBL,1,legacy_symbols_with_sector,
EDBLW,1,legacy_symbols_with_sector,
EDIT,10,legacy_symbols_with_sector,
EDN,8,legacy_symbols_with_sector,
EDRY,12,legacy_symbols_with_sector,
EDSA,10,legacy_symbols_with_sector,
EDTK,12,legacy_symbols_with_sector,
EDU,12,legacy_symbols_with_sector,
EDUC,9,legacy_symbols_with_sector,
EE,8,legacy_symbols_with_sector,
EEFT,11,legacy_symbols_with_sector,
EEIQ,12,legacy_symbols_with_sector,
EEX,12,legacy_symbols_with_sector,
EFC,11,legacy_symbols_with_sector,
EFOI,2,legacy_symbols_with_sector,
EFSC,11,legacy_symbols_with_sector,
EFSCP,11,legacy_symbols_with_sector,
EFX,12,legacy_symbols_with_sector,
EFXT,3,legacy_symbols_with_sector,
EG,11,legacy_symbols_with_sector,
EGAN,6,legacy_symbols_with_sector,
EGBN,11,legacy_symbols_with_sector,
EGHT,6,legacy_symbols_with_sector,
EGO,12,legacy_symbols_with_sector,
EGP,11,legacy_symbols_with_sector,
EGY,4,legacy_symbols_with_sector,
EH,3,legacy_symbols_with_sector,
EHAB,10,legacy_symbols_with_sector,
EHC,10,legacy_symbols_with_sector,
EHTH,11,legacy_symbols_with_sector,
EIC,12,legacy_symbols_with_sector,
EICA,12,legacy_symbols_with_sector,
EIG,11,legacy_symbols_with_sector,
EIX,8,legacy_symbols_with_sector,
EJH,9,legacy_symbols_with_sector,
EKSO,3,legacy_symbols_with_sector,
EL,5,legacy_symbols_with_sector,
ELA,9,legacy_symbols_with_sector,
ELAN,10,legacy_symbols_with_sector,
ELBM,12,legacy_symbols_with_sector,
ELC,8,legacy_symbols_with_sector,
ELDN,10,legacy_symbols_with_sector,
ELF,5,legacy_symbols_with_sector,
ELLO,8,legacy_symbols_with_sector,
ELMD,10,legacy_symbols_with_sector,
ELME,11,legacy_symbols_with_sector,
ELS,11,legacy_symbols_with_sector,
ELSE,6,legacy_symbols_with_sector,
ELTK,6,legacy_symbols_with_sector,
ELTX,10,legacy_symbols_with_sector,
ELUT,10,legacy_symbols_with_sector,
ELV,11,legacy_symbols_with_sector,
ELVA,6,legacy_symbols_with_sector,
ELVN,10,legacy_symbols_with_sector,
EM,9,legacy_symbols_with_sector,
EMBC,10,legacy_symbols_with_sector,
EMBJ,3,legacy_symbols_with_sector,
EME,12,legacy_symbols_with_sector,
EML,3,legacy_symbols_with_sector,
EMN,5,legacy_symbols_with_sector,
EMP,8,legacy_symbols_with_sector,
EMR,3,legacy_symbols_with_sector,
ENB,12,legacy_symbols_with_sector,
ENIC,8,legacy_symbols_with_sector,
ENJ,8,legacy_symbols_with_sector,
ENLV,10,legacy_symbols_with_sector,
ENO,8,legacy_symbols_with_sector,
ENOV,10,legacy_symbols_with_sector,
ENPH,6,legacy_symbols_with_sector,
ENR,6,legacy_symbols_with_sector,
ENS,6,legacy_symbols_with_sector,
ENSC,10,legacy_symbols_with_sector,
ENSCW,10,legacy_symbols_with_sector,
ENSG,10,legacy_symbols_with_sector,
ENTA,10,legacy_symbols_with_sector,
ENTG,3,legacy_symbols_with_sector,
ENTX,10,legacy_symbols_with_sector,
ENVA,11,legacy_symbols_with_sector,
ENVB,10,legacy_symbols_with_sector,
ENVX,6,legacy_symbols_with_sector,
EOG,4,legacy_symbols_with_sector,
EOLS,10,legacy_symbols_with_sector,
EONR,4,legacy_symbols_with_sector,
EOSE,6,legacy_symbols_with_sector,
EP,4,legacy_symbols_with_sector,
EPAC,3,legacy_symbols_with_sector,
EPAM,6,legacy_symbols_with_sector,
EPC,5,legacy_symbols_with_sector,
EPD,8,legacy_symbols_with_sector,
EPM,4,legacy_symbols_with_sector,
EPOW,6,legacy_symbols_with_sector,
EPR,11,legacy_symbols_with_sector,
EPRT,11,legacy_symbols_with_sector,
EPSN,4,legacy_symbols_with_sector,
EQ,10,legacy_symbols_with_sector,
EQBK,11,legacy_symbols_with_sector,
EQH,11,legacy_symbols_with_sector,
EQIX,11,legacy_symbols_with_sector,
EQNR,4,legacy_symbols_with_sector,
EQR,11,legacy_symbols_with_sector,
EQS,12,legacy_symbols_with_sector,
EQT,4,legacy_symbols_with_sector,
EQX,12,legacy_symbols_with_sector,
ERAS,10,legacy_symbols_with_sector,
ERIC,6,legacy_symbols_with_sector,
ERIE,11,legacy_symbols_with_sector,
ERII,3,legacy_symbols_with_sector,
ERNA,10,legacy_symbols_with_sector,
ERO,12,legacy_symbols_with_sector,
ES,8,legacy_symbols_with_sector,
ESAB,3,legacy_symbols_with_sector,
ESBA,11,legacy_symbols_with_sector,
ESCA,1,legacy_symbols_with_sector,
ESE,6,legacy_symbols_with_sector,
ESEA,12,legacy_symbols_with_sector,
ESI,5,legacy_symbols_with_sector,
ESLA,10,legacy_symbols_with_sector,
ESLAW,10,legacy_symbols_with_sector,
ESLT,3,legacy_symbols_with_sector,
ESNT,11,legacy_symbols_with_sector,
ESOA,12,legacy_symbols_with_sector,
ESP,6,legacy_symbols_with_sector,
ESPR,10,legacy_symbols_with_sector,
ESQ,11,legacy_symbols_with_sector,
ESRT,11,legacy_symbols_with_sector,
ESS,11,legacy_symbols_with_sector,
ESTA,10,legacy_symbols_with_sector,
ESTC,6,legacy_symbols_with_sector,
ET,8,legacy_symbols_with_sector,
ETD,2,legacy_symbols_with_sector,
ETN,3,legacy_symbols_with_sector,
ETON,10,legacy_symbols_with_sector,
ETR,8,legacy_symbols_with_sector,
ETSY,12,legacy_symbols_with_sector,
EU,12,legacy_symbols_with_sector,
EUDA,10,legacy_symbols_with_sector,
EUDAW,10,legacy_symbols_with_sector,
EVAX,10,legacy_symbols_with_sector,
EVC,7,legacy_symbols_with_sector,
EVCM,6,legacy_symbols_with_sector,
EVER,6,legacy_symbols_with_sector,
EVEX,3,legacy_symbols_with_sector,
EVGN,5,legacy_symbols_with_sector,
EVGO,12,legacy_symbols_with_sector,
EVGOW,12,legacy_symbols_with_sector,
EVH,12,legacy_symbols_with_sector,
EVI,9,legacy_symbols_with_sector,
EVLV,6,legacy_symbols_with_sector,
EVO,10,legacy_symbols_with_sector,
EVR,11,legacy_symbols_with_sector,
EVRG,8,legacy_symbols_with_sector,
EVTC,6,legacy_symbols_with_sector,
EVTL,3,legacy_symbols_with_sector,
EVTV,2,legacy_symbols_with_sector,
EW,10,legacy_symbols_with_sector,
EWBC,11,legacy_symbols_with_sector,
EWCZ,9,legacy_symbols_with_sector,
EWTX,10,legacy_symbols_with_sector,
EXAS,10,legacy_symbols_with_sector,
EXC,8,legacy_symbols_with_sector,
EXE,4,legacy_symbols_with_sector,
EXEL,10,legacy_symbols_with_sector,
EXFY,6,legacy_symbols_with_sector,
EXK,12,legacy_symbols_with_sector,
EXLS,12,legacy_symbols_with_sector,
EXP,3,legacy_symbols_with_sector,
EXPD,12,legacy_symbols_with_sector,
EXPE,12,legacy_symbols_with_sector,
EXPI,11,legacy_symbols_with_sector,
EXPO,12,legacy_symbols_with_sector,
EXR,11,legacy_symbols_with_sector,
EXTR,6,legacy_symbols_with_sector,
EYE,10,legacy_symbols_with_sector,
EYPT,6,legacy_symbols_with_sector,
EZGO,2,legacy_symbols_with_sector,
EZPW,9,legacy_symbols_with_sector,
F,2,legacy_symbols_with_sector,
FA,6,legacy_symbols_with_sector,
FAF,11,legacy_symbols_with_sector,
FAMI,1,legacy_symbols_with_sector,
FANG,4,legacy_symbols_with_sector,
FARM,1,legacy_symbols_with_sector,
FAST,9,legacy_symbols_with_sector,
FATE,10,legacy_symbols_with_sector,
FBIN,12,legacy_symbols_with_sector,
FBIO,10,legacy_symbols_with_sector,
FBIOP,10,legacy_symbols_with_sector,
FBIZ,11,legacy_symbols_with_sector,
FBK,11,legacy_symbols_with_sector,
FBNC,11,legacy_symbols_with_sector,
FBP,11,legacy_symbols_with_sector,
FBRT,11,legacy_symbols_with_sector,
FBRX,10,legacy_symbols_with_sector,
FC,12,legacy_symbols_with_sector,
FCAP,11,legacy_symbols_with_sector,
FCBC,11,legacy_symbols_with_sector,
FCCO,11,legacy_symbols_with_sector,
FCEL,3,legacy_symbols_with_sector,
FCF,11,legacy_symbols_with_sector,
FCFS,9,legacy_symbols_with_sector,
FCN,12,legacy_symbols_with_sector,
FCNCA,11,legacy_symbols_with_sector,
FCNCO,11,legacy_symbols_with_sector,
FCNCP,11,legacy_symbols_with_sector,
FCPT,11,legacy_symbols_with_sector,
FCRX,12,legacy_symbols_with_sector,
FCUV,6,legacy_symbols_with_sector,
FCX,12,legacy_symbols_with_sector,
FDBC,11,legacy_symbols_with_sector,
FDMT,10,legacy_symbols_with_sector,
FDP,1,legacy_symbols_with_sector,
FDS,6,legacy_symbols_with_sector,
FDUS,12,legacy_symbols_with_sector,
FDX,12,legacy_symbols_with_sector,
FE,8,legacy_symbols_with_sector,
FEAM,12,legacy_symbols_with_sector,
FEDU,12,legacy_symbols_with_sector,
FEED,10,legacy_symbols_with_sector,
FEIM,6,legacy_symbols_with_sector,
FELE,3,legacy_symbols_with_sector,
FEMY,10,legacy_symbols_with_sector,
FENC,10,legacy_symbols_with_sector,
FENG,7,legacy_symbols_with_sector,
FERG,9,legacy_symbols_with_sector,
FET,3,legacy_symbols_with_sector,
FF,5,legacy_symbols_with_sector,
FFAI,2,legacy_symbols_with_sector,
FFAIW,2,legacy_symbols_with_sector,
FFBC,11,legacy_symbols_with_sector,
FFIC,11,legacy_symbols_with_sector,
FFIN,11,legacy_symbols_with_sector,
FFIV,6,legacy_symbols_with_sector,
FFWM,11,legacy_symbols_with_sector,
FG,11,legacy_symbols_with_sector,
FGBI,11,legacy_symbols_with_sector,
FGBIP,11,legacy_symbols_with_sector,
FGI,3,legacy_symbols_with_sector,
FGIWW,3,legacy_symbols_with_sector,
FGL,12,legacy_symbols_with_sector,
FGNX,11,legacy_symbols_with_sector,
FGNXP,11,legacy_symbols_with_sector,
FHB,11,legacy_symbols_with_sector,
FHI,11,legacy_symbols_with_sector,
FHN,11,legacy_symbols_with_sector,
FHTX,10,legacy_symbols_with_sector,
FIBK,11,legacy_symbols_with_sector,
FICO,12,legacy_symbols_with_sector,
FIG,6,legacy_symbols_with_sector,
FIGS,1,legacy_symbols_with_sector,
FINS,12,legacy_symbols_with_sector,
FINV,11,legacy_symbols_with_sector,
FINW,11,legacy_symbols_with_sector,
FIP,12,legacy_symbols_with_sector,
FIS,12,legacy_symbols_with_sector,
FISI,11,legacy_symbols_with_sector,
FISK,11,legacy_symbols_with_sector,
FISV,12,legacy_symbols_with_sector,
FITB,11,legacy_symbols_with_sector,
FITBI,11,legacy_symbols_with_sector,
FITBO,11,legacy_symbols_with_sector,
FITBP,11,legacy_symbols_with_sector,
FIVE,9,legacy_symbols_with_sector,
FIVN,6,legacy_symbols_with_sector,
FIX,12,legacy_symbols_with_sector,
FIZZ,1,legacy_symbols_with_sector,
FKWL,6,legacy_symbols_with_sector,
FLEX,6,legacy_symbols_with_sector,
FLG,11,legacy_symbols_with_sector,
FLGT,10,legacy_symbols_with_sector,
FLL,12,legacy_symbols_with_sector,
FLNA,10,legacy_symbols_with_sector,
FLNC,6,legacy_symbols_with_sector,
FLNG,12,legacy_symbols_with_sector,
FLNT,12,legacy_symbols_with_sector,
FLO,1,legacy_symbols_with_sector,
FLR,12,legacy_symbols_with_sector,
FLS,3,legacy_symbols_with_sector,
FLUT,6,legacy_symbols_with_sector,
FLUX,6,legacy_symbols_with_sector,
FLWS,9,legacy_symbols_with_sector,
FLXS,2,legacy_symbols_with_sector,
FLY,3,legacy_symbols_with_sector,
FLYD,11,legacy_symbols_with_sector,
FLYU,11,legacy_symbols_with_sector,
FLYW,12,legacy_symbols_with_sector,
FLYX,12,legacy_symbols_with_sector,
FMAO,11,legacy_symbols_with_sector,
FMBH,11,legacy_symbols_with_sector,
FMC,5,legacy_symbols_with_sector,
FMFC,1,legacy_symbols_with_sector,
FMNB,11,legacy_symbols_with_sector,
FMS,10,legacy_symbols_with_sector,
FMX,1,legacy_symbols_with_sector,
FN,6,legacy_symbols_with_sector,
FNB,11,legacy_symbols_with_sector,
FND,9,legacy_symbols_with_sector,
FNF,11,legacy_symbols_with_sector,
FNGR,6,legacy_symbols_with_sector,
FNGS,11,legacy_symbols_with_sector,
FNKO,1,legacy_symbols_with_sector,
FNLC,11,legacy_symbols_with_sector,
FNUC,12,legacy_symbols_with_sector,
FNV,12,legacy_symbols_with_sector,
FNWB,11,legacy_symbols_with_sector,
FNWD,11,legacy_symbols_with_sector,
FOA,11,legacy_symbols_with_sector,
FOLD,10,legacy_symbols_with_sector,
FONR,10,legacy_symbols_with_sector,
FOR,11,legacy_symbols_with_sector,
FORA,6,legacy_symbols_with_sector,
FORM,6,legacy_symbols_with_sector,
FORR,12,legacy_symbols_with_sector,
FORTY,6,legacy_symbols_with_sector,
FOSL,3,legacy_symbols_with_sector,
FOUR,12,legacy_symbols_with_sector,
FOX,7,legacy_symbols_with_sector,
FOXA,7,legacy_symbols_with_sector,
FOXF,2,legacy_symbols_with_sector,
FPH,11,legacy_symbols_with_sector,
FPI,11,legacy_symbols_with_sector,
FR,11,legacy_symbols_with_sector,
FRAF,11,legacy_symbols_with_sector,
FRD,3,legacy_symbols_with_sector,
FRGT,12,legacy_symbols_with_sector,
FRHC,11,legacy_symbols_with_sector,
FRME,11,legacy_symbols_with_sector,
FRMEP,11,legacy_symbols_with_sector,
FRMM,10,legacy_symbols_with_sector,
FRO,12,legacy_symbols_with_sector,
FROG,6,legacy_symbols_with_sector,
FRPH,11,legacy_symbols_with_sector,
FRPT,1,legacy_symbols_with_sector,
FRSH,6,legacy_symbols_with_sector,
FRST,11,legacy_symbols_with_sector,
FRSX,6,legacy_symbols_with_sector,
FRT,11,legacy_symbols_with_sector,
FSBC,11,legacy_symbols_with_sector,
FSBW,11,legacy_symbols_with_sector,
FSCO,12,legacy_symbols_with_sector,
FSEA,11,legacy_symbols_with_sector,
FSI,5,legacy_symbols_with_sector,
FSK,12,legacy_symbols_with_sector,
FSLR,6,legacy_symbols_with_sector,
FSLY,6,legacy_symbols_with_sector,
FSM,12,legacy_symbols_with_sector,
FSP,11,legacy_symbols_with_sector,
FSS,2,legacy_symbols_with_sector,
FSTR,9,legacy_symbols_with_sector,
FSV,11,legacy_symbols_with_sector,
FTAI,12,legacy_symbols_with_sector,
FTAIN,12,legacy_symbols_with_sector,
FTCI,6,legacy_symbols_with_sector,
FTDR,12,legacy_symbols_with_sector,
FTEK,3,legacy_symbols_with_sector,
FTFT,12,legacy_symbols_with_sector,
FTHM,11,legacy_symbols_with_sector,
FTHY,12,legacy_symbols_with_sector,
FTI,3,legacy_symbols_with_sector,
FTK,5,legacy_symbols_with_sector,
FTLF,10,legacy_symbols_with_sector,
FTNT,6,legacy_symbols_with_sector,
FTS,8,legacy_symbols_with_sector,
FTV,6,legacy_symbols_with_sector,
FUBO,12,legacy_symbols_with_sector,
FUL,5,legacy_symbols_with_sector,
FULC,10,legacy_symbols_with_sector,
FULT,11,legacy_symbols_with_sector,
FULTP,11,legacy_symbols_with_sector,
FUN,12,legacy_symbols_with_sector,
FUNC,11,legacy_symbols_with_sector,
FUND,12,legacy_symbols_with_sector,
FURY,12,legacy_symbols_with_sector,
FUSB,11,legacy_symbols_with_sector,
FUTU,11,legacy_symbols_with_sector,
FVCB,11,legacy_symbols_with_sector,
FVRR,12,legacy_symbols_with_sector,
FWDI,3,legacy_symbols_with_sector,
FWONA,7,legacy_symbols_with_sector,
FWONK,7,legacy_symbols_with_sector,
FWRD,12,legacy_symbols_with_sector,
FWRG,9,legacy_symbols_with_sector,
FXNC,11,legacy_symbols_with_sector,
G,12,legacy_symbols_with_sector,
GABC,11,legacy_symbols_with_sector,
GAIA,12,legacy_symbols_with_sector,
GAIN,12,legacy_symbols_with_sector,
GAINN,12,legacy_symbols_with_sector,
GAINZ,12,legacy_symbols_with_sector,
GALT,10,legacy_symbols_with_sector,
GAMB,12,legacy_symbols_with_sector,
GAME,12,legacy_symbols_with_sector,
GANX,10,legacy_symbols_with_sector,
GAP,9,legacy_symbols_with_sector,
GASS,12,legacy_symbols_with_sector,
GATX,12,legacy_symbols_with_sector,
GAU,12,legacy_symbols_with_sector,
GBCI,11,legacy_symbols_with_sector,
GBDC,12,legacy_symbols_with_sector,
GBLI,11,legacy_symbols_with_sector,
GBR,4,legacy_symbols_with_sector,
GBTG,12,legacy_symbols_with_sector,
GBUG,11,legacy_symbols_with_sector,
GBX,3,legacy_symbols_with_sector,
GCBC,11,legacy_symbols_with_sector,
GCMG,11,legacy_symbols_with_sector,
GCO,9,legacy_symbols_with_sector,
GCT,9,legacy_symbols_with_sector,
GCTK,10,legacy_symbols_with_sector,
GCTS,6,legacy_symbols_with_sector,
GD,3,legacy_symbols_with_sector,
GDC,9,legacy_symbols_with_sector,
GDDY,6,legacy_symbols_with_sector,
GDEN,12,legacy_symbols_with_sector,
GDEV,6,legacy_symbols_with_sector,
GDEVW,6,legacy_symbols_with_sector,
GDOT,11,legacy_symbols_with_sector,
GDRX,6,legacy_symbols_with_sector,
GDS,6,legacy_symbols_with_sector,
GDSTR,3,legacy_symbols_with_sector,
GDSTW,3,legacy_symbols_with_sector,
GDXD,11,legacy_symbols_with_sector,
GDXU,11,legacy_symbols_with_sector,
GDYN,6,legacy_symbols_with_sector,
GE,3,legacy_symbols_with_sector,
GECC,12,legacy_symbols_with_sector,
GECCO,12,legacy_symbols_with_sector,
GEF,3,legacy_symbols_with_sector,
GEF-B,3,legacy_symbols_with_sector,
GEG,6,legacy_symbols_with_sector,
GEGGL,6,legacy_symbols_with_sector,
GEL,12,legacy_symbols_with_sector,
GEN,6,legacy_symbols_with_sector,
GENC,3,legacy_symbols_with_sector,
GENI,12,legacy_symbols_with_sector,
GEO,12,legacy_symbols_with_sector,
GEOS,6,legacy_symbols_with_sector,
GERN,10,legacy_symbols_with_sector,
GETY,12,legacy_symbols_with_sector,
GEVO,5,legacy_symbols_with_sector,
GFAI,12,legacy_symbols_with_sector,
GFAIW,12,legacy_symbols_with_sector,
GFF,3,legacy_symbols_with_sector,
GFI,12,legacy_symbols_with_sector,
GFL,12,legacy_symbols_with_sector,
GFS,6,legacy_symbols_with_sector,
GGAL,11,legacy_symbols_with_sector,
GGB,3,legacy_symbols_with_sector,
GGG,3,legacy_symbols_with_sector,
GGR,2,legacy_symbols_with_sector,
GGROW,2,legacy_symbols_with_sector,
GGRP,6,legacy_symbols_with_sector,
GH,10,legacy_symbols_with_sector,
GHC,12,legacy_symbols_with_sector,
GHG,12,legacy_symbols_with_sector,
GHI,11,legacy_symbols_with_sector,
GHM,3,legacy_symbols_with_sector,
GHRS,10,legacy_symbols_with_sector,
GIB,12,legacy_symbols_with_sector,
GIC,9,legacy_symbols_with_sector,
GIFT,9,legacy_symbols_with_sector,
GIGM,6,legacy_symbols_with_sector,
GIII,1,legacy_symbols_with_sector,
GIL,1,legacy_symbols_with_sector,
GILD,10,legacy_symbols_with_sector,
GILT,6,legacy_symbols_with_sector,
GIPR,11,legacy_symbols_with_sector,
GIPRW,11,legacy_symbols_with_sector,
GIS,1,legacy_symbols_with_sector,
GIW,12,legacy_symbols_with_sector,
GIWWU,12,legacy_symbols_with_sector,
GJH,11,legacy_symbols_with_sector,
GJO,11,legacy_symbols_with_sector,
GJP,11,legacy_symbols_with_sector,
GJR,11,legacy_symbols_with_sector,
GJS,11,legacy_symbols_with_sector,
GJT,11,legacy_symbols_with_sector,
GKOS,10,legacy_symbols_with_sector,
GL,11,legacy_symbols_with_sector,
GLAD,12,legacy_symbols_with_sector,
GLBE,6,legacy_symbols_with_sector,
GLBS,12,legacy_symbols_with_sector,
GLBZ,11,legacy_symbols_with_sector,
GLDD,12,legacy_symbols_with_sector,
GLDG,12,legacy_symbols_with_sector,
GLIBA,7,legacy_symbols_with_sector,
GLMD,10,legacy_symbols_with_sector,
GLNG,12,legacy_symbols_with_sector,
GLOB,6,legacy_symbols_with_sector,
GLP,9,legacy_symbols_with_sector,
GLPG,10,legacy_symbols_with_sector,
GLPI,11,legacy_symbols_with_sector,
GLRE,11,legacy_symbols_with_sector,
GLSI,10,legacy_symbols_with_sector,
GLUE,10,legacy_symbols_with_sector,
GLW,3,legacy_symbols_with_sector,
GM,2,legacy_symbols_with_sector,
GMAB,10,legacy_symbols_with_sector,
GME,9,legacy_symbols_with_sector,
GMED,10,legacy_symbols_with_sector,
GNE,8,legacy_symbols_with_sector,
GNK,12,legacy_symbols_with_sector,
GNL,11,legacy_symbols_with_sector,
GNLN,9,legacy_symbols_with_sector,
GNPX,10,legacy_symbols_with_sector,
GNRC,3,legacy_symbols_with_sector,
GNS,6,legacy_symbols_with_sector,
GNSS,2,legacy_symbols_with_sector,
GNTA,10,legacy_symbols_with_sector,
GNTX,2,legacy_symbols_with_sector,
GNW,11,legacy_symbols_with_sector,
GO,9,legacy_symbols_with_sector,
GOCO,11,legacy_symbols_with_sector,
GOGO,7,legacy_symbols_with_sector,
GOLD,9,legacy_symbols_with_sector,
GOLF,1,legacy_symbols_with_sector,
GOOD,11,legacy_symbols_with_sector,
GOODN,11,legacy_symbols_with_sector,
GOODO,11,legacy_symbols_with_sector,
GOOG,6,legacy_symbols_with_sector,
GOOGL,6,legacy_symbols_with_sector,
GOOS,1,legacy_symbols_with_sector,
GORO,12,legacy_symbols_with_sector,
GOSS,10,legacy_symbols_with_sector,
GOTU,12,legacy_symbols_with_sector,
GOVX,10,legacy_symbols_with_sector,
GP,3,legacy_symbols_with_sector,
GPC,9,legacy_symbols_with_sector,
GPGI,11,legacy_symbols_with_sector,
GPI,9,legacy_symbols_with_sector,
GPJA,8,legacy_symbols_with_sector,
GPK,3,legacy_symbols_with_sector,
GPMT,11,legacy_symbols_with_sector,
GPN,12,legacy_symbols_with_sector,
GPOR,4,legacy_symbols_with_sector,
GPRE,5,legacy_symbols_with_sector,
GPRK,4,legacy_symbols_with_sector,
GPRO,3,legacy_symbols_with_sector,
GRAB,12,legacy_symbols_with_sector,
GRABW,12,legacy_symbols_with_sector,
GRBK,12,legacy_symbols_with_sector,
GRC,3,legacy_symbols_with_sector,
GRDX,10,legacy_symbols_with_sector,
GREE,11,legacy_symbols_with_sector,
GREEL,11,legacy_symbols_with_sector,
GRFS,10,legacy_symbols_with_sector,
GRI,10,legacy_symbols_with_sector,
GRML,10,legacy_symbols_with_sector,
GRMLW,10,legacy_symbols_with_sector,
GRMN,6,legacy_symbols_with_sector,
GRND,6,legacy_symbols_with_sector,
GRNQ,12,legacy_symbols_with_sector,
GRNT,4,legacy_symbols_with_sector,
GRO,12,legacy_symbols_with_sector,
GROV,9,legacy_symbols_with_sector,
GROW,11,legacy_symbols_with_sector,
GROY,12,legacy_symbols_with_sector,
GRPN,12,legacy_symbols_with_sector,
GRRR,6,legacy_symbols_with_sector,
GRRRW,6,legacy_symbols_with_sector,
GRVY,6,legacy_symbols_with_sector,
