ticker,ff12,ff12_source,classification_confidence
BMA,11,legacy_symbols_with_sector,
BMBL,6,legacy_symbols_with_sector,
BMEA,10,legacy_symbols_with_sector,
BMEZ,12,legacy_symbols_with_sector,
BMI,6,legacy_symbols_with_sector,
BMN,12,legacy_symbols_with_sector,
BMO,11,legacy_symbols_with_sector,
BMR,6,legacy_symbols_with_sector,
BMRA,10,legacy_symbols_with_sector,
BMRC,11,legacy_symbols_with_sector,
BMRN,10,legacy_symbols_with_sector,
BMY,10,legacy_symbols_with_sector,
BN,11,legacy_symbols_with_sector,
BNAIW,6,legacy_symbols_with_sector,
BNBX,12,legacy_symbols_with_sector,
BNC,1,legacy_symbols_with_sector,
BNCWW,1,legacy_symbols_with_sector,
BNED,9,legacy_symbols_with_sector,
BNGO,6,legacy_symbols_with_sector,
BNH,11,legacy_symbols_with_sector,
BNJ,11,legacy_symbols_with_sector,
BNKK,5,legacy_symbols_with_sector,
BNL,11,legacy_symbols_with_sector,
BNR,10,legacy_symbols_with_sector,
BNRG,3,legacy_symbols_with_sector,
BNS,11,legacy_symbols_with_sector,
BNT,11,legacy_symbols_with_sector,
BNTC,10,legacy_symbols_with_sector,
BNTX,10,legacy_symbols_with_sector,
BNZI,6,legacy_symbols_with_sector,
BNZIW,6,legacy_symbols_with_sector,
BOC,11,legacy_symbols_with_sector,
BODI,9,legacy_symbols_with_sector,
BOH,11,legacy_symbols_with_sector,
BOKF,11,legacy_symbols_with_sector,
BOLD,10,legacy_symbols_with_sector,
BOLT,10,legacy_symbols_with_sector,
BON,10,legacy_symbols_with_sector,
BOOM,3,legacy_symbols_with_sector,
BOOT,9,legacy_symbols_with_sector,
BORR,4,legacy_symbols_with_sector,
BOSC,6,legacy_symbols_with_sector,
BOTJ,11,legacy_symbols_with_sector,
BOX,6,legacy_symbols_with_sector,
BP,4,legacy_symbols_with_sector,
BPOP,11,legacy_symbols_with_sector,
BPOPM,11,legacy_symbols_with_sector,
BPRN,11,legacy_symbols_with_sector,
BPYPM,11,legacy_symbols_with_sector,
BPYPN,11,legacy_symbols_with_sector,
BPYPO,11,legacy_symbols_with_sector,
BPYPP,11,legacy_symbols_with_sector,
BQ,9,legacy_symbols_with_sector,
BR,12,legacy_symbols_with_sector,
BRAG,6,legacy_symbols_with_sector,
BRBR,1,legacy_symbols_with_sector,
BRBS,11,legacy_symbols_with_sector,
BRC,2,legacy_symbols_with_sector,
BRCC,1,legacy_symbols_with_sector,
BRFH,1,legacy_symbols_with_sector,
BRID,1,legacy_symbols_with_sector,
BRK-A,11,legacy_symbols_with_sector,
BRK-B,11,legacy_symbols_with_sector,
BRKR,6,legacy_symbols_with_sector,
BRLS,1,legacy_symbols_with_sector,
BRLSW,1,legacy_symbols_with_sector,
BRLT,2,legacy_symbols_with_sector,
BRN,4,legacy_symbols_with_sector,
BRNS,10,legacy_symbols_with_sector,
BRO,11,legacy_symbols_with_sector,
BROS,9,legacy_symbols_with_sector,
BRQSF,6,legacy_symbols_with_sector,
BRSL,12,legacy_symbols_with_sector,
BRSP,11,legacy_symbols_with_sector,
BRT,11,legacy_symbols_with_sector,
BRTX,10,legacy_symbols_with_sector,
BRW,12,legacy_symbols_with_sector,
BRX,11,legacy_symbols_with_sector,
BRZE,6,legacy_symbols_with_sector,
BSAC,11,legacy_symbols_with_sector,
BSBK,11,legacy_symbols_with_sector,
BSBR,11,legacy_symbols_with_sector,
BSET,2,legacy_symbols_with_sector,
BSLK,5,legacy_symbols_with_sector,
BSLKW,5,legacy_symbols_with_sector,
BSM,4,legacy_symbols_with_sector,
BSRR,11,legacy_symbols_with_sector,
BSTZ,12,legacy_symbols_with_sector,
BSVN,11,legacy_symbols_with_sector,
BSX,10,legacy_symbols_with_sector,
BSY,6,legacy_symbols_with_sector,
BTAI,10,legacy_symbols_with_sector,
BTBD,9,legacy_symbols_with_sector,
BTBDW,9,legacy_symbols_with_sector,
BTBT,11,legacy_symbols_with_sector,
BTCS,11,legacy_symbols_with_sector,
BTCT,11,legacy_symbols_with_sector,
BTCY,10,legacy_symbols_with_sector,
BTDR,11,legacy_symbols_with_sector,
BTE,4,legacy_symbols_with_sector,
BTG,12,legacy_symbols_with_sector,
BTI,1,legacy_symbols_with_sector,
BTMD,10,legacy_symbols_with_sector,
BTOG,11,legacy_symbols_with_sector,
BTU,4,legacy_symbols_with_sector,
BTX,12,legacy_symbols_with_sector,
BUD,1,legacy_symbols_with_sector,
BULZ,11,legacy_symbols_with_sector,
BUR,11,legacy_symbols_with_sector,
BURL,9,legacy_symbols_with_sector,
BUSE,11,legacy_symbols_with_sector,
BV,1,legacy_symbols_with_sector,
BVFL,11,legacy_symbols_with_sector,
BVN,12,legacy_symbols_with_sector,
BVS,10,legacy_symbols_with_sector,
BW,3,legacy_symbols_with_sector,
BWA,2,legacy_symbols_with_sector,
BWAY,10,legacy_symbols_with_sector,
BWB,11,legacy_symbols_with_sector,
BWBBP,11,legacy_symbols_with_sector,
BWEN,3,legacy_symbols_with_sector,
BWFG,11,legacy_symbols_with_sector,
BWIN,11,legacy_symbols_with_sector,
BWLP,12,legacy_symbols_with_sector,
BWMN,12,legacy_symbols_with_sector,
BWMX,9,legacy_symbols_with_sector,
BWNB,3,legacy_symbols_with_sector,
BWXT,3,legacy_symbols_with_sector,
BX,11,legacy_symbols_with_sector,
BXC,9,legacy_symbols_with_sector,
BXMT,11,legacy_symbols_with_sector,
BXP,11,legacy_symbols_with_sector,
BXSL,12,legacy_symbols_with_sector,
BY,11,legacy_symbols_with_sector,
BYD,12,legacy_symbols_with_sector,
BYFC,11,legacy_symbols_with_sector,
BYND,1,legacy_symbols_with_sector,
BYRN,6,legacy_symbols_with_sector,
BYSI,10,legacy_symbols_with_sector,
BZ,6,legacy_symbols_with_sector,
BZAI,6,legacy_symbols_with_sector,
BZAIW,6,legacy_symbols_with_sector,
BZFD,7,legacy_symbols_with_sector,
BZFDW,7,legacy_symbols_with_sector,
BZH,12,legacy_symbols_with_sector,
BZUN,9,legacy_symbols_with_sector,
C,11,legacy_symbols_with_sector,
CAAP,12,legacy_symbols_with_sector,
CAAS,2,legacy_symbols_with_sector,
CABA,10,legacy_symbols_with_sector,
CABO,7,legacy_symbols_with_sector,
CAC,11,legacy_symbols_with_sector,
CACC,11,legacy_symbols_with_sector,
CACI,6,legacy_symbols_with_sector,
CADL,10,legacy_symbols_with_sector,
CAE,6,legacy_symbols_with_sector,
CAG,1,legacy_symbols_with_sector,
CAH,9,legacy_symbols_with_sector,
CAI,10,legacy_symbols_with_sector,
CAKE,9,legacy_symbols_with_sector,
CAL,1,legacy_symbols_with_sector,
CALC,10,legacy_symbols_with_sector,
CALM,1,legacy_symbols_with_sector,
CALX,7,legacy_symbols_with_sector,
CALY,1,legacy_symbols_with_sector,
CAMT,6,legacy_symbols_with_sector,
CAN,11,legacy_symbols_with_sector,
CANF,10,legacy_symbols_with_sector,
CANG,6,legacy_symbols_with_sector,
CAPL,9,legacy_symbols_with_sector,
CAPR,10,legacy_symbols_with_sector,
CAPS,9,legacy_symbols_with_sector,
CAR,12,legacy_symbols_with_sector,
CARE,11,legacy_symbols_with_sector,
CARG,6,legacy_symbols_with_sector,
CARR,3,legacy_symbols_with_sector,
CARS,6,legacy_symbols_with_sector,
CART,12,legacy_symbols_with_sector,
CARV,11,legacy_symbols_with_sector,
CASH,11,legacy_symbols_with_sector,
CASS,12,legacy_symbols_with_sector,
CASY,9,legacy_symbols_with_sector,
CAT,3,legacy_symbols_with_sector,
CATO,9,legacy_symbols_with_sector,
CATX,10,legacy_symbols_with_sector,
CATY,11,legacy_symbols_with_sector,
CB,11,legacy_symbols_with_sector,
CBAN,11,legacy_symbols_with_sector,
CBAT,6,legacy_symbols_with_sector,
CBFV,11,legacy_symbols_with_sector,
CBIO,10,legacy_symbols_with_sector,
CBL,11,legacy_symbols_with_sector,
CBNK,11,legacy_symbols_with_sector,
CBOE,11,legacy_symbols_with_sector,
CBRE,11,legacy_symbols_with_sector,
CBRL,9,legacy_symbols_with_sector,
CBSH,11,legacy_symbols_with_sector,
CBT,5,legacy_symbols_with_sector,
CBU,11,legacy_symbols_with_sector,
CBZ,12,legacy_symbols_with_sector,
CC,5,legacy_symbols_with_sector,
CCAP,12,legacy_symbols_with_sector,
CCB,11,legacy_symbols_with_sector,
CCBG,11,legacy_symbols_with_sector,
CCC,6,legacy_symbols_with_sector,
CCCC,10,legacy_symbols_with_sector,
CCEL,10,legacy_symbols_with_sector,
CCEP,1,legacy_symbols_with_sector,
CCG,11,legacy_symbols_with_sector,
CCI,11,legacy_symbols_with_sector,
CCJ,12,legacy_symbols_with_sector,
CCK,3,legacy_symbols_with_sector,
CCL,12,legacy_symbols_with_sector,
CCLD,6,legacy_symbols_with_sector,
CCLDO,6,legacy_symbols_with_sector,
CCM,10,legacy_symbols_with_sector,
CCNE,11,legacy_symbols_with_sector,
CCNEP,11,legacy_symbols_with_sector,
CCO,12,legacy_symbols_with_sector,
CCOI,7,legacy_symbols_with_sector,
CCRN,12,legacy_symbols_with_sector,
CCS,12,legacy_symbols_with_sector,
CCSI,6,legacy_symbols_with_sector,
CCU,1,legacy_symbols_with_sector,
CCZ,7,legacy_symbols_with_sector,
CD,11,legacy_symbols_with_sector,
CDE,12,legacy_symbols_with_sector,
CDIO,10,legacy_symbols_with_sector,
CDIOW,10,legacy_symbols_with_sector,
CDLX,6,legacy_symbols_with_sector,
CDNA,10,legacy_symbols_with_sector,
CDNS,6,legacy_symbols_with_sector,
CDP,11,legacy_symbols_with_sector,
CDRE,10,legacy_symbols_with_sector,
CDRO,12,legacy_symbols_with_sector,
CDROW,12,legacy_symbols_with_sector,
CDW,9,legacy_symbols_with_sector,
CDXS,5,legacy_symbols_with_sector,
CDZI,8,legacy_symbols_with_sector,
CDZIP,8,legacy_symbols_with_sector,
CE,5,legacy_symbols_with_sector,
CECO,3,legacy_symbols_with_sector,
CEFD,11,legacy_symbols_with_sector,
CEG,8,legacy_symbols_with_sector,
CELC,10,legacy_symbols_with_sector,
CELH,1,legacy_symbols_with_sector,
CELU,10,legacy_symbols_with_sector,
CELUW,10,legacy_symbols_with_sector,
CELZ,10,legacy_symbols_with_sector,
CENN,2,legacy_symbols_with_sector,
CENT,9,legacy_symbols_with_sector,
CENTA,9,legacy_symbols_with_sector,
CENX,3,legacy_symbols_with_sector,
CEPU,8,legacy_symbols_with_sector,
CERS,10,legacy_symbols_with_sector,
CERT,6,legacy_symbols_with_sector,
CETX,6,legacy_symbols_with_sector,
CETY,8,legacy_symbols_with_sector,
CEVA,6,legacy_symbols_with_sector,
CF,5,legacy_symbols_with_sector,
CFBK,11,legacy_symbols_with_sector,
CFFI,11,legacy_symbols_with_sector,
CFFN,11,legacy_symbols_with_sector,
CFG,11,legacy_symbols_with_sector,
CFR,11,legacy_symbols_with_sector,
CG,11,legacy_symbols_with_sector,
CGABL,11,legacy_symbols_with_sector,
CGAU,12,legacy_symbols_with_sector,
CGBD,12,legacy_symbols_with_sector,
CGC,10,legacy_symbols_with_sector,
CGEM,10,legacy_symbols_with_sector,
CGEN,10,legacy_symbols_with_sector,
CGNT,6,legacy_symbols_with_sector,
CGNX,6,legacy_symbols_with_sector,
CGTX,10,legacy_symbols_with_sector,
CHA,9,legacy_symbols_with_sector,
CHAI,7,legacy_symbols_with_sector,
CHCI,11,legacy_symbols_with_sector,
CHCO,11,legacy_symbols_with_sector,
CHCT,11,legacy_symbols_with_sector,
CHD,5,legacy_symbols_with_sector,
CHDN,12,legacy_symbols_with_sector,
CHE,10,legacy_symbols_with_sector,
CHEF,9,legacy_symbols_with_sector,
CHEV,9,legacy_symbols_with_sector,
CHGG,12,legacy_symbols_with_sector,
CHH,12,legacy_symbols_with_sector,
CHKP,6,legacy_symbols_with_sector,
CHMG,11,legacy_symbols_with_sector,
CHMI,11,legacy_symbols_with_sector,
CHNR,12,legacy_symbols_with_sector,
CHPT,3,legacy_symbols_with_sector,
CHR,6,legacy_symbols_with_sector,
CHRD,4,legacy_symbols_with_sector,
CHRS,10,legacy_symbols_with_sector,
CHRW,12,legacy_symbols_with_sector,
CHSCL,9,legacy_symbols_with_sector,
CHSCM,9,legacy_symbols_with_sector,
CHSCN,9,legacy_symbols_with_sector,
CHSCO,9,legacy_symbols_with_sector,
CHSCP,9,legacy_symbols_with_sector,
CHT,7,legacy_symbols_with_sector,
CHTR,7,legacy_symbols_with_sector,
CHWY,9,legacy_symbols_with_sector,
CI,11,legacy_symbols_with_sector,
CIA,11,legacy_symbols_with_sector,
CIB,12,legacy_symbols_with_sector,
CIEN,6,legacy_symbols_with_sector,
CIFR,11,legacy_symbols_with_sector,
CIG,8,legacy_symbols_with_sector,
CIG-C,8,legacy_symbols_with_sector,
CIGI,11,legacy_symbols_with_sector,
CIIT,6,legacy_symbols_with_sector,
CIM,11,legacy_symbols_with_sector,
CINF,11,legacy_symbols_with_sector,
CING,10,legacy_symbols_with_sector,
CINGW,10,legacy_symbols_with_sector,
CINT,6,legacy_symbols_with_sector,
CION,12,legacy_symbols_with_sector,
CISO,12,legacy_symbols_with_sector,
CIVB,11,legacy_symbols_with_sector,
CIX,3,legacy_symbols_with_sector,
CIZN,11,legacy_symbols_with_sector,
CKX,4,legacy_symbols_with_sector,
CL,5,legacy_symbols_with_sector,
CLAR,1,legacy_symbols_with_sector,
CLB,4,legacy_symbols_with_sector,
CLBK,11,legacy_symbols_with_sector,
CLBT,6,legacy_symbols_with_sector,
CLDI,10,legacy_symbols_with_sector,
CLDT,11,legacy_symbols_with_sector,
CLDX,10,legacy_symbols_with_sector,
CLF,12,legacy_symbols_with_sector,
CLFD,6,legacy_symbols_with_sector,
CLGN,10,legacy_symbols_with_sector,
CLH,12,legacy_symbols_with_sector,
CLIR,6,legacy_symbols_with_sector,
CLLS,10,legacy_symbols_with_sector,
CLMB,9,legacy_symbols_with_sector,
CLMT,4,legacy_symbols_with_sector,
CLNE,8,legacy_symbols_with_sector,
CLNN,10,legacy_symbols_with_sector,
CLOV,11,legacy_symbols_with_sector,
CLPR,11,legacy_symbols_with_sector,
CLPS,6,legacy_symbols_with_sector,
CLPT,10,legacy_symbols_with_sector,
CLRB,10,legacy_symbols_with_sector,
CLRO,6,legacy_symbols_with_sector,
CLS,6,legacy_symbols_with_sector,
CLSK,11,legacy_symbols_with_sector,
CLST,11,legacy_symbols_with_sector,
CLVT,6,legacy_symbols_with_sector,
CLW,3,legacy_symbols_with_sector,
CLWT,9,legacy_symbols_with_sector,
CLX,5,legacy_symbols_with_sector,
CLYM,10,legacy_symbols_with_sector,
CM,11,legacy_symbols_with_sector,
CMBT,12,legacy_symbols_with_sector,
CMC,3,legacy_symbols_with_sector,
CMCL,12,legacy_symbols_with_sector,
CMCM,6,legacy_symbols_with_sector,
CMCO,3,legacy_symbols_with_sector,
CMCSA,7,legacy_symbols_with_sector,
CMCT,11,legacy_symbols_with_sector,
CME,11,legacy_symbols_with_sector,
CMG,9,legacy_symbols_with_sector,
CMI,3,legacy_symbols_with_sector,
CMLSQ,7,legacy_symbols_with_sector,
CMMB,10,legacy_symbols_with_sector,
CMND,10,legacy_symbols_with_sector,
CMP,12,legacy_symbols_with_sector,
CMPR,3,legacy_symbols_with_sector,
CMPS,10,legacy_symbols_with_sector,
CMPX,10,legacy_symbols_with_sector,
CMRC,6,legacy_symbols_with_sector,
CMRE,12,legacy_symbols_with_sector,
CMS,8,legacy_symbols_with_sector,
CMSA,8,legacy_symbols_with_sector,
CMSC,8,legacy_symbols_with_sector,
CMSD,8,legacy_symbols_with_sector,
CMT,3,legacy_symbols_with_sector,
CMTG,11,legacy_symbols_with_sector,
CMTL,6,legacy_symbols_with_sector,
CNA,11,legacy_symbols_with_sector,
CNC,11,legacy_symbols_with_sector,
CNDT,12,legacy_symbols_with_sector,
CNET,6,legacy_symbols_with_sector,
CNEY,5,legacy_symbols_with_sector,
CNF,11,legacy_symbols_with_sector,
CNH,3,legacy_symbols_with_sector,
CNI,12,legacy_symbols_with_sector,
CNK,12,legacy_symbols_with_sector,
CNL,12,legacy_symbols_with_sector,
CNM,9,legacy_symbols_with_sector,
CNMD,10,legacy_symbols_with_sector,
CNNE,9,legacy_symbols_with_sector,
CNO,11,legacy_symbols_with_sector,
CNOB,11,legacy_symbols_with_sector,
CNOBP,11,legacy_symbols_with_sector,
CNP,8,legacy_symbols_with_sector,
CNQ,4,legacy_symbols_with_sector,
CNR,4,legacy_symbols_with_sector,
CNS,11,legacy_symbols_with_sector,
CNSP,10,legacy_symbols_with_sector,
CNTA,10,legacy_symbols_with_sector,
CNTB,10,legacy_symbols_with_sector,
CNTN,10,legacy_symbols_with_sector,
CNTX,10,legacy_symbols_with_sector,
CNTY,12,legacy_symbols_with_sector,
CNVS,12,legacy_symbols_with_sector,
CNX,4,legacy_symbols_with_sector,
CNXC,12,legacy_symbols_with_sector,
CNXN,9,legacy_symbols_with_sector,
COCH,10,legacy_symbols_with_sector,
COCHW,10,legacy_symbols_with_sector,
COCO,1,legacy_symbols_with_sector,
COCP,10,legacy_symbols_with_sector,
CODA,6,legacy_symbols_with_sector,
CODI,2,legacy_symbols_with_sector,
CODX,10,legacy_symbols_with_sector,
COE,12,legacy_symbols_with_sector,
COEPW,11,legacy_symbols_with_sector,
COF,11,legacy_symbols_with_sector,
COFS,11,legacy_symbols_with_sector,
COGT,10,legacy_symbols_with_sector,
COHN,11,legacy_symbols_with_sector,
COHR,6,legacy_symbols_with_sector,
COHU,6,legacy_symbols_with_sector,
COIN,11,legacy_symbols_with_sector,
COKE,1,legacy_symbols_with_sector,
COLB,11,legacy_symbols_with_sector,
COLD,11,legacy_symbols_with_sector,
COLL,10,legacy_symbols_with_sector,
COLM,1,legacy_symbols_with_sector,
COMP,6,legacy_symbols_with_sector,
COO,10,legacy_symbols_with_sector,
COOK,2,legacy_symbols_with_sector,
COOTW,1,legacy_symbols_with_sector,
COP,4,legacy_symbols_with_sector,
COR,9,legacy_symbols_with_sector,
CORT,10,legacy_symbols_with_sector,
CORZW,11,legacy_symbols_with_sector,
COSM,9,legacy_symbols_with_sector,
COST,9,legacy_symbols_with_sector,
COTY,5,legacy_symbols_with_sector,
COUR,6,legacy_symbols_with_sector,
COYA,10,legacy_symbols_with_sector,
CP,12,legacy_symbols_with_sector,
CPA,12,legacy_symbols_with_sector,
CPAC,3,legacy_symbols_with_sector,
CPAY,12,legacy_symbols_with_sector,
CPB,1,legacy_symbols_with_sector,
CPF,11,legacy_symbols_with_sector,
CPHC,12,legacy_symbols_with_sector,
CPHI,10,legacy_symbols_with_sector,
CPIX,10,legacy_symbols_with_sector,
CPK,8,legacy_symbols_with_sector,
CPNG,9,legacy_symbols_with_sector,
CPOP,12,legacy_symbols_with_sector,
CPRI,1,legacy_symbols_with_sector,
CPRT,9,legacy_symbols_with_sector,
CPRX,10,legacy_symbols_with_sector,
CPS,2,legacy_symbols_with_sector,
CPSH,3,legacy_symbols_with_sector,
CPSS,11,legacy_symbols_with_sector,
CPT,11,legacy_symbols_with_sector,
CPZ,12,legacy_symbols_with_sector,
CQP,8,legacy_symbols_with_sector,
CRAI,12,legacy_symbols_with_sector,
CRBG,11,legacy_symbols_with_sector,
CRBP,10,legacy_symbols_with_sector,
CRBU,10,legacy_symbols_with_sector,
CRC,4,legacy_symbols_with_sector,
CRCT,3,legacy_symbols_with_sector,
CRD-A,11,legacy_symbols_with_sector,
CRD-B,11,legacy_symbols_with_sector,
CRDF,10,legacy_symbols_with_sector,
CRDL,10,legacy_symbols_with_sector,
CRDO,6,legacy_symbols_with_sector,
CREG,12,legacy_symbols_with_sector,
CRESY,11,legacy_symbols_with_sector,
CREX,6,legacy_symbols_with_sector,
CRGO,12,legacy_symbols_with_sector,
CRGOW,12,legacy_symbols_with_sector,
CRGY,4,legacy_symbols_with_sector,
CRH,3,legacy_symbols_with_sector,
CRI,1,legacy_symbols_with_sector,
CRIS,10,legacy_symbols_with_sector,
CRK,4,legacy_symbols_with_sector,
CRL,12,legacy_symbols_with_sector,
CRM,6,legacy_symbols_with_sector,
CRMD,10,legacy_symbols_with_sector,
CRMT,9,legacy_symbols_with_sector,
CRNC,6,legacy_symbols_with_sector,
CRNT,6,legacy_symbols_with_sector,
CRNX,10,legacy_symbols_with_sector,
CRON,10,legacy_symbols_with_sector,
CROX,3,legacy_symbols_with_sector,
CRS,3,legacy_symbols_with_sector,
CRSP,10,legacy_symbols_with_sector,
CRSR,6,legacy_symbols_with_sector,
CRT,11,legacy_symbols_with_sector,
CRTO,12,legacy_symbols_with_sector,
CRUS,6,legacy_symbols_with_sector,
CRVL,11,legacy_symbols_with_sector,
CRVO,10,legacy_symbols_with_sector,
CRVS,10,legacy_symbols_with_sector,
CRWD,6,legacy_symbols_with_sector,
CRWS,1,legacy_symbols_with_sector,
CSAN,9,legacy_symbols_with_sector,
CSBR,10,legacy_symbols_with_sector,
CSCO,6,legacy_symbols_with_sector,
CSGP,12,legacy_symbols_with_sector,
CSGS,6,legacy_symbols_with_sector,
CSIQ,6,legacy_symbols_with_sector,
CSL,3,legacy_symbols_with_sector,
CSPI,6,legacy_symbols_with_sector,
CSR,11,legacy_symbols_with_sector,
CSTE,3,legacy_symbols_with_sector,
CSTL,10,legacy_symbols_with_sector,
CSTM,3,legacy_symbols_with_sector,
CSV,9,legacy_symbols_with_sector,
CSW,5,legacy_symbols_with_sector,
CSWC,12,legacy_symbols_with_sector,
CSX,12,legacy_symbols_with_sector,
CTAS,1,legacy_symbols_with_sector,
CTBB,7,legacy_symbols_with_sector,
CTBI,11,legacy_symbols_with_sector,
CTDD,7,legacy_symbols_with_sector,
CTEV,12,legacy_symbols_with_sector,
CTGO,12,legacy_symbols_with_sector,
CTKB,6,legacy_symbols_with_sector,
CTLP,6,legacy_symbols_with_sector,
CTM,12,legacy_symbols_with_sector,
CTMX,10,legacy_symbols_with_sector,
CTO,11,legacy_symbols_with_sector,
CTOR,10,legacy_symbols_with_sector,
CTRA,4,legacy_symbols_with_sector,
CTRE,11,legacy_symbols_with_sector,
CTRM,12,legacy_symbols_with_sector,
CTRN,9,legacy_symbols_with_sector,
CTS,6,legacy_symbols_with_sector,
CTSH,6,legacy_symbols_with_sector,
CTSO,10,legacy_symbols_with_sector,
CTVA,1,legacy_symbols_with_sector,
CTW,6,legacy_symbols_with_sector,
CTXR,10,legacy_symbols_with_sector,
CUBB,11,legacy_symbols_with_sector,
CUBE,11,legacy_symbols_with_sector,
CUBI,11,legacy_symbols_with_sector,
CUE,10,legacy_symbols_with_sector,
CUK,12,legacy_symbols_with_sector,
CULL,11,legacy_symbols_with_sector,
CULP,1,legacy_symbols_with_sector,
CURI,12,legacy_symbols_with_sector,
CURV,9,legacy_symbols_with_sector,
CUZ,11,legacy_symbols_with_sector,
CVBF,11,legacy_symbols_with_sector,
CVCO,12,legacy_symbols_with_sector,
CVE,4,legacy_symbols_with_sector,
CVEO,12,legacy_symbols_with_sector,
CVGI,2,legacy_symbols_with_sector,
CVGW,1,legacy_symbols_with_sector,
CVI,4,legacy_symbols_with_sector,
CVLG,12,legacy_symbols_with_sector,
CVLT,6,legacy_symbols_with_sector,
CVM,10,legacy_symbols_with_sector,
CVNA,9,legacy_symbols_with_sector,
CVR,3,legacy_symbols_with_sector,
CVRX,10,legacy_symbols_with_sector,
CVS,9,legacy_symbols_with_sector,
CVSA,12,legacy_symbols_with_sector,
CVU,3,legacy_symbols_with_sector,
CVV,3,legacy_symbols_with_sector,
CVX,4,legacy_symbols_with_sector,
CW,3,legacy_symbols_with_sector,
CWAN,6,legacy_symbols_with_sector,
CWBC,11,legacy_symbols_with_sector,
CWCO,8,legacy_symbols_with_sector,
CWEN,8,legacy_symbols_with_sector,
CWEN-A,8,legacy_symbols_with_sector,
CWH,9,legacy_symbols_with_sector,
CWK,11,legacy_symbols_with_sector,
CWST,12,legacy_symbols_with_sector,
CWT,8,legacy_symbols_with_sector,
CX,3,legacy_symbols_with_sector,
CXAI,6,legacy_symbols_with_sector,
CXAIW,6,legacy_symbols_with_sector,
CXDO,7,legacy_symbols_with_sector,
CXM,6,legacy_symbols_with_sector,
CXT,3,legacy_symbols_with_sector,
CXW,11,legacy_symbols_with_sector,
CYCN,10,legacy_symbols_with_sector,
CYD,3,legacy_symbols_with_sector,
CYH,10,legacy_symbols_with_sector,
CYN,6,legacy_symbols_with_sector,
CYPH,10,legacy_symbols_with_sector,
CYRX,10,legacy_symbols_with_sector,
CYTK,10,legacy_symbols_with_sector,
CZFS,11,legacy_symbols_with_sector,
CZNC,11,legacy_symbols_with_sector,
CZR,12,legacy_symbols_with_sector,
CZWI,11,legacy_symbols_with_sector,
D,8,legacy_symbols_with_sector,
DAC,12,legacy_symbols_with_sector,
DAIO,6,legacy_symbols_with_sector,
DAKT,2,legacy_symbols_with_sector,
DAL,12,legacy_symbols_with_sector,
DAN,2,legacy_symbols_with_sector,
DAO,12,legacy_symbols_with_sector,
DAR,1,legacy_symbols_with_sector,
DARE,10,legacy_symbols_with_sector,
DASH,12,legacy_symbols_with_sector,
DAVA,6,legacy_symbols_with_sector,
DAVE,11,legacy_symbols_with_sector,
DAVEW,11,legacy_symbols_with_sector,
DAWN,10,legacy_symbols_with_sector,
DB,11,legacy_symbols_with_sector,
DBGI,9,legacy_symbols_with_sector,
DBI,9,legacy_symbols_with_sector,
DBRG,11,legacy_symbols_with_sector,
DBVT,10,legacy_symbols_with_sector,
DBX,6,legacy_symbols_with_sector,
DC,12,legacy_symbols_with_sector,
DCBO,6,legacy_symbols_with_sector,
DCGO,10,legacy_symbols_with_sector,
DCH,2,legacy_symbols_with_sector,
DCI,3,legacy_symbols_with_sector,
DCO,3,legacy_symbols_with_sector,
DCOM,11,legacy_symbols_with_sector,
DCOMP,11,legacy_symbols_with_sector,
DCTH,10,legacy_symbols_with_sector,
DD,5,legacy_symbols_with_sector,
DDC,1,legacy_symbols_with_sector,
DDD,6,legacy_symbols_with_sector,
DDI,6,legacy_symbols_with_sector,
DDL,9,legacy_symbols_with_sector,
DDOG,6,legacy_symbols_with_sector,
DDS,9,legacy_symbols_with_sector,
DDT,9,legacy_symbols_with_sector,
DE,3,legacy_symbols_with_sector,
DEA,11,legacy_symbols_with_sector,
DECK,3,legacy_symbols_with_sector,
DEI,11,legacy_symbols_with_sector,
DELL,6,legacy_symbols_with_sector,
DEO,1,legacy_symbols_with_sector,
DERM,10,legacy_symbols_with_sector,
DFH,12,legacy_symbols_with_sector,
DFIN,12,legacy_symbols_with_sector,
DFLI,6,legacy_symbols_with_sector,
DFLIW,6,legacy_symbols_with_sector,
DFNS,12,legacy_symbols_with_sector,
DFPH,10,legacy_symbols_with_sector,
DFTX,10,legacy_symbols_with_sector,
DG,9,legacy_symbols_with_sector,
DGICA,11,legacy_symbols_with_sector,
DGICB,11,legacy_symbols_with_sector,
DGII,6,legacy_symbols_with_sector,
DGX,10,legacy_symbols_with_sector,
DGXX,11,legacy_symbols_with_sector,
DH,6,legacy_symbols_with_sector,
DHC,11,legacy_symbols_with_sector,
DHCNI,11,legacy_symbols_with_sector,
DHCNL,11,legacy_symbols_with_sector,
DHI,12,legacy_symbols_with_sector,
DHIL,11,legacy_symbols_with_sector,
DHR,6,legacy_symbols_with_sector,
DHT,12,legacy_symbols_with_sector,
DHX,12,legacy_symbols_with_sector,
DIBS,9,legacy_symbols_with_sector,
DIN,9,legacy_symbols_with_sector,
DINO,12,legacy_symbols_with_sector,
DIOD,6,legacy_symbols_with_sector,
DIS,12,legacy_symbols_with_sector,
DIT,9,legacy_symbols_with_sector,
DJCO,1,legacy_symbols_with_sector,
DJT,6,legacy_symbols_with_sector,
DK,4,legacy_symbols_with_sector,
DKL,12,legacy_symbols_with_sector,
DKNG,12,legacy_symbols_with_sector,
