timestamp,symbol,status,row_count,first_date,last_date,output_path,error,yf_symbol,first_snapshot_year,latest_snapshot_year,statuses,asset_types,sources,symbol_suffix_type,sic,ff12,ff_label,has_price_csv,first_date_parsed,last_date_parsed,sic_numeric,ff12_numeric,sector_known,sector_allowed,price_quality,is_delisted_status,is_runtime_symbol,passes_first_cut,passes_loose_cut
2026-05-03T03:44:33.014243+00:00,AABA,empty,0,,,,empty download,AABA,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:44:35.665960+00:00,AAC,empty,0,,,,empty download,AAC,2014,2022,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:44:42.106126+00:00,AACQU,empty,0,,,,empty download,AACQU,2020,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:44:43.624047+00:00,AAI,empty,0,,,,empty download,AAI,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:44:44.919025+00:00,AAIC,empty,0,,,,empty download,AAIC,2010,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,False,False,False,False
2026-05-03T03:44:46.796650+00:00,AAIN,empty,0,,,,empty download,AAIN,2021,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,False,False,False,False
2026-05-03T03:44:51.447913+00:00,AAMRQ,empty,0,,,,empty download,AAMRQ,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:44:52.735975+00:00,AAN,empty,0,,,,empty download,AAN,2020,2022,Active,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,False,False,False,False
2026-05-03T03:44:57.869197+00:00,AAPC,empty,0,,,,empty download,AAPC,2015,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
2026-05-03T03:45:00.408773+00:00,AAQC,empty,0,,,,empty download,AAQC,2021,2021,Active,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,False,False,False,False
2026-05-03T03:45:03.000307+00:00,AATI,empty,0,,,,empty download,AATI,2010,2021,Active|Delisted,Stock,alpha_vantage_listing_status,plain,,,,False,,,,,False,False,no_price,True,False,False,False
