symbol,first_snapshot_year,latest_snapshot_year,sources,asset_types,statuses,alpha_vantage_symbol,yahoo_symbol_candidate,local_symbol_candidate,symbol_suffix_type,needs_symbol_validation,yf_symbol,rejection_reason
POSH,2021,2022,alpha_vantage_listing_status,Stock,Active,POSH,POSH,POSH,plain,False,POSH,
POST,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,POST,POST,POST,plain,False,POST,
POT,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,POT,POT,POT,plain,False,POT,
POWI,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,POWI,POWI,POWI,plain,False,POWI,
POWL,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,POWL,POWL,POWL,plain,False,POWL,
POWR,2010,2022,alpha_vantage_listing_status,ETF|Stock,Active|Delisted,POWR,POWR,POWR,plain,False,POWR,
POWRU,2021,2022,alpha_vantage_listing_status,Stock,Active,POWRU,POWRU,POWRU,plain,False,POWRU,
POWRW,2021,2022,alpha_vantage_listing_status,Stock,Active,POWRW,POWRW,POWRW,plain,False,POWRW,
POWW,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,POWW,POWW,POWW,plain,False,POWW,
POWWP,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,POWWP,POWWP,POWWP,plain,False,POWWP,
POZN,2016,2021,alpha_vantage_listing_status,Stock,Delisted,POZN,POZN,POZN,plain,False,POZN,
PPBI,2010,2022,alpha_vantage_listing_status,Stock,Active,PPBI,PPBI,PPBI,plain,False,PPBI,
PPBT,2015,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPBT,PPBT,PPBT,plain,False,PPBT,
PPC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPC,PPC,PPC,plain,False,PPC,
PPCB,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPCB,PPCB,PPCB,plain,False,PPCB,
PPD,2020,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPD,PPD,PPD,plain,False,PPD,
PPG,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPG,PPG,PPG,plain,False,PPG,
PPGHU,2021,2021,alpha_vantage_listing_status,Stock,Active,PPGHU,PPGHU,PPGHU,plain,False,PPGHU,
PPHM,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPHM,PPHM,PPHM,plain,False,PPHM,
PPHMP,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPHMP,PPHMP,PPHMP,plain,False,PPHMP,
PPHP,2021,2022,alpha_vantage_listing_status,Stock,Active,PPHP,PPHP,PPHP,plain,False,PPHP,
PPHPR,2021,2022,alpha_vantage_listing_status,Stock,Active,PPHPR,PPHPR,PPHPR,plain,False,PPHPR,
PPHPU,2021,2022,alpha_vantage_listing_status,Stock,Active,PPHPU,PPHPU,PPHPU,plain,False,PPHPU,
PPHPW,2021,2022,alpha_vantage_listing_status,Stock,Active,PPHPW,PPHPW,PPHPW,plain,False,PPHPW,
PPIH,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPIH,PPIH,PPIH,plain,False,PPIH,
PPL,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPL,PPL,PPL,plain,False,PPL,
PPO,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPO,PPO,PPO,plain,False,PPO,
PPP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPP,PPP,PPP,plain,False,PPP,
PPS,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPS,PPS,PPS,plain,False,PPS,
PPSI,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PPSI,PPSI,PPSI,plain,False,PPSI,
PPTA,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,PPTA,PPTA,PPTA,plain,False,PPTA,
PPX,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PPX,PPX,PPX,plain,False,PPX,
PPYA,2022,2022,alpha_vantage_listing_status,Stock,Active,PPYA,PPYA,PPYA,plain,False,PPYA,
PPYAU,2022,2022,alpha_vantage_listing_status,Stock,Active,PPYAU,PPYAU,PPYAU,plain,False,PPYAU,
PPYAW,2022,2022,alpha_vantage_listing_status,Stock,Active,PPYAW,PPYAW,PPYAW,plain,False,PPYAW,
PQ,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PQ,PQ,PQ,plain,False,PQ,
PQUEQ,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PQUEQ,PQUEQ,PQUEQ,plain,False,PQUEQ,
PR,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PR,PR,PR,plain,False,PR,
PRA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRA,PRA,PRA,plain,False,PRA,
PRAA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRAA,PRAA,PRAA,plain,False,PRAA,
PRAH,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRAH,PRAH,PRAH,plain,False,PRAH,
PRAX,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRAX,PRAX,PRAX,plain,False,PRAX,
PRBMWS,2021,2022,alpha_vantage_listing_status,Stock,Active,PRBMWS,PRBMWS,PRBMWS,plain,False,PRBMWS,
PRCH,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRCH,PRCH,PRCH,plain,False,PRCH,
PRCHW,2020,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRCHW,PRCHW,PRCHW,plain,False,PRCHW,
PRCP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRCP,PRCP,PRCP,plain,False,PRCP,
PRCT,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRCT,PRCT,PRCT,plain,False,PRCT,
PRDO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRDO,PRDO,PRDO,plain,False,PRDO,
PRDS,2021,2022,alpha_vantage_listing_status,Stock,Active,PRDS,PRDS,PRDS,plain,False,PRDS,
PRE,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,PRE,PRE,PRE,plain,False,PRE,
PRENW,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRENW,PRENW,PRENW,plain,False,PRENW,
PRFT,2010,2022,alpha_vantage_listing_status,Stock,Active,PRFT,PRFT,PRFT,plain,False,PRFT,
PRFX,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRFX,PRFX,PRFX,plain,False,PRFX,
PRG,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRG,PRG,PRG,plain,False,PRG,
PRGNL,2016,2021,alpha_vantage_listing_status,Stock,Delisted,PRGNL,PRGNL,PRGNL,plain,False,PRGNL,
PRGO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRGO,PRGO,PRGO,plain,False,PRGO,
PRGS,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRGS,PRGS,PRGS,plain,False,PRGS,
PRGX,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRGX,PRGX,PRGX,plain,False,PRGX,
PRH,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRH,PRH,PRH,plain,False,PRH,
PRHI,2015,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRHI,PRHI,PRHI,plain,False,PRHI,
PRI,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRI,PRI,PRI,plain,False,PRI,
PRIM,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRIM,PRIM,PRIM,plain,False,PRIM,
PRK,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRK,PRK,PRK,plain,False,PRK,
PRKS,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRKS,PRKS,PRKS,plain,False,PRKS,
PRLB,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRLB,PRLB,PRLB,plain,False,PRLB,
PRLD,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRLD,PRLD,PRLD,plain,False,PRLD,
PRLH,2022,2022,alpha_vantage_listing_status,Stock,Active,PRLH,PRLH,PRLH,plain,False,PRLH,
PRLHU,2021,2022,alpha_vantage_listing_status,Stock,Active,PRLHU,PRLHU,PRLHU,plain,False,PRLHU,
PRLHW,2022,2022,alpha_vantage_listing_status,Stock,Active,PRLHW,PRLHW,PRLHW,plain,False,PRLHW,
PRLS,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRLS,PRLS,PRLS,plain,False,PRLS,
PRM,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,PRM,PRM,PRM,plain,False,PRM,
PRME,2015,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF|Stock,Active|Delisted,PRME,PRME,PRME,plain,False,PRME,
PRMW,2010,2022,alpha_vantage_listing_status,Stock,Active,PRMW,PRMW,PRMW,plain,False,PRMW,
PRNB,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRNB,PRNB,PRNB,plain,False,PRNB,
PRO,2010,2022,alpha_vantage_listing_status,Stock,Active,PRO,PRO,PRO,plain,False,PRO,
PROF,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PROF,PROF,PROF,plain,False,PROF,
PROK,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PROK,PROK,PROK,plain,False,PROK,
PROP,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PROP,PROP,PROP,plain,False,PROP,
PROS,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PROS,PROS,PROS,plain,False,PROS,
PROV,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PROV,PROV,PROV,plain,False,PROV,
PRPC,2021,2022,alpha_vantage_listing_status,Stock,Active,PRPC,PRPC,PRPC,plain,False,PRPC,
PRPL,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRPL,PRPL,PRPL,plain,False,PRPL,
PRPLW,2015,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRPLW,PRPLW,PRPLW,plain,False,PRPLW,
PRPO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRPO,PRPO,PRPO,plain,False,PRPO,
PRQR,2014,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRQR,PRQR,PRQR,plain,False,PRQR,
PRSO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRSO,PRSO,PRSO,plain,False,PRSO,
PRSP,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRSP,PRSP,PRSP,plain,False,PRSP,
PRSR,2021,2022,alpha_vantage_listing_status,Stock,Active,PRSR,PRSR,PRSR,plain,False,PRSR,
PRSRU,2021,2022,alpha_vantage_listing_status,Stock,Active,PRSRU,PRSRU,PRSRU,plain,False,PRSRU,
PRSS,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRSS,PRSS,PRSS,plain,False,PRSS,
PRSU,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRSU,PRSU,PRSU,plain,False,PRSU,
PRT,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRT,PRT,PRT,plain,False,PRT,
PRTA,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRTA,PRTA,PRTA,plain,False,PRTA,
PRTC,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRTC,PRTC,PRTC,plain,False,PRTC,
PRTG,2021,2021,alpha_vantage_listing_status,Stock,Active,PRTG,PRTG,PRTG,plain,False,PRTG,
PRTH,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRTH,PRTH,PRTH,plain,False,PRTH,
PRTHW,2016,2022,alpha_vantage_listing_status,Stock,Active,PRTHW,PRTHW,PRTHW,plain,False,PRTHW,
PRTK,2010,2022,alpha_vantage_listing_status,Stock,Active,PRTK,PRTK,PRTK,plain,False,PRTK,
PRTS,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRTS,PRTS,PRTS,plain,False,PRTS,
PRU,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRU,PRU,PRU,plain,False,PRU,
PRVA,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PRVA,PRVA,PRVA,plain,False,PRVA,
PRVB,2018,2022,alpha_vantage_listing_status,Stock,Active,PRVB,PRVB,PRVB,plain,False,PRVB,
PRVL,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRVL,PRVL,PRVL,plain,False,PRVL,
PRWT,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRWT,PRWT,PRWT,plain,False,PRWT,
PRX,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRX,PRX,PRX,plain,False,PRX,
PRXL,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PRXL,PRXL,PRXL,plain,False,PRXL,
PS,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PS,PS,PS,plain,False,PS,
PSA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSA,PSA,PSA,plain,False,PSA,
PSACU,2020,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSACU,PSACU,PSACU,plain,False,PSACU,
PSAG,2021,2021,alpha_vantage_listing_status,Stock,Active,PSAG,PSAG,PSAG,plain,False,PSAG,
PSAGU,2021,2021,alpha_vantage_listing_status,Stock,Active,PSAGU,PSAGU,PSAGU,plain,False,PSAGU,
PSAGW,2021,2021,alpha_vantage_listing_status,Stock,Active,PSAGW,PSAGW,PSAGW,plain,False,PSAGW,
PSB,2010,2021,alpha_vantage_listing_status,Stock,Active,PSB,PSB,PSB,plain,False,PSB,
PSBH,2016,2021,alpha_vantage_listing_status,Stock,Delisted,PSBH,PSBH,PSBH,plain,False,PSBH,
PSDO,2017,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSDO,PSDO,PSDO,plain,False,PSDO,
PSDV,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSDV,PSDV,PSDV,plain,False,PSDV,
PSEC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSEC,PSEC,PSEC,plain,False,PSEC,
PSEM,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSEM,PSEM,PSEM,plain,False,PSEM,
PSFE,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSFE,PSFE,PSFE,plain,False,PSFE,
PSG,2010,2021,alpha_vantage_listing_status,Stock,Delisted,PSG,PSG,PSG,plain,False,PSG,
PSHG,2011,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSHG,PSHG,PSHG,plain,False,PSHG,
PSIX,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSIX,PSIX,PSIX,plain,False,PSIX,
PSMI,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSMI,PSMI,PSMI,plain,False,PSMI,
PSMT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSMT,PSMT,PSMT,plain,False,PSMT,
PSN,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSN,PSN,PSN,plain,False,PSN,
PSNL,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSNL,PSNL,PSNL,plain,False,PSNL,
PSNY,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSNY,PSNY,PSNY,plain,False,PSNY,
PSNYW,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSNYW,PSNYW,PSNYW,plain,False,PSNYW,
PSO,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSO,PSO,PSO,plain,False,PSO,
PSPC,2021,2022,alpha_vantage_listing_status,Stock,Active,PSPC,PSPC,PSPC,plain,False,PSPC,
PSQH,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSQH,PSQH,PSQH,plain,False,PSQH,
PSTB,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSTB,PSTB,PSTB,plain,False,PSTB,
PSTH,2020,2021,alpha_vantage_listing_status,Stock,Active,PSTH,PSTH,PSTH,plain,False,PSTH,
PSTL,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSTL,PSTL,PSTL,plain,False,PSTL,
PSTV,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSTV,PSTV,PSTV,plain,False,PSTV,
PSTVZ,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PSTVZ,PSTVZ,PSTVZ,plain,False,PSTVZ,
PSTX,2020,2022,alpha_vantage_listing_status,Stock,Active,PSTX,PSTX,PSTX,plain,False,PSTX,
PSX,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PSX,PSX,PSX,plain,False,PSX,
PSXP,2013,2021,alpha_vantage_listing_status,Stock,Active,PSXP,PSXP,PSXP,plain,False,PSXP,
PTA,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTA,PTA,PTA,plain,False,PTA,
PTACU,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTACU,PTACU,PTACU,plain,False,PTACU,
PTC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTC,PTC,PTC,plain,False,PTC,
PTCT,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTCT,PTCT,PTCT,plain,False,PTCT,
PTEK,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTEK,PTEK,PTEK,plain,False,PTEK,
PTEN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTEN,PTEN,PTEN,plain,False,PTEN,
PTEST,2017,2022,alpha_vantage_listing_status,Stock,Active,PTEST,PTEST,PTEST,plain,False,PTEST,
PTEST-A,2021,2022,alpha_vantage_listing_status,Stock,Active,PTEST-A,PTEST-A,PTEST.A,class_or_suffix,True,PTEST-A,
PTEST-X,2019,2022,alpha_vantage_listing_status,Stock,Active,PTEST-X,PTEST-X,PTEST.X,class_or_suffix,True,PTEST-X,
PTEST-Y,2019,2022,alpha_vantage_listing_status,Stock,Active,PTEST-Y,PTEST-Y,PTEST.Y,class_or_suffix,True,PTEST-Y,
PTEST-Z,2017,2022,alpha_vantage_listing_status,Stock,Active,PTEST-Z,PTEST-Z,PTEST.Z,class_or_suffix,True,PTEST-Z,
PTGX,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTGX,PTGX,PTGX,plain,False,PTGX,
PTHN,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTHN,PTHN,PTHN,plain,False,PTHN,
PTICU,2020,2021,alpha_vantage_listing_status,Stock,Active,PTICU,PTICU,PTICU,plain,False,PTICU,
PTLA,2013,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTLA,PTLA,PTLA,plain,False,PTLA,
PTLO,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTLO,PTLO,PTLO,plain,False,PTLO,
PTNT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTNT,PTNT,PTNT,plain,False,PTNT,
PTOC,2021,2022,alpha_vantage_listing_status,Stock,Active,PTOC,PTOC,PTOC,plain,False,PTOC,
PTOCU,2021,2022,alpha_vantage_listing_status,Stock,Active,PTOCU,PTOCU,PTOCU,plain,False,PTOCU,
PTOCW,2021,2022,alpha_vantage_listing_status,Stock,Active,PTOCW,PTOCW,PTOCW,plain,False,PTOCW,
PTON,2019,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PTON,PTON,PTON,plain,False,PTON,
PTP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTP,PTP,PTP,plain,False,PTP,
PTRAW,2020,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTRAW,PTRAW,PTRAW,plain,False,PTRAW,
PTRS,2013,2022,alpha_vantage_listing_status,Stock,Active,PTRS,PTRS,PTRS,plain,False,PTRS,
PTRY,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTRY,PTRY,PTRY,plain,False,PTRY,
PTSX,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTSX,PTSX,PTSX,plain,False,PTSX,
PTVCA,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTVCA,PTVCA,PTVCA,plain,False,PTVCA,
PTVCB,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTVCB,PTVCB,PTVCB,plain,False,PTVCB,
PTVE,2020,2022,alpha_vantage_listing_status,Stock,Active,PTVE,PTVE,PTVE,plain,False,PTVE,
PTWO,2022,2022,alpha_vantage_listing_status,Stock,Active,PTWO,PTWO,PTWO,plain,False,PTWO,
PTWOU,2022,2022,alpha_vantage_listing_status,Stock,Active,PTWOU,PTWOU,PTWOU,plain,False,PTWOU,
PTXP,2015,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PTXP,PTXP,PTXP,plain,False,PTXP,
PUBM,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PUBM,PUBM,PUBM,plain,False,PUBM,
PUK,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PUK,PUK,PUK,plain,False,PUK,
PUKPRA,2014,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PUKPRA,PUKPRA,PUKPRA,plain,False,PUKPRA,
PULB,2016,2021,alpha_vantage_listing_status,Stock,Delisted,PULB,PULB,PULB,plain,False,PULB,
PULM,2014,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PULM,PULM,PULM,plain,False,PULM,
PULS,2010,2022,alpha_vantage_listing_status,ETF|Stock,Active|Delisted,PULS,PULS,PULS,plain,False,PULS,
PUMP,2017,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PUMP,PUMP,PUMP,plain,False,PUMP,
PVBC,2015,2022,alpha_vantage_listing_status,Stock,Active,PVBC,PVBC,PVBC,plain,False,PVBC,
PVFC,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVFC,PVFC,PVFC,plain,False,PVFC,
PVG,2011,2022,alpha_vantage_listing_status,Stock,Active,PVG,PVG,PVG,plain,False,PVG,
PVH,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PVH,PVH,PVH,plain,False,PVH,
PVL,2011,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PVL,PVL,PVL,plain,False,PVL,
PVT,2019,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVT,PVT,PVT,plain,False,PVT,
PVTB,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVTB,PVTB,PVTB,plain,False,PVTB,
PVTBP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVTBP,PVTBP,PVTBP,plain,False,PVTBP,
PVTD,2012,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVTD,PVTD,PVTD,plain,False,PVTD,
PVTL,2018,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PVTL,PVTL,PVTL,plain,False,PVTL,
PW,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PW,PW,PW,plain,False,PW,
PWAVQ,2016,2021,alpha_vantage_listing_status,Stock,Delisted,PWAVQ,PWAVQ,PWAVQ,plain,False,PWAVQ,
PWE,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PWE,PWE,PWE,plain,False,PWE,
PWOD,2010,2022,alpha_vantage_listing_status,Stock,Active,PWOD,PWOD,PWOD,plain,False,PWOD,
PWP,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PWP,PWP,PWP,plain,False,PWP,
PWPPW,2020,2021,alpha_vantage_listing_status,Stock,Active,PWPPW,PWPPW,PWPPW,plain,False,PWPPW,
PWR,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PWR,PWR,PWR,plain,False,PWR,
PWRD,2010,2022,alpha_vantage_listing_status,ETF|Stock,Active,PWRD,PWRD,PWRD,plain,False,PWRD,
PWSC,2021,2022,alpha_vantage_listing_status,Stock,Active,PWSC,PWSC,PWSC,plain,False,PWSC,
PWUPU,2022,2022,alpha_vantage_listing_status,Stock,Active,PWUPU,PWUPU,PWUPU,plain,False,PWUPU,
PWX,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PWX,PWX,PWX,plain,False,PWX,
PX,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PX,PX,PX,plain,False,PX,
PXD,2010,2022,alpha_vantage_listing_status,Stock,Active,PXD,PXD,PXD,plain,False,PXD,
PXLW,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PXLW,PXLW,PXLW,plain,False,PXLW,
PXMD,2022,2022,alpha_vantage_listing_status,Stock,Active,PXMD,PXMD,PXMD,plain,False,PXMD,
PXP,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PXP,PXP,PXP,plain,False,PXP,
PXS,2015,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PXS,PXS,PXS,plain,False,PXS,
PXSAP,2020,2022,alpha_vantage_listing_status,Stock,Active,PXSAP,PXSAP,PXSAP,plain,False,PXSAP,
PXSAW,2020,2022,alpha_vantage_listing_status,Stock,Active,PXSAW,PXSAW,PXSAW,plain,False,PXSAW,
PYCR,2021,2022,alpha_vantage_listing_status,Stock,Active,PYCR,PYCR,PYCR,plain,False,PYCR,
PYPD,2020,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PYPD,PYPD,PYPD,plain,False,PYPD,
PYPL,2015,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PYPL,PYPL,PYPL,plain,False,PYPL,
PYPLV,2015,2021,alpha_vantage_listing_status,Stock,Delisted,PYPLV,PYPLV,PYPLV,plain,False,PYPLV,
PYR,2021,2022,alpha_vantage_listing_status,Stock,Active,PYR,PYR,PYR,plain,False,PYR,
PYS,2010,2021,alpha_vantage_listing_status,Stock,Active,PYS,PYS,PYS,plain,False,PYS,
PYT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PYT,PYT,PYT,plain,False,PYT,
PYX,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PYX,PYX,PYX,plain,False,PYX,
PYXS,2021,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PYXS,PYXS,PYXS,plain,False,PYXS,
PZE,2010,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PZE,PZE,PZE,plain,False,PZE,
PZG,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PZG,PZG,PZG,plain,False,PZG,
PZRX,2016,2021,alpha_vantage_listing_status,Stock,Active|Delisted,PZRX,PZRX,PZRX,plain,False,PZRX,
PZZA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active,PZZA,PZZA,PZZA,plain,False,PZZA,
Q,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,Stock,Active|Delisted,Q,Q,Q,plain,False,Q,
