symbol,first_snapshot_year,latest_snapshot_year,sources,asset_types,statuses,alpha_vantage_symbol,yahoo_symbol_candidate,local_symbol_candidate,symbol_suffix_type,needs_symbol_validation
FDTS,2012,2022,alpha_vantage_listing_status,ETF,Active,FDTS,FDTS,FDTS,plain,False
FDV,2022,2022,alpha_vantage_listing_status,ETF,Active,FDV,FDV,FDV,plain,False
FDVV,2016,2022,alpha_vantage_listing_status,ETF,Active,FDVV,FDVV,FDVV,plain,False
FDWM,2021,2022,alpha_vantage_listing_status,ETF,Active,FDWM,FDWM,FDWM,plain,False
FEBZ,2021,2022,alpha_vantage_listing_status,ETF,Active,FEBZ,FEBZ,FEBZ,plain,False
FEDM,2021,2022,alpha_vantage_listing_status,ETF,Active,FEDM,FEDM,FEDM,plain,False
FEDX,2020,2021,alpha_vantage_listing_status,ETF,Active,FEDX,FEDX,FEDX,plain,False
FEEM,2022,2022,alpha_vantage_listing_status,ETF,Active,FEEM,FEEM,FEEM,plain,False
FEEU,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FEEU,FEEU,FEEU,plain,False
FEFN,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FEFN,FEFN,FEFN,plain,False
FEHY,2021,2022,alpha_vantage_listing_status,ETF,Active,FEHY,FEHY,FEHY,plain,False
FEI,2012,2022,alpha_vantage_listing_status,ETF,Active,FEI,FEI,FEI,plain,False
FEIG,2021,2022,alpha_vantage_listing_status,ETF,Active,FEIG,FEIG,FEIG,plain,False
FEM,2011,2022,alpha_vantage_listing_status,ETF,Active,FEM,FEM,FEM,plain,False
FEMB,2014,2022,alpha_vantage_listing_status,ETF,Active,FEMB,FEMB,FEMB,plain,False
FEMS,2012,2022,alpha_vantage_listing_status,ETF,Active,FEMS,FEMS,FEMS,plain,False
FEN,2010,2022,alpha_vantage_listing_status,ETF,Active,FEN,FEN,FEN,plain,False
FENY,2013,2022,alpha_vantage_listing_status,ETF,Active,FENY,FENY,FENY,plain,False
FEO,2010,2021,alpha_vantage_listing_status,ETF,Active,FEO,FEO,FEO,plain,False
FEP,2011,2022,alpha_vantage_listing_status,ETF,Active,FEP,FEP,FEP,plain,False
FEUL,2018,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FEUL,FEUL,FEUL,plain,False
FEUS,2021,2022,alpha_vantage_listing_status,ETF,Active,FEUS,FEUS,FEUS,plain,False
FEUZ,2014,2022,alpha_vantage_listing_status,ETF,Active,FEUZ,FEUZ,FEUZ,plain,False
FEVR,2020,2021,alpha_vantage_listing_status,ETF,Active,FEVR,FEVR,FEVR,plain,False
FEX,2010,2022,alpha_vantage_listing_status,ETF,Active,FEX,FEX,FEX,plain,False
FEZ,2010,2022,alpha_vantage_listing_status,ETF,Active,FEZ,FEZ,FEZ,plain,False
FFA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FFA,FFA,FFA,plain,False
FFC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FFC,FFC,FFC,plain,False
FFEB,2020,2022,alpha_vantage_listing_status,ETF,Active,FFEB,FFEB,FFEB,plain,False
FFEU,2018,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FFEU,FFEU,FFEU,plain,False
FFHG,2017,2022,alpha_vantage_listing_status,ETF,Active,FFHG,FFHG,FFHG,plain,False
FFIU,2017,2022,alpha_vantage_listing_status,ETF,Active,FFIU,FFIU,FFIU,plain,False
FFLC,2020,2022,alpha_vantage_listing_status,ETF,Active,FFLC,FFLC,FFLC,plain,False
FFLG,2021,2022,alpha_vantage_listing_status,ETF,Active,FFLG,FFLG,FFLG,plain,False
FFND,2021,2022,alpha_vantage_listing_status,ETF,Active,FFND,FFND,FFND,plain,False
FFSG,2017,2022,alpha_vantage_listing_status,ETF,Active,FFSG,FFSG,FFSG,plain,False
FFSM,2021,2022,alpha_vantage_listing_status,ETF,Active,FFSM,FFSM,FFSM,plain,False
FFTG,2017,2022,alpha_vantage_listing_status,ETF,Active,FFTG,FFTG,FFTG,plain,False
FFTI,2017,2022,alpha_vantage_listing_status,ETF,Active,FFTI,FFTI,FFTI,plain,False
FFTY,2015,2022,alpha_vantage_listing_status,ETF,Active,FFTY,FFTY,FFTY,plain,False
FGB,2010,2022,alpha_vantage_listing_status,ETF,Active,FGB,FGB,FGB,plain,False
FGD,2010,2022,alpha_vantage_listing_status,ETF,Active,FGD,FGD,FGD,plain,False
FGDL,2022,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FGDL,FGDL,FGDL,plain,False
FGDY,2018,2021,alpha_vantage_listing_status,ETF,Delisted,FGDY,FGDY,FGDY,plain,False
FGM,2012,2022,alpha_vantage_listing_status,ETF,Active,FGM,FGM,FGM,plain,False
FHK,2012,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FHK,FHK,FHK,plain,False
FHLC,2013,2022,alpha_vantage_listing_status,ETF,Active,FHLC,FHLC,FHLC,plain,False
FHY,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FHY,FHY,FHY,plain,False
FHYS,2021,2022,alpha_vantage_listing_status,ETF,Active,FHYS,FHYS,FHYS,plain,False
FIA,2014,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIA,FIA,FIA,plain,False
FIAX,2022,2022,alpha_vantage_listing_status,ETF,Active,FIAX,FIAX,FIAX,plain,False
FIBG,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIBG,FIBG,FIBG,plain,False
FICS,2020,2022,alpha_vantage_listing_status,ETF,Active,FICS,FICS,FICS,plain,False
FID,2018,2022,alpha_vantage_listing_status,ETF,Active,FID,FID,FID,plain,False
FIDI,2018,2022,alpha_vantage_listing_status,ETF,Active,FIDI,FIDI,FIDI,plain,False
FIDU,2013,2022,alpha_vantage_listing_status,ETF,Active,FIDU,FIDU,FIDU,plain,False
FIEE,2016,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FIEE,FIEE,FIEE,plain,False
FIEF,2018,2021,alpha_vantage_listing_status,ETF,Delisted,FIEF,FIEF,FIEF,plain,False
FIEU,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIEU,FIEU,FIEU,plain,False
FIF,2011,2022,alpha_vantage_listing_status,ETF,Active,FIF,FIF,FIF,plain,False
FIG,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF|Stock,Active|Delisted,FIG,FIG,FIG,plain,False
FIGB,2021,2022,alpha_vantage_listing_status,ETF,Active,FIGB,FIGB,FIGB,plain,False
FIGY,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIGY,FIGY,FIGY,plain,False
FIHD,2016,2022,alpha_vantage_listing_status,ETF,Active,FIHD,FIHD,FIHD,plain,False
FINF,2012,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FINF,FINF,FINF,plain,False
FINQ,2016,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FINQ,FINQ,FINQ,plain,False
FINU,2012,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FINU,FINU,FINU,plain,False
FINX,2016,2022,alpha_vantage_listing_status,ETF,Active,FINX,FINX,FINX,plain,False
FINZ,2012,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FINZ,FINZ,FINZ,plain,False
FISR,2019,2022,alpha_vantage_listing_status,ETF,Active,FISR,FISR,FISR,plain,False
FITE,2017,2022,alpha_vantage_listing_status,ETF,Active,FITE,FITE,FITE,plain,False
FITS,2016,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FITS,FITS,FITS,plain,False
FIV,2016,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIV,FIV,FIV,plain,False
FIVA,2018,2022,alpha_vantage_listing_status,ETF,Active,FIVA,FIVA,FIVA,plain,False
FIVR,2021,2022,alpha_vantage_listing_status,ETF,Active,FIVR,FIVR,FIVR,plain,False
FIVZ,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIVZ,FIVZ,FIVZ,plain,False
FIW,2010,2022,alpha_vantage_listing_status,ETF,Active,FIW,FIW,FIW,plain,False
FIXD,2017,2022,alpha_vantage_listing_status,ETF,Active,FIXD,FIXD,FIXD,plain,False
FIXT,2022,2022,alpha_vantage_listing_status,ETF,Active,FIXT,FIXT,FIXT,plain,False
FIYY,2018,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FIYY,FIYY,FIYY,plain,False
FJAN,2021,2022,alpha_vantage_listing_status,ETF,Active,FJAN,FJAN,FJAN,plain,False
FJNK,2019,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FJNK,FJNK,FJNK,plain,False
FJP,2011,2022,alpha_vantage_listing_status,ETF,Active,FJP,FJP,FJP,plain,False
FJUL,2020,2022,alpha_vantage_listing_status,ETF,Active,FJUL,FJUL,FJUL,plain,False
FJUN,2020,2022,alpha_vantage_listing_status,ETF,Active,FJUN,FJUN,FJUN,plain,False
FKO,2011,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FKO,FKO,FKO,plain,False
FKU,2012,2022,alpha_vantage_listing_status,ETF,Active,FKU,FKU,FKU,plain,False
FLAT,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FLAT,FLAT,FLAT,plain,False
FLAU,2017,2022,alpha_vantage_listing_status,ETF,Active,FLAU,FLAU,FLAU,plain,False
FLAX,2018,2022,alpha_vantage_listing_status,ETF,Active,FLAX,FLAX,FLAX,plain,False
FLBL,2018,2022,alpha_vantage_listing_status,ETF,Active,FLBL,FLBL,FLBL,plain,False
FLBR,2017,2022,alpha_vantage_listing_status,ETF,Active,FLBR,FLBR,FLBR,plain,False
FLC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FLC,FLC,FLC,plain,False
FLCA,2017,2022,alpha_vantage_listing_status,ETF,Active,FLCA,FLCA,FLCA,plain,False
FLCB,2019,2022,alpha_vantage_listing_status,ETF,Active,FLCB,FLCB,FLCB,plain,False
FLCH,2017,2022,alpha_vantage_listing_status,ETF,Active,FLCH,FLCH,FLCH,plain,False
FLCO,2016,2022,alpha_vantage_listing_status,ETF,Active,FLCO,FLCO,FLCO,plain,False
FLDR,2018,2022,alpha_vantage_listing_status,ETF,Active,FLDR,FLDR,FLDR,plain,False
FLDZ,2022,2022,alpha_vantage_listing_status,ETF,Active,FLDZ,FLDZ,FLDZ,plain,False
FLEE,2017,2022,alpha_vantage_listing_status,ETF,Active,FLEE,FLEE,FLEE,plain,False
FLEU,2016,2022,alpha_vantage_listing_status,ETF,Active|Delisted,FLEU,FLEU,FLEU,plain,False
FLFR,2017,2022,alpha_vantage_listing_status,ETF,Active,FLFR,FLFR,FLFR,plain,False
FLGB,2017,2022,alpha_vantage_listing_status,ETF,Active,FLGB,FLGB,FLGB,plain,False
FLGE,2014,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FLGE,FLGE,FLGE,plain,False
FLGR,2017,2022,alpha_vantage_listing_status,ETF,Active,FLGR,FLGR,FLGR,plain,False
FLGV,2020,2022,alpha_vantage_listing_status,ETF,Active,FLGV,FLGV,FLGV,plain,False
FLHK,2017,2022,alpha_vantage_listing_status,ETF,Active,FLHK,FLHK,FLHK,plain,False
FLHY,2018,2022,alpha_vantage_listing_status,ETF,Active,FLHY,FLHY,FLHY,plain,False
FLIA,2018,2022,alpha_vantage_listing_status,ETF,Active,FLIA,FLIA,FLIA,plain,False
FLIN,2018,2022,alpha_vantage_listing_status,ETF,Active,FLIN,FLIN,FLIN,plain,False
FLIO,2017,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FLIO,FLIO,FLIO,plain,False
FLIY,2017,2022,alpha_vantage_listing_status,ETF,Active,FLIY,FLIY,FLIY,plain,False
FLJH,2017,2022,alpha_vantage_listing_status,ETF,Active,FLJH,FLJH,FLJH,plain,False
FLJP,2017,2022,alpha_vantage_listing_status,ETF,Active,FLJP,FLJP,FLJP,plain,False
FLKR,2017,2022,alpha_vantage_listing_status,ETF,Active,FLKR,FLKR,FLKR,plain,False
FLLA,2018,2022,alpha_vantage_listing_status,ETF,Active,FLLA,FLLA,FLLA,plain,False
FLMB,2017,2022,alpha_vantage_listing_status,ETF,Active,FLMB,FLMB,FLMB,plain,False
FLMI,2017,2022,alpha_vantage_listing_status,ETF,Active,FLMI,FLMI,FLMI,plain,False
FLMX,2017,2022,alpha_vantage_listing_status,ETF,Active,FLMX,FLMX,FLMX,plain,False
FLN,2011,2022,alpha_vantage_listing_status,ETF,Active,FLN,FLN,FLN,plain,False
FLOT,2011,2022,alpha_vantage_listing_status,ETF,Active,FLOT,FLOT,FLOT,plain,False
FLOW,2015,2021,alpha_vantage_listing_status,ETF,Active,FLOW,FLOW,FLOW,plain,False
FLQL,2017,2022,alpha_vantage_listing_status,ETF,Active,FLQL,FLQL,FLQL,plain,False
FLQM,2017,2022,alpha_vantage_listing_status,ETF,Active,FLQM,FLQM,FLQM,plain,False
FLQS,2017,2022,alpha_vantage_listing_status,ETF,Active,FLQS,FLQS,FLQS,plain,False
FLRG,2020,2022,alpha_vantage_listing_status,ETF,Active,FLRG,FLRG,FLRG,plain,False
FLRN,2011,2022,alpha_vantage_listing_status,ETF,Active,FLRN,FLRN,FLRN,plain,False
FLRT,2015,2022,alpha_vantage_listing_status,ETF,Active,FLRT,FLRT,FLRT,plain,False
FLRU,2018,2022,alpha_vantage_listing_status,ETF,Active,FLRU,FLRU,FLRU,plain,False
FLSA,2018,2022,alpha_vantage_listing_status,ETF,Active,FLSA,FLSA,FLSA,plain,False
FLSP,2019,2022,alpha_vantage_listing_status,ETF,Active,FLSP,FLSP,FLSP,plain,False
FLSW,2018,2022,alpha_vantage_listing_status,ETF,Active,FLSW,FLSW,FLSW,plain,False
FLTB,2014,2022,alpha_vantage_listing_status,ETF,Active,FLTB,FLTB,FLTB,plain,False
FLTN,2022,2022,alpha_vantage_listing_status,ETF,Active,FLTN,FLTN,FLTN,plain,False
FLTR,2011,2022,alpha_vantage_listing_status,ETF,Active,FLTR,FLTR,FLTR,plain,False
FLTW,2017,2022,alpha_vantage_listing_status,ETF,Active,FLTW,FLTW,FLTW,plain,False
FLUD,2020,2022,alpha_vantage_listing_status,ETF,Active,FLUD,FLUD,FLUD,plain,False
FLV,2020,2022,alpha_vantage_listing_status,ETF,Active,FLV,FLV,FLV,plain,False
FLXN,2014,2022,alpha_vantage_listing_status,ETF,Active,FLXN,FLXN,FLXN,plain,False
FLYT,2020,2022,alpha_vantage_listing_status,ETF,Active,FLYT,FLYT,FLYT,plain,False
FLZA,2018,2022,alpha_vantage_listing_status,ETF,Active,FLZA,FLZA,FLZA,plain,False
FM,2012,2022,alpha_vantage_listing_status,ETF,Active,FM,FM,FM,plain,False
FMAG,2021,2022,alpha_vantage_listing_status,ETF,Active,FMAG,FMAG,FMAG,plain,False
FMAR,2021,2022,alpha_vantage_listing_status,ETF,Active,FMAR,FMAR,FMAR,plain,False
FMAT,2013,2022,alpha_vantage_listing_status,ETF,Active,FMAT,FMAT,FMAT,plain,False
FMAY,2020,2022,alpha_vantage_listing_status,ETF,Active,FMAY,FMAY,FMAY,plain,False
FMB,2014,2022,alpha_vantage_listing_status,ETF,Active,FMB,FMB,FMB,plain,False
FMCX,2022,2022,alpha_vantage_listing_status,ETF,Active,FMCX,FMCX,FMCX,plain,False
FMDG,2017,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FMDG,FMDG,FMDG,plain,False
FMET,2022,2022,alpha_vantage_listing_status,ETF,Active,FMET,FMET,FMET,plain,False
FMF,2013,2022,alpha_vantage_listing_status,ETF,Active,FMF,FMF,FMF,plain,False
FMHI,2017,2022,alpha_vantage_listing_status,ETF,Active,FMHI,FMHI,FMHI,plain,False
FMK,2011,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FMK,FMK,FMK,plain,False
FMLP,2014,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FMLP,FMLP,FMLP,plain,False
FMN,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FMN,FMN,FMN,plain,False
FMNY,2021,2022,alpha_vantage_listing_status,ETF,Active,FMNY,FMNY,FMNY,plain,False
FMO,2010,2021,alpha_vantage_listing_status,ETF,Active,FMO,FMO,FMO,plain,False
FMQQ,2021,2022,alpha_vantage_listing_status,ETF,Active,FMQQ,FMQQ,FMQQ,plain,False
FMY,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FMY,FMY,FMY,plain,False
FNCF,2016,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FNCF,FNCF,FNCF,plain,False
FNCL,2013,2022,alpha_vantage_listing_status,ETF,Active,FNCL,FNCL,FNCL,plain,False
FNDA,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDA,FNDA,FNDA,plain,False
FNDB,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDB,FNDB,FNDB,plain,False
FNDC,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDC,FNDC,FNDC,plain,False
FNDE,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDE,FNDE,FNDE,plain,False
FNDF,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDF,FNDF,FNDF,plain,False
FNDX,2013,2022,alpha_vantage_listing_status,ETF,Active,FNDX,FNDX,FNDX,plain,False
FNG,2017,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FNG,FNG,FNG,plain,False
FNGA,2018,2022,alpha_vantage_listing_status,ETF,Active,FNGA,FNGA,FNGA,plain,False
FNGD,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FNGD,FNGD,FNGD,plain,False
FNGG,2021,2022,alpha_vantage_listing_status,ETF,Active,FNGG,FNGG,FNGG,plain,False
FNGO,2018,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FNGO,FNGO,FNGO,plain,False
FNGZ,2018,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FNGZ,FNGZ,FNGZ,plain,False
FNI,2010,2022,alpha_vantage_listing_status,ETF,Active,FNI,FNI,FNI,plain,False
FNIO,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FNIO,FNIO,FNIO,plain,False
FNK,2011,2022,alpha_vantage_listing_status,ETF,Active,FNK,FNK,FNK,plain,False
FNOV,2019,2022,alpha_vantage_listing_status,ETF,Active,FNOV,FNOV,FNOV,plain,False
FNTC,2022,2022,alpha_vantage_listing_status,ETF,Active,FNTC,FNTC,FNTC,plain,False
FNX,2010,2022,alpha_vantage_listing_status,ETF,Active,FNX,FNX,FNX,plain,False
FNY,2011,2022,alpha_vantage_listing_status,ETF,Active,FNY,FNY,FNY,plain,False
FOCT,2020,2022,alpha_vantage_listing_status,ETF,Active,FOCT,FOCT,FOCT,plain,False
FOF,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FOF,FOF,FOF,plain,False
FOIL,2011,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FOIL,FOIL,FOIL,plain,False
FOMO,2021,2022,alpha_vantage_listing_status,ETF,Active,FOMO,FOMO,FOMO,plain,False
FORH,2021,2022,alpha_vantage_listing_status,ETF,Active,FORH,FORH,FORH,plain,False
FORX,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FORX,FORX,FORX,plain,False
FOVL,2019,2022,alpha_vantage_listing_status,ETF,Active,FOVL,FOVL,FOVL,plain,False
FPA,2011,2022,alpha_vantage_listing_status,ETF,Active,FPA,FPA,FPA,plain,False
FPAG,2021,2022,alpha_vantage_listing_status,ETF,Active,FPAG,FPAG,FPAG,plain,False
FPE,2013,2022,alpha_vantage_listing_status,ETF,Active,FPE,FPE,FPE,plain,False
FPEI,2017,2022,alpha_vantage_listing_status,ETF,Active,FPEI,FPEI,FPEI,plain,False
FPF,2013,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FPF,FPF,FPF,plain,False
FPFD,2021,2022,alpha_vantage_listing_status,ETF,Active,FPFD,FPFD,FPFD,plain,False
FPL,2014,2022,alpha_vantage_listing_status,ETF,Active,FPL,FPL,FPL,plain,False
FPRO,2021,2022,alpha_vantage_listing_status,ETF,Active,FPRO,FPRO,FPRO,plain,False
FPT,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FPT,FPT,FPT,plain,False
FPWR,2019,2022,alpha_vantage_listing_status,ETF,Active,FPWR,FPWR,FPWR,plain,False
FPX,2010,2022,alpha_vantage_listing_status,ETF,Active,FPX,FPX,FPX,plain,False
FPXE,2018,2022,alpha_vantage_listing_status,ETF,Active,FPXE,FPXE,FPXE,plain,False
FPXI,2014,2022,alpha_vantage_listing_status,ETF,Active,FPXI,FPXI,FPXI,plain,False
FQAL,2016,2022,alpha_vantage_listing_status,ETF,Active,FQAL,FQAL,FQAL,plain,False
FRA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FRA,FRA,FRA,plain,False
FRAK,2012,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FRAK,FRAK,FRAK,plain,False
FRDM,2019,2022,alpha_vantage_listing_status,ETF,Active,FRDM,FRDM,FRDM,plain,False
FREL,2015,2022,alpha_vantage_listing_status,ETF,Active,FREL,FREL,FREL,plain,False
FRI,2010,2022,alpha_vantage_listing_status,ETF,Active,FRI,FRI,FRI,plain,False
FRLG,2018,2021,alpha_vantage_listing_status,ETF,Active,FRLG,FRLG,FRLG,plain,False
FRN,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FRN,FRN,FRN,plain,False
FRNW,2021,2022,alpha_vantage_listing_status,ETF,Active,FRNW,FRNW,FRNW,plain,False
FRTY,2021,2022,alpha_vantage_listing_status,ETF,Active,FRTY,FRTY,FRTY,plain,False
FSBD,2022,2022,alpha_vantage_listing_status,ETF,Active,FSBD,FSBD,FSBD,plain,False
FSCS,2017,2022,alpha_vantage_listing_status,ETF,Active,FSCS,FSCS,FSCS,plain,False
FSD,2010,2022,alpha_vantage_listing_status,ETF,Active,FSD,FSD,FSD,plain,False
FSEC,2021,2022,alpha_vantage_listing_status,ETF,Active,FSEC,FSEC,FSEC,plain,False
FSEP,2020,2022,alpha_vantage_listing_status,ETF,Active,FSEP,FSEP,FSEP,plain,False
FSGS,2017,2022,alpha_vantage_listing_status,ETF,Active,FSGS,FSGS,FSGS,plain,False
FSIG,2021,2022,alpha_vantage_listing_status,ETF,Active,FSIG,FSIG,FSIG,plain,False
FSLD,2022,2022,alpha_vantage_listing_status,ETF,Active,FSLD,FSLD,FSLD,plain,False
FSLF,2013,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FSLF,FSLF,FSLF,plain,False
FSMB,2018,2022,alpha_vantage_listing_status,ETF,Active,FSMB,FSMB,FSMB,plain,False
FSMD,2019,2022,alpha_vantage_listing_status,ETF,Active,FSMD,FSMD,FSMD,plain,False
FSST,2021,2022,alpha_vantage_listing_status,ETF,Active,FSST,FSST,FSST,plain,False
FSTA,2013,2022,alpha_vantage_listing_status,ETF,Active,FSTA,FSTA,FSTA,plain,False
FSYD,2022,2022,alpha_vantage_listing_status,ETF,Active,FSYD,FSYD,FSYD,plain,False
FSZ,2012,2022,alpha_vantage_listing_status,ETF,Active,FSZ,FSZ,FSZ,plain,False
FT,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FT,FT,FT,plain,False
FTA,2010,2022,alpha_vantage_listing_status,ETF,Active,FTA,FTA,FTA,plain,False
FTAG,2010,2022,alpha_vantage_listing_status,ETF,Active,FTAG,FTAG,FTAG,plain,False
FTC,2010,2022,alpha_vantage_listing_status,ETF,Active,FTC,FTC,FTC,plain,False
FTCS,2010,2022,alpha_vantage_listing_status,ETF,Active,FTCS,FTCS,FTCS,plain,False
FTDS,2010,2022,alpha_vantage_listing_status,ETF,Active,FTDS,FTDS,FTDS,plain,False
FTEC,2013,2022,alpha_vantage_listing_status,ETF,Active,FTEC,FTEC,FTEC,plain,False
FTF,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FTF,FTF,FTF,plain,False
FTGC,2013,2022,alpha_vantage_listing_status,ETF,Active,FTGC,FTGC,FTGC,plain,False
FTGS,2022,2022,alpha_vantage_listing_status,ETF,Active,FTGS,FTGS,FTGS,plain,False
FTHI,2014,2022,alpha_vantage_listing_status,ETF,Active,FTHI,FTHI,FTHI,plain,False
FTLS,2014,2022,alpha_vantage_listing_status,ETF,Active,FTLS,FTLS,FTLS,plain,False
FTQI,2014,2022,alpha_vantage_listing_status,ETF,Active,FTQI,FTQI,FTQI,plain,False
FTRI,2015,2022,alpha_vantage_listing_status,ETF,Active,FTRI,FTRI,FTRI,plain,False
FTSD,2013,2022,alpha_vantage_listing_status,ETF,Active,FTSD,FTSD,FTSD,plain,False
FTSL,2013,2022,alpha_vantage_listing_status,ETF,Active,FTSL,FTSL,FTSL,plain,False
FTSM,2014,2022,alpha_vantage_listing_status,ETF,Active,FTSM,FTSM,FTSM,plain,False
FTT,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FTT,FTT,FTT,plain,False
FTVA,2017,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FTVA,FTVA,FTVA,plain,False
FTW,2012,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active|Delisted,FTW,FTW,FTW,plain,False
FTXG,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXG,FTXG,FTXG,plain,False
FTXH,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXH,FTXH,FTXH,plain,False
FTXL,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXL,FTXL,FTXL,plain,False
FTXN,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXN,FTXN,FTXN,plain,False
FTXO,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXO,FTXO,FTXO,plain,False
FTXR,2016,2022,alpha_vantage_listing_status,ETF,Active,FTXR,FTXR,FTXR,plain,False
FUD,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FUD,FUD,FUD,plain,False
FUE,2010,2022,alpha_vantage_listing_status,ETF,Active,FUE,FUE,FUE,plain,False
FUMB,2018,2022,alpha_vantage_listing_status,ETF,Active,FUMB,FUMB,FUMB,plain,False
FUNL,2020,2022,alpha_vantage_listing_status,ETF,Active,FUNL,FUNL,FUNL,plain,False
FUT,2016,2021,alpha_vantage_listing_status,ETF,Active,FUT,FUT,FUT,plain,False
FUTS,2016,2021,alpha_vantage_listing_status,ETF,Delisted,FUTS,FUTS,FUTS,plain,False
FUTY,2013,2022,alpha_vantage_listing_status,ETF,Active,FUTY,FUTY,FUTY,plain,False
FV,2014,2022,alpha_vantage_listing_status,ETF,Active,FV,FV,FV,plain,False
FVAL,2016,2022,alpha_vantage_listing_status,ETF,Active,FVAL,FVAL,FVAL,plain,False
FVC,2016,2022,alpha_vantage_listing_status,ETF,Active,FVC,FVC,FVC,plain,False
FVD,2010,2022,alpha_vantage_listing_status,ETF,Active,FVD,FVD,FVD,plain,False
FVI,2015,2021,alpha_vantage_listing_status,ETF,Delisted,FVI,FVI,FVI,plain,False
FVL,2010,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FVL,FVL,FVL,plain,False
FWDD,2011,2021,alpha_vantage_listing_status,ETF,Active|Delisted,FWDD,FWDD,FWDD,plain,False
FWDI,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF|Stock,Active|Delisted,FWDI,FWDI,FWDI,plain,False
FXA,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FXA,FXA,FXA,plain,False
FXB,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FXB,FXB,FXB,plain,False
FXC,2010,2026,alpha_vantage_listing_status|runtime_symbols_txt,ETF,Active,FXC,FXC,FXC,plain,False
