symbol,first_snapshot_year,latest_snapshot_year,sources,asset_types,statuses,alpha_vantage_symbol,yahoo_symbol_candidate,local_symbol_candidate,symbol_suffix_type,needs_symbol_validation
DEC,2026,2026,runtime_symbols_txt,,Active,DEC,DEC,DEC,plain,False
DEENF,2026,2026,runtime_symbols_txt,,Active,DEENF,DEENF,DEENF,plain,False
DEFG,2026,2026,runtime_symbols_txt,,Active,DEFG,DEFG,DEFG,plain,False
DEFT,2026,2026,runtime_symbols_txt,,Active,DEFT,DEFT,DEFT,plain,False
DEVS,2026,2026,runtime_symbols_txt,,Active,DEVS,DEVS,DEVS,plain,False
DFDV,2026,2026,runtime_symbols_txt,,Active,DFDV,DFDV,DFDV,plain,False
DFDVW,2026,2026,runtime_symbols_txt,,Active,DFDVW,DFDVW,DFDVW,plain,False
DFNSW,2026,2026,runtime_symbols_txt,,Active,DFNSW,DFNSW,DFNSW,plain,False
DFSC,2026,2026,runtime_symbols_txt,,Active,DFSC,DFSC,DFSC,plain,False
DFSCW,2026,2026,runtime_symbols_txt,,Active,DFSCW,DFSCW,DFSCW,plain,False
DFUKF,2026,2026,runtime_symbols_txt,,Active,DFUKF,DFUKF,DFUKF,plain,False
DGCOF,2026,2026,runtime_symbols_txt,,Active,DGCOF,DGCOF,DGCOF,plain,False
DGEAF,2026,2026,runtime_symbols_txt,,Active,DGEAF,DGEAF,DGEAF,plain,False
DGMDF,2026,2026,runtime_symbols_txt,,Active,DGMDF,DGMDF,DGMDF,plain,False
DGNX,2026,2026,runtime_symbols_txt,,Active,DGNX,DGNX,DGNX,plain,False
DGTEF,2026,2026,runtime_symbols_txt,,Active,DGTEF,DGTEF,DGTEF,plain,False
DHTI,2026,2026,runtime_symbols_txt,,Active,DHTI,DHTI,DHTI,plain,False
DIDIY,2026,2026,runtime_symbols_txt,,Active,DIDIY,DIDIY,DIDIY,plain,False
DINRF,2026,2026,runtime_symbols_txt,,Active,DINRF,DINRF,DINRF,plain,False
DISPF,2026,2026,runtime_symbols_txt,,Active,DISPF,DISPF,DISPF,plain,False
DJTWW,2026,2026,runtime_symbols_txt,,Active,DJTWW,DJTWW,DJTWW,plain,False
DKI,2026,2026,runtime_symbols_txt,,Active,DKI,DKI,DKI,plain,False
DKILF,2026,2026,runtime_symbols_txt,,Active,DKILF,DKILF,DKILF,plain,False
DLAKF,2026,2026,runtime_symbols_txt,,Active,DLAKF,DLAKF,DLAKF,plain,False
DLAKY,2026,2026,runtime_symbols_txt,,Active,DLAKY,DLAKY,DLAKY,plain,False
DLMAF,2026,2026,runtime_symbols_txt,,Active,DLMAF,DLMAF,DLMAF,plain,False
DLMAY,2026,2026,runtime_symbols_txt,,Active,DLMAY,DLMAY,DLMAY,plain,False
DLNG.PA,2026,2026,runtime_symbols_txt,,Active,DLNG.PA,DLNG.PA,DLNG.PA,preferred_or_special,False
DLR.PJ,2026,2026,runtime_symbols_txt,,Active,DLR.PJ,DLR.PJ,DLR.PJ,preferred_or_special,False
DLR.PK,2026,2026,runtime_symbols_txt,,Active,DLR.PK,DLR.PK,DLR.PK,preferred_or_special,False
DLR.PL,2026,2026,runtime_symbols_txt,,Active,DLR.PL,DLR.PL,DLR.PL,preferred_or_special,False
DLTI,2026,2026,runtime_symbols_txt,,Active,DLTI,DLTI,DLTI,plain,False
DLXY,2026,2026,runtime_symbols_txt,,Active,DLXY,DLXY,DLXY,plain,False
DMAA,2026,2026,runtime_symbols_txt,,Active,DMAA,DMAA,DMAA,plain,False
DMAAR,2026,2026,runtime_symbols_txt,,Active,DMAAR,DMAAR,DMAAR,plain,False
DMAAU,2026,2026,runtime_symbols_txt,,Active,DMAAU,DMAAU,DMAAU,plain,False
DMII,2026,2026,runtime_symbols_txt,,Active,DMII,DMII,DMII,plain,False
DMIIR,2026,2026,runtime_symbols_txt,,Active,DMIIR,DMIIR,DMIIR,plain,False
DMIIU,2026,2026,runtime_symbols_txt,,Active,DMIIU,DMIIU,DMIIU,plain,False
DMNIF,2026,2026,runtime_symbols_txt,,Active,DMNIF,DMNIF,DMNIF,plain,False
DMNT,2026,2026,runtime_symbols_txt,,Active,DMNT,DMNT,DMNT,plain,False
DNABW,2026,2026,runtime_symbols_txt,,Active,DNABW,DNABW,DNABW,plain,False
DNACF,2026,2026,runtime_symbols_txt,,Active,DNACF,DNACF,DNACF,plain,False
DNCLY,2026,2026,runtime_symbols_txt,,Active,DNCLY,DNCLY,DNCLY,plain,False
DNJF,2026,2026,runtime_symbols_txt,,Active,DNJF,DNJF,DNJF,plain,False
DNMX,2026,2026,runtime_symbols_txt,,Active,DNMX,DNMX,DNMX,plain,False
DNMXU,2026,2026,runtime_symbols_txt,,Active,DNMXU,DNMXU,DNMXU,plain,False
DNMXW,2026,2026,runtime_symbols_txt,,Active,DNMXW,DNMXW,DNMXW,plain,False
DNOPF,2026,2026,runtime_symbols_txt,,Active,DNOPF,DNOPF,DNOPF,plain,False
DNTH,2026,2026,runtime_symbols_txt,,Active,DNTH,DNTH,DNTH,plain,False
DOGP,2026,2026,runtime_symbols_txt,,Active,DOGP,DOGP,DOGP,plain,False
DOWAY,2026,2026,runtime_symbols_txt,,Active,DOWAY,DOWAY,DOWAY,plain,False
DPCDF,2026,2026,runtime_symbols_txt,,Active,DPCDF,DPCDF,DPCDF,plain,False
DPDSY,2026,2026,runtime_symbols_txt,,Active,DPDSY,DPDSY,DPDSY,plain,False
DPLMF,2026,2026,runtime_symbols_txt,,Active,DPLMF,DPLMF,DPLMF,plain,False
DPLS,2026,2026,runtime_symbols_txt,,Active,DPLS,DPLS,DPLS,plain,False
DPUI,2026,2026,runtime_symbols_txt,,Active,DPUI,DPUI,DPUI,plain,False
DQJCF,2026,2026,runtime_symbols_txt,,Active,DQJCF,DQJCF,DQJCF,plain,False
DQWS,2026,2026,runtime_symbols_txt,,Active,DQWS,DQWS,DQWS,plain,False
DRDB,2026,2026,runtime_symbols_txt,,Active,DRDB,DRDB,DRDB,plain,False
DRDBU,2026,2026,runtime_symbols_txt,,Active,DRDBU,DRDBU,DRDBU,plain,False
DRDBW,2026,2026,runtime_symbols_txt,,Active,DRDBW,DRDBW,DRDBW,plain,False
DRDGF,2026,2026,runtime_symbols_txt,,Active,DRDGF,DRDGF,DRDGF,plain,False
DREM,2026,2026,runtime_symbols_txt,,Active,DREM,DREM,DREM,plain,False
DROR,2026,2026,runtime_symbols_txt,,Active,DROR,DROR,DROR,plain,False
DRRKF,2026,2026,runtime_symbols_txt,,Active,DRRKF,DRRKF,DRRKF,plain,False
DRSHF,2026,2026,runtime_symbols_txt,,Active,DRSHF,DRSHF,DRSHF,plain,False
DRTTF,2026,2026,runtime_symbols_txt,,Active,DRTTF,DRTTF,DRTTF,plain,False
DRYGF,2026,2026,runtime_symbols_txt,,Active,DRYGF,DRYGF,DRYGF,plain,False
DSAC,2026,2026,runtime_symbols_txt,,Active,DSAC,DSAC,DSAC,plain,False
DSACW,2026,2026,runtime_symbols_txt,,Active,DSACW,DSACW,DSACW,plain,False
DSECF,2026,2026,runtime_symbols_txt,,Active,DSECF,DSECF,DSECF,plain,False
DSEEY,2026,2026,runtime_symbols_txt,,Active,DSEEY,DSEEY,DSEEY,plain,False
DSGT,2026,2026,runtime_symbols_txt,,Active,DSGT,DSGT,DSGT,plain,False
DSNY,2026,2026,runtime_symbols_txt,,Active,DSNY,DSNY,DSNY,plain,False
DSRNY,2026,2026,runtime_symbols_txt,,Active,DSRNY,DSRNY,DSRNY,plain,False
DSX.PB,2026,2026,runtime_symbols_txt,,Active,DSX.PB,DSX.PB,DSX.PB,preferred_or_special,False
DSX.WT,2026,2026,runtime_symbols_txt,,Active,DSX.WT,DSX.WT,DSX.WT,warrant_or_right_like,False
DSY,2026,2026,runtime_symbols_txt,,Active,DSY,DSY,DSY,plain,False
DSYWW,2026,2026,runtime_symbols_txt,,Active,DSYWW,DSYWW,DSYWW,plain,False
DTCK,2026,2026,runtime_symbols_txt,,Active,DTCK,DTCK,DTCK,plain,False
DTCKF,2026,2026,runtime_symbols_txt,,Active,DTCKF,DTCKF,DTCKF,plain,False
DTDT,2026,2026,runtime_symbols_txt,,Active,DTDT,DTDT,DTDT,plain,False
DTEGF,2026,2026,runtime_symbols_txt,,Active,DTEGF,DTEGF,DTEGF,plain,False
DTEGY,2026,2026,runtime_symbols_txt,,Active,DTEGY,DTEGY,DTEGY,plain,False
DTGI,2026,2026,runtime_symbols_txt,,Active,DTGI,DTGI,DTGI,plain,False
DTI,2026,2026,runtime_symbols_txt,,Active,DTI,DTI,DTI,plain,False
DTII,2026,2026,runtime_symbols_txt,,Active,DTII,DTII,DTII,plain,False
DTSQ,2026,2026,runtime_symbols_txt,,Active,DTSQ,DTSQ,DTSQ,plain,False
DTSQR,2026,2026,runtime_symbols_txt,,Active,DTSQR,DTSQR,DTSQR,plain,False
DTSQU,2026,2026,runtime_symbols_txt,,Active,DTSQU,DTSQU,DTSQU,plain,False
DUK.PA,2026,2026,runtime_symbols_txt,,Active,DUK.PA,DUK.PA,DUK.PA,preferred_or_special,False
DUKR,2026,2026,runtime_symbols_txt,,Active,DUKR,DUKR,DUKR,plain,False
DUKRD,2026,2026,runtime_symbols_txt,,Active,DUKRD,DUKRD,DUKRD,plain,False
DUTBF,2026,2026,runtime_symbols_txt,,Active,DUTBF,DUTBF,DUTBF,plain,False
DVS,2026,2026,runtime_symbols_txt,,Active,DVS,DVS,DVS,plain,False
DWAY,2026,2026,runtime_symbols_txt,,Active,DWAY,DWAY,DWAY,plain,False
DWNX,2026,2026,runtime_symbols_txt,,Active,DWNX,DWNX,DWNX,plain,False
DX.PC,2026,2026,runtime_symbols_txt,,Active,DX.PC,DX.PC,DX.PC,preferred_or_special,False
DXF,2026,2026,runtime_symbols_txt,,Active,DXF,DXF,DXF,plain,False
DXST,2026,2026,runtime_symbols_txt,,Active,DXST,DXST,DXST,plain,False
DXYZ,2026,2026,runtime_symbols_txt,,Active,DXYZ,DXYZ,DXYZ,plain,False
DYBTY,2026,2026,runtime_symbols_txt,,Active,DYBTY,DYBTY,DYBTY,plain,False
DYNR,2026,2026,runtime_symbols_txt,,Active,DYNR,DYNR,DYNR,plain,False
DYNTQ,2026,2026,runtime_symbols_txt,,Active,DYNTQ,DYNTQ,DYNTQ,plain,False
DYOR,2026,2026,runtime_symbols_txt,,Active,DYOR,DYOR,DYOR,plain,False
DYORU,2026,2026,runtime_symbols_txt,,Active,DYORU,DYORU,DYORU,plain,False
DYORW,2026,2026,runtime_symbols_txt,,Active,DYORW,DYORW,DYORW,plain,False
DZHE,2026,2026,runtime_symbols_txt,,Active,DZHE,DZHE,DZHE,plain,False
EACO,2026,2026,runtime_symbols_txt,,Active,EACO,EACO,EACO,plain,False
EADSF,2026,2026,runtime_symbols_txt,,Active,EADSF,EADSF,EADSF,plain,False
EAXR,2026,2026,runtime_symbols_txt,,Active,EAXR,EAXR,EAXR,plain,False
EBBGF,2026,2026,runtime_symbols_txt,,Active,EBBGF,EBBGF,EBBGF,plain,False
EBBNF,2026,2026,runtime_symbols_txt,,Active,EBBNF,EBBNF,EBBNF,plain,False
EBCRY,2026,2026,runtime_symbols_txt,,Active,EBCRY,EBCRY,EBCRY,plain,False
EBGEF,2026,2026,runtime_symbols_txt,,Active,EBGEF,EBGEF,EBGEF,plain,False
EBOSF,2026,2026,runtime_symbols_txt,,Active,EBOSF,EBOSF,EBOSF,plain,False
EBOSY,2026,2026,runtime_symbols_txt,,Active,EBOSY,EBOSY,EBOSY,plain,False
EBRCZ,2026,2026,runtime_symbols_txt,,Active,EBRCZ,EBRCZ,EBRCZ,plain,False
EBRGF,2026,2026,runtime_symbols_txt,,Active,EBRGF,EBRGF,EBRGF,plain,False
EBRZF,2026,2026,runtime_symbols_txt,,Active,EBRZF,EBRZF,EBRZF,plain,False
EBZT,2026,2026,runtime_symbols_txt,,Active,EBZT,EBZT,EBZT,plain,False
ECC.PD,2026,2026,runtime_symbols_txt,,Active,ECC.PD,ECC.PD,ECC.PD,preferred_or_special,False
ECCU,2026,2026,runtime_symbols_txt,,Active,ECCU,ECCU,ECCU,plain,False
ECDA,2026,2026,runtime_symbols_txt,,Active,ECDA,ECDA,ECDA,plain,False
ECF.PA,2026,2026,runtime_symbols_txt,,Active,ECF.PA,ECF.PA,ECF.PA,preferred_or_special,False
ECG,2026,2026,runtime_symbols_txt,,Active,ECG,ECG,ECG,plain,False
ECIA,2026,2026,runtime_symbols_txt,,Active,ECIA,ECIA,ECIA,plain,False
ECO,2026,2026,runtime_symbols_txt,,Active,ECO,ECO,ECO,plain,False
ECPL,2026,2026,runtime_symbols_txt,,Active,ECPL,ECPL,ECPL,plain,False
ECRO,2026,2026,runtime_symbols_txt,,Active,ECRO,ECRO,ECRO,plain,False
ECST,2026,2026,runtime_symbols_txt,,Active,ECST,ECST,ECST,plain,False
ECTM,2026,2026,runtime_symbols_txt,,Active,ECTM,ECTM,ECTM,plain,False
ECXJ,2026,2026,runtime_symbols_txt,,Active,ECXJ,ECXJ,ECXJ,plain,False
EDGM,2026,2026,runtime_symbols_txt,,Active,EDGM,EDGM,EDGM,plain,False
EDHL,2026,2026,runtime_symbols_txt,,Active,EDHL,EDHL,EDHL,plain,False
EDPFY,2026,2026,runtime_symbols_txt,,Active,EDPFY,EDPFY,EDPFY,plain,False
EDVGF,2026,2026,runtime_symbols_txt,,Active,EDVGF,EDVGF,EDVGF,plain,False
EDVLY,2026,2026,runtime_symbols_txt,,Active,EDVLY,EDVLY,EDVLY,plain,False
EDVR,2026,2026,runtime_symbols_txt,,Active,EDVR,EDVR,EDVR,plain,False
EEGI,2026,2026,runtime_symbols_txt,,Active,EEGI,EEGI,EEGI,plain,False
EESH,2026,2026,runtime_symbols_txt,,Active,EESH,EESH,EESH,plain,False
EFC.PB,2026,2026,runtime_symbols_txt,,Active,EFC.PB,EFC.PB,EFC.PB,preferred_or_special,False
EFC.PC,2026,2026,runtime_symbols_txt,,Active,EFC.PC,EFC.PC,EFC.PC,preferred_or_special,False
EFC.PD,2026,2026,runtime_symbols_txt,,Active,EFC.PD,EFC.PD,EFC.PD,preferred_or_special,False
EFSI,2026,2026,runtime_symbols_txt,,Active,EFSI,EFSI,EFSI,plain,False
EFTY,2026,2026,runtime_symbols_txt,,Active,EFTY,EFTY,EFTY,plain,False
EGG,2026,2026,runtime_symbols_txt,,Active,EGG,EGG,EGG,plain,False
EGHA,2026,2026,runtime_symbols_txt,,Active,EGHA,EGHA,EGHA,plain,False
EGHAR,2026,2026,runtime_symbols_txt,,Active,EGHAR,EGHAR,EGHAR,plain,False
EGHAU,2026,2026,runtime_symbols_txt,,Active,EGHAU,EGHAU,EGHAU,plain,False
EGLXF,2026,2026,runtime_symbols_txt,,Active,EGLXF,EGLXF,EGLXF,plain,False
EGMCF,2026,2026,runtime_symbols_txt,,Active,EGMCF,EGMCF,EGMCF,plain,False
EGTYF,2026,2026,runtime_symbols_txt,,Active,EGTYF,EGTYF,EGTYF,plain,False
EHGO,2026,2026,runtime_symbols_txt,,Active,EHGO,EHGO,EHGO,plain,False
EHLD,2026,2026,runtime_symbols_txt,,Active,EHLD,EHLD,EHLD,plain,False
EHSI,2026,2026,runtime_symbols_txt,,Active,EHSI,EHSI,EHSI,plain,False
EHVVF,2026,2026,runtime_symbols_txt,,Active,EHVVF,EHVVF,EHVVF,plain,False
EICC,2026,2026,runtime_symbols_txt,,Active,EICC,EICC,EICC,plain,False
EIIA,2026,2026,runtime_symbols_txt,,Active,EIIA,EIIA,EIIA,plain,False
EIKN,2026,2026,runtime_symbols_txt,,Active,EIKN,EIKN,EIKN,plain,False
EIPAF,2026,2026,runtime_symbols_txt,,Active,EIPAF,EIPAF,EIPAF,plain,False
EJPRF,2026,2026,runtime_symbols_txt,,Active,EJPRF,EJPRF,EJPRF,plain,False
ELAB,2026,2026,runtime_symbols_txt,,Active,ELAB,ELAB,ELAB,plain,False
ELCG,2026,2026,runtime_symbols_txt,,Active,ELCG,ELCG,ELCG,plain,False
ELCPF,2026,2026,runtime_symbols_txt,,Active,ELCPF,ELCPF,ELCPF,plain,False
ELDCF,2026,2026,runtime_symbols_txt,,Active,ELDCF,ELDCF,ELDCF,plain,False
ELE,2026,2026,runtime_symbols_txt,,Active,ELE,ELE,ELE,plain,False
ELECF,2026,2026,runtime_symbols_txt,,Active,ELECF,ELECF,ELECF,plain,False
ELEEF,2026,2026,runtime_symbols_txt,,Active,ELEEF,ELEEF,ELEEF,plain,False
ELFTY,2026,2026,runtime_symbols_txt,,Active,ELFTY,ELFTY,ELFTY,plain,False
ELMT,2026,2026,runtime_symbols_txt,,Active,ELMT,ELMT,ELMT,plain,False
ELOG,2026,2026,runtime_symbols_txt,,Active,ELOG,ELOG,ELOG,plain,False
ELOX,2026,2026,runtime_symbols_txt,,Active,ELOX,ELOX,ELOX,plain,False
ELPC,2026,2026,runtime_symbols_txt,,Active,ELPC,ELPC,ELPC,plain,False
ELPW,2026,2026,runtime_symbols_txt,,Active,ELPW,ELPW,ELPW,plain,False
ELRE,2026,2026,runtime_symbols_txt,,Active,ELRE,ELRE,ELRE,plain,False
ELTP,2026,2026,runtime_symbols_txt,,Active,ELTP,ELTP,ELTP,plain,False
ELVG,2026,2026,runtime_symbols_txt,,Active,ELVG,ELVG,ELVG,plain,False
ELVGD,2026,2026,runtime_symbols_txt,,Active,ELVGD,ELVGD,ELVGD,plain,False
ELVR,2026,2026,runtime_symbols_txt,,Active,ELVR,ELVR,ELVR,plain,False
ELWT,2026,2026,runtime_symbols_txt,,Active,ELWT,ELWT,ELWT,plain,False
EMA,2026,2026,runtime_symbols_txt,,Active,EMA,EMA,EMA,plain,False
EMAT,2026,2026,runtime_symbols_txt,,Active,EMAT,EMAT,EMAT,plain,False
EMBYF,2026,2026,runtime_symbols_txt,,Active,EMBYF,EMBYF,EMBYF,plain,False
EMCGF,2026,2026,runtime_symbols_txt,,Active,EMCGF,EMCGF,EMCGF,plain,False
EMCRF,2026,2026,runtime_symbols_txt,,Active,EMCRF,EMCRF,EMCRF,plain,False
EMCUF,2026,2026,runtime_symbols_txt,,Active,EMCUF,EMCUF,EMCUF,plain,False
EMCWF,2026,2026,runtime_symbols_txt,,Active,EMCWF,EMCWF,EMCWF,plain,False
EMED,2026,2026,runtime_symbols_txt,,Active,EMED,EMED,EMED,plain,False
EMGDF,2026,2026,runtime_symbols_txt,,Active,EMGDF,EMGDF,EMGDF,plain,False
EMI,2026,2026,runtime_symbols_txt,,Active,EMI,EMI,EMI,plain,False
EMICF,2026,2026,runtime_symbols_txt,,Active,EMICF,EMICF,EMICF,plain,False
EMIS,2026,2026,runtime_symbols_txt,,Active,EMIS,EMIS,EMIS,plain,False
EMISR,2026,2026,runtime_symbols_txt,,Active,EMISR,EMISR,EMISR,plain,False
EMMA,2026,2026,runtime_symbols_txt,,Active,EMMA,EMMA,EMMA,plain,False
EMPD,2026,2026,runtime_symbols_txt,,Active,EMPD,EMPD,EMPD,plain,False
EMPG,2026,2026,runtime_symbols_txt,,Active,EMPG,EMPG,EMPG,plain,False
EMRH,2026,2026,runtime_symbols_txt,,Active,EMRH,EMRH,EMRH,plain,False
EMRJF,2026,2026,runtime_symbols_txt,,Active,EMRJF,EMRJF,EMRJF,plain,False
EMYB,2026,2026,runtime_symbols_txt,,Active,EMYB,EMYB,EMYB,plain,False
ENAKF,2026,2026,runtime_symbols_txt,,Active,ENAKF,ENAKF,ENAKF,plain,False
ENBFF,2026,2026,runtime_symbols_txt,,Active,ENBFF,ENBFF,ENBFF,plain,False
ENBGF,2026,2026,runtime_symbols_txt,,Active,ENBGF,ENBGF,ENBGF,plain,False
ENBHF,2026,2026,runtime_symbols_txt,,Active,ENBHF,ENBHF,ENBHF,plain,False
ENBMF,2026,2026,runtime_symbols_txt,,Active,ENBMF,ENBMF,ENBMF,plain,False
ENBNF,2026,2026,runtime_symbols_txt,,Active,ENBNF,ENBNF,ENBNF,plain,False
ENBOF,2026,2026,runtime_symbols_txt,,Active,ENBOF,ENBOF,ENBOF,plain,False
ENBP,2026,2026,runtime_symbols_txt,,Active,ENBP,ENBP,ENBP,plain,False
ENBRF,2026,2026,runtime_symbols_txt,,Active,ENBRF,ENBRF,ENBRF,plain,False
ENBSF,2026,2026,runtime_symbols_txt,,Active,ENBSF,ENBSF,ENBSF,plain,False
ENDI,2026,2026,runtime_symbols_txt,,Active,ENDI,ENDI,ENDI,plain,False
ENDMF,2026,2026,runtime_symbols_txt,,Active,ENDMF,ENDMF,ENDMF,plain,False
ENDV,2026,2026,runtime_symbols_txt,,Active,ENDV,ENDV,ENDV,plain,False
ENFFF,2026,2026,runtime_symbols_txt,,Active,ENFFF,ENFFF,ENFFF,plain,False
ENFY,2026,2026,runtime_symbols_txt,,Active,ENFY,ENFY,ENFY,plain,False
ENGNW,2026,2026,runtime_symbols_txt,,Active,ENGNW,ENGNW,ENGNW,plain,False
ENGS,2026,2026,runtime_symbols_txt,,Active,ENGS,ENGS,ENGS,plain,False
ENLT,2026,2026,runtime_symbols_txt,,Active,ENLT,ENLT,ENLT,plain,False
ENNPF,2026,2026,runtime_symbols_txt,,Active,ENNPF,ENNPF,ENNPF,plain,False
ENRT,2026,2026,runtime_symbols_txt,,Active,ENRT,ENRT,ENRT,plain,False
ENZN,2026,2026,runtime_symbols_txt,,Active,ENZN,ENZN,ENZN,plain,False
ENZND,2026,2026,runtime_symbols_txt,,Active,ENZND,ENZND,ENZND,plain,False
EONGY,2026,2026,runtime_symbols_txt,,Active,EONGY,EONGY,EONGY,plain,False
EONR.WT,2026,2026,runtime_symbols_txt,,Active,EONR.WT,EONR.WT,EONR.WT,warrant_or_right_like,False
EP.PC,2026,2026,runtime_symbols_txt,,Active,EP.PC,EP.PC,EP.PC,preferred_or_special,False
EPDU,2026,2026,runtime_symbols_txt,,Active,EPDU,EPDU,EPDU,plain,False
EPR.PC,2026,2026,runtime_symbols_txt,,Active,EPR.PC,EPR.PC,EPR.PC,preferred_or_special,False
EPR.PE,2026,2026,runtime_symbols_txt,,Active,EPR.PE,EPR.PE,EPR.PE,preferred_or_special,False
EPR.PG,2026,2026,runtime_symbols_txt,,Active,EPR.PG,EPR.PG,EPR.PG,preferred_or_special,False
EPRX,2026,2026,runtime_symbols_txt,,Active,EPRX,EPRX,EPRX,plain,False
EPSM,2026,2026,runtime_symbols_txt,,Active,EPSM,EPSM,EPSM,plain,False
EPWKF,2026,2026,runtime_symbols_txt,,Active,EPWKF,EPWKF,EPWKF,plain,False
EQH.PA,2026,2026,runtime_symbols_txt,,Active,EQH.PA,EQH.PA,EQH.PA,preferred_or_special,False
EQH.PC,2026,2026,runtime_symbols_txt,,Active,EQH.PC,EQH.PC,EQH.PC,preferred_or_special,False
EQPT,2026,2026,runtime_symbols_txt,,Active,EQPT,EQPT,EQPT,plain,False
EQTRF,2026,2026,runtime_symbols_txt,,Active,EQTRF,EQTRF,EQTRF,plain,False
ERELY,2026,2026,runtime_symbols_txt,,Active,ERELY,ERELY,ERELY,plain,False
ERIXF,2026,2026,runtime_symbols_txt,,Active,ERIXF,ERIXF,ERIXF,plain,False
ERLFF,2026,2026,runtime_symbols_txt,,Active,ERLFF,ERLFF,ERLFF,plain,False
ERNAW,2026,2026,runtime_symbols_txt,,Active,ERNAW,ERNAW,ERNAW,plain,False
ERRAF,2026,2026,runtime_symbols_txt,,Active,ERRAF,ERRAF,ERRAF,plain,False
ESAUF,2026,2026,runtime_symbols_txt,,Active,ESAUF,ESAUF,ESAUF,plain,False
ESGH,2026,2026,runtime_symbols_txt,,Active,ESGH,ESGH,ESGH,plain,False
ESHA,2026,2026,runtime_symbols_txt,,Active,ESHA,ESHA,ESHA,plain,False
ESHAR,2026,2026,runtime_symbols_txt,,Active,ESHAR,ESHAR,ESHAR,plain,False
ESHSF,2026,2026,runtime_symbols_txt,,Active,ESHSF,ESHSF,ESHSF,plain,False
ESMC,2026,2026,runtime_symbols_txt,,Active,ESMC,ESMC,ESMC,plain,False
ESMR,2026,2026,runtime_symbols_txt,,Active,ESMR,ESMR,ESMR,plain,False
ESSI,2026,2026,runtime_symbols_txt,,Active,ESSI,ESSI,ESSI,plain,False
ET.PI,2026,2026,runtime_symbols_txt,,Active,ET.PI,ET.PI,ET.PI,preferred_or_special,False
ETCG,2026,2026,runtime_symbols_txt,,Active,ETCG,ETCG,ETCG,plain,False
ETH,2026,2026,runtime_symbols_txt,,Active,ETH,ETH,ETH,plain,False
ETHA,2026,2026,runtime_symbols_txt,,Active,ETHA,ETHA,ETHA,plain,False
ETHB,2026,2026,runtime_symbols_txt,,Active,ETHB,ETHB,ETHB,plain,False
ETHE,2026,2026,runtime_symbols_txt,,Active,ETHE,ETHE,ETHE,plain,False
ETHM,2026,2026,runtime_symbols_txt,,Active,ETHM,ETHM,ETHM,plain,False
ETHMU,2026,2026,runtime_symbols_txt,,Active,ETHMU,ETHMU,ETHMU,plain,False
ETHMW,2026,2026,runtime_symbols_txt,,Active,ETHMW,ETHMW,ETHMW,plain,False
ETHV,2026,2026,runtime_symbols_txt,,Active,ETHV,ETHV,ETHV,plain,False
ETHW,2026,2026,runtime_symbols_txt,,Active,ETHW,ETHW,ETHW,plain,False
ETI.P,2026,2026,runtime_symbols_txt,,Active,ETI.P,ETI.P,ETI.P,class_or_suffix,False
ETOR,2026,2026,runtime_symbols_txt,,Active,ETOR,ETOR,ETOR,plain,False
ETS,2026,2026,runtime_symbols_txt,,Active,ETS,ETS,ETS,plain,False
ETST,2026,2026,runtime_symbols_txt,,Active,ETST,ETST,ETST,plain,False
ETUGF,2026,2026,runtime_symbols_txt,,Active,ETUGF,ETUGF,ETUGF,plain,False
EUBG,2026,2026,runtime_symbols_txt,,Active,EUBG,EUBG,EUBG,plain,False
EUEMF,2026,2026,runtime_symbols_txt,,Active,EUEMF,EUEMF,EUEMF,plain,False
EUEV,2026,2026,runtime_symbols_txt,,Active,EUEV,EUEV,EUEV,plain,False
EUPX,2026,2026,runtime_symbols_txt,,Active,EUPX,EUPX,EUPX,plain,False
EURBF,2026,2026,runtime_symbols_txt,,Active,EURBF,EURBF,EURBF,plain,False
EURK,2026,2026,runtime_symbols_txt,,Active,EURK,EURK,EURK,plain,False
EURKR,2026,2026,runtime_symbols_txt,,Active,EURKR,EURKR,EURKR,plain,False
EURKU,2026,2026,runtime_symbols_txt,,Active,EURKU,EURKU,EURKU,plain,False
EVAC,2026,2026,runtime_symbols_txt,,Active,EVAC,EVAC,EVAC,plain,False
EVAC.UN,2026,2026,runtime_symbols_txt,,Active,EVAC.UN,EVAC.UN,EVAC.UN,class_or_suffix,False
EVAC.WT,2026,2026,runtime_symbols_txt,,Active,EVAC.WT,EVAC.WT,EVAC.WT,warrant_or_right_like,False
EVEX.WT,2026,2026,runtime_symbols_txt,,Active,EVEX.WT,EVEX.WT,EVEX.WT,warrant_or_right_like,False
EVFM,2026,2026,runtime_symbols_txt,,Active,EVFM,EVFM,EVFM,plain,False
EVLVW,2026,2026,runtime_symbols_txt,,Active,EVLVW,EVLVW,EVLVW,plain,False
EVMN,2026,2026,runtime_symbols_txt,,Active,EVMN,EVMN,EVMN,plain,False
EVOH,2026,2026,runtime_symbols_txt,,Active,EVOH,EVOH,EVOH,plain,False
EVON,2026,2026,runtime_symbols_txt,,Active,EVON,EVON,EVON,plain,False
EVOTF,2026,2026,runtime_symbols_txt,,Active,EVOTF,EVOTF,EVOTF,plain,False
EVOX,2026,2026,runtime_symbols_txt,,Active,EVOX,EVOX,EVOX,plain,False
EVOXU,2026,2026,runtime_symbols_txt,,Active,EVOXU,EVOXU,EVOXU,plain,False
EVOXW,2026,2026,runtime_symbols_txt,,Active,EVOXW,EVOXW,EVOXW,plain,False
