Date,close,high,low,open,volume
2010-01-04,15.010468482971191,15.08864730734062,14.38503167486572,14.38503167486572,39033
2010-01-05,15.245007514953613,15.557725324691198,14.89320028965636,14.89320028965636,29792
2010-01-06,15.44046688079834,15.831363769826426,15.245017193653393,15.245017193653393,36200
2010-01-07,15.479551315307617,15.674999696616426,15.245012263632645,15.401371217205794,19583
2010-01-08,15.635908126831055,15.67499754921164,15.049561820600957,15.401369107286882,40400
2010-01-11,15.753185272216797,16.222262296037776,15.675005146931166,15.753185272216797,58342
2010-01-12,15.518633842468262,15.90953167389826,15.362274958422255,15.596813905806242,23958
2010-01-13,15.67500114440918,15.831360112424136,15.40137263972535,15.635911713063095,16808
2010-01-14,15.753185272216797,15.831364154871492,15.440467256336145,15.635915705603818,22375
2010-01-15,15.479551315307617,15.753179794718251,15.245012263632645,15.635910268880766,21267
2010-01-19,15.245007514953613,15.557725324691198,15.12773802564449,15.47954649357186,23083
2010-01-20,14.97138500213623,15.245013503806398,14.815026035843365,15.088654537513532,24350
2010-01-21,14.463216781616211,15.088652565026639,14.463216781616211,14.93229361917403,24950
2010-01-22,14.424127578735352,14.697756072436889,14.306858046773185,14.46321825114312,27533
2010-01-25,14.619568824768066,14.815017104144356,14.502299360090351,14.541388767439638,25217
2010-01-26,15.010468482971191,15.245006198709486,14.463211741865159,14.580479978419302,34042
2010-01-27,15.049567222595215,15.088656659006828,14.658669130586746,14.854117555275591,18925
2010-01-28,14.81502628326416,15.04956535793572,14.580487208592599,15.04956535793572,41008
2010-01-29,14.736847877502441,15.205924798773278,14.54139822833326,14.815026743065582,43608
2010-02-01,14.854114532470703,14.854114532470703,14.46321776264031,14.658666147555506,18358
2010-02-02,14.854114532470703,15.08865358847336,14.541396619554178,14.815025104013769,21150
2010-02-03,14.77592658996582,14.932285450280355,14.502298273757944,14.736837185544628,13675
2010-02-04,13.915960311889648,14.697755067111801,13.837780215052192,14.658665640008314,30075
2010-02-05,14.033226013183594,14.424122662999288,13.29051964474746,13.915956521186828,53142
2010-02-08,13.876872062683105,14.345950240267667,13.759603760917663,13.994141607079245,13908
2010-02-09,14.111404418945312,14.228673907392354,13.485968804067898,13.798686611506605,12925
2010-02-10,14.150497436523438,14.189588104377206,13.603240512874923,14.072318586076749,16275
2010-02-11,14.111404418945312,14.228673907392354,13.720506538331875,14.03322558840069,25192
2010-02-12,13.720513343811035,13.994141871699266,13.642334474489097,13.955052437038297,16500
2010-02-16,13.759600639343262,14.385036410725473,12.899624589747093,13.75960063934326,41258
2010-02-17,13.994139671325684,14.267768156189842,13.681421757946797,13.681421757946797,17533
2010-02-18,14.502305030822754,14.502305030822756,13.95504814342338,13.95504814342338,13808
2010-02-19,14.22867488861084,14.58048213558271,14.150494810044762,14.502303299646824,13917
2010-02-22,14.072319984436035,14.345948473450617,13.915961025374925,14.306857801712429,11217
2010-02-23,13.837783813476562,14.111412359617235,13.681424821772008,13.955053367912681,15292
2010-02-24,13.955049514770508,14.072319036827224,13.759601139762955,13.83777999271379,14400
2010-02-25,13.994139671325684,13.994139671325684,13.720511186461527,13.759601857606784,6442
2010-02-26,13.759600639343262,14.033229099980582,13.681420546605276,13.955049007242597,12000
2010-03-01,14.541399002075195,14.580488436936697,13.681423979337739,13.759604091691475,21392
2010-03-02,15.44046688079834,15.518645761551596,14.385042049582156,14.5804904940962,53908
2010-03-03,15.401371002197266,15.635910050597989,15.245012050806944,15.518640526397627,36517
2010-03-04,16.026809692382812,16.300438196007544,15.245013612703412,15.440463253938569,56533
2010-03-05,16.495887756347656,16.769516279242886,16.06590025503097,16.10498968897866,66808
2010-03-08,16.22225570678711,16.691333782706145,15.98771791145802,16.456794744746627,30867
2010-03-09,15.753185272216797,16.417711987936382,15.635915705603818,16.104992729424797,24783
2010-03-10,16.026809692382812,16.33952762720233,15.635911652543113,15.714091757563299,25383
