Date,close,high,low,open,volume
2010-01-04,2.9347777366638184,3.03556813229268,2.8873470287700767,3.03556813229268,8900
2010-01-05,2.9169914722442627,3.0474259238567045,2.8517741050833774,2.928849149663576,22100
2010-01-06,2.8992042541503906,2.9584926297825436,2.8814178828153825,2.899204254150391,9800
2010-01-07,2.9051342010498047,3.0533553308716375,2.8695611638176888,2.9466359364659214,47200
2010-01-08,2.911062717437744,2.9644224113082855,2.8517743257534485,2.8517743257534485,18200
2010-01-11,2.9229204654693604,2.940707124753434,2.8399167151321874,2.9347781440889564,82300
2010-01-12,2.887346029281616,3.023709408627012,2.881417334201845,2.9169903528081367,40800
2010-01-13,2.940706729888916,2.9822087408394835,2.8636316878561425,2.8636316878561425,45800
2010-01-14,2.869561195373535,2.940707270620142,2.8577035161657673,2.9051342329968386,38900
2010-01-15,2.8458449840545654,2.958492761412989,2.845844984054566,2.86956033536258,41800
2010-01-19,2.911062717437744,2.934778074111462,2.786556953546048,2.845845627939695,27700
2010-01-20,2.8339879512786865,2.88734736247143,2.792485935720462,2.8458456296225574,21000
2010-01-21,2.7331976890563965,2.845845780656266,2.715411029241947,2.816201441868639,24400
2010-01-22,2.75691294670105,2.828059017951686,2.7094822325339587,2.7331975896175043,29800
2010-01-25,2.721339464187622,2.792485523754921,2.7094817875930723,2.786556544102991,59200
2010-01-26,2.75691294670105,2.75691294670105,2.685766875450413,2.7272686089919396,24800
2010-01-27,2.7450551986694336,2.7569128769110343,2.667980148744353,2.7569128769110343,16100
2010-01-28,2.644263982772827,2.7391253796657224,2.5731179351031552,2.7391253796657224,29700
2010-01-29,2.6324069499969482,2.7213396726223222,2.620549272494187,2.650193324896424,15900
2010-02-01,2.608692169189453,2.6561228896404514,2.608692169189453,2.6383362281166303,10400
2010-02-02,2.7391254901885986,2.756912144178334,2.6205487392879436,2.6442640894680745,31400
2010-02-03,2.679837465286255,2.8399162412965877,2.662050808969857,2.739125848492061,33700
2010-02-04,2.7331976890563965,2.7509840661614793,2.6383359745616097,2.6679803133492372,31000
2010-02-05,2.6916956901550293,2.8102724807176154,2.614620634934664,2.733197708206619,48600
2010-02-08,2.7746996879577637,2.8102727282599846,2.650193905545294,2.691695927252582,14300
2010-02-09,2.7391254901885986,2.7924851694485304,2.7154101400084674,2.7628408403687295,16300
2010-02-10,2.816201686859131,2.845846028225615,2.6679805454454923,2.7272689454690693,26900
2010-02-11,3.0237109661102295,3.0237109661102295,2.6679803141047964,2.792486084713103,38900
2010-02-12,3.124501943588257,3.13635962470833,2.833988614791747,2.994067451267448,21100
2010-02-16,2.828059434890747,3.1245017248487263,2.8162017546008036,3.1245017248487263,14800
2010-02-17,2.8754894733428955,2.9169914858588593,2.845845421010919,2.845845421010919,4700
2010-02-18,2.8754894733428955,2.8754894733428955,2.7569126985963286,2.7569126985963286,2800
2010-02-19,2.9169914722442627,2.958493201857193,2.845845407728386,2.845845407728386,8100
2010-02-22,2.9466350078582764,2.994065991929651,2.8932756101805603,2.905133285521084,31300
2010-02-23,2.9169914722442627,2.970351161985836,2.8814184399863243,2.9347778470185673,24500
2010-02-24,2.9525649547576904,2.9525649547576904,2.9051342378474256,2.9347782945616547,4400
2010-02-25,2.958493709564209,2.999995729008629,2.934778350655791,2.9407073317375847,26100
2010-02-26,2.982208728790283,2.994066405769776,2.952564394986892,2.98813742592537,16100
2010-03-01,3.088927984237671,3.0889279842376705,2.9762799056469125,3.017781918614876,24800
2010-03-02,3.059284210205078,3.1304305715914693,2.9703517532135146,3.1304305715914693,21700
2010-03-03,3.088927984237671,3.106714359288702,2.9999952608545106,3.0533549514262734,22100
2010-03-04,3.171931505203247,3.2134335152631155,3.005924030382401,3.0711411112787905,42000
2010-03-05,3.3616557121276855,3.420944115319388,3.0711421124242353,3.166003840240365,40600
2010-03-08,3.2964367866516113,3.320152136844774,3.1304293352994734,3.320152136844774,42100
2010-03-09,3.355726480484009,3.4980189202540624,3.21343432342334,3.249007362688507,58400
2010-03-10,3.492088556289673,3.610665589597691,3.3023657553316816,3.3023657553316816,52200
2010-03-11,3.2490060329437256,3.5335905133004486,3.2371483580417486,3.4920885097888936,46700
2010-03-12,3.320152997970581,3.4683741164756015,3.284579963454498,3.290508943895186,50500
2010-03-15,3.604738473892212,3.812248036049999,3.2608654367091208,3.2786520998469513,80300
2010-03-16,3.699599027633667,3.901179841743866,3.604737601092091,3.6699549731941,74300
2010-03-17,3.7826030254364014,3.85374909471944,3.646239584622571,3.7470299907948825,41400
2010-03-18,3.7766735553741455,3.853748595126919,3.6818121419610783,3.7885312320507794,55400
2010-03-19,3.320152997970581,3.8063183684424122,3.320152997970581,3.320152997970581,83700
2010-03-22,3.8537497520446777,3.8952517742266957,3.326082557461807,3.332011256225297,66200
2010-03-23,3.966397762298584,3.996041820837176,3.800389960186786,3.800389960186786,123300
2010-03-24,3.8774642944335938,3.996041071779533,3.853748938964406,3.8774642944335938,31600
2010-03-25,3.8774642944335938,4.031614387692652,3.8774642944335938,3.9130373276373756,47300
2010-03-26,3.9426820278167725,3.972326083539086,3.901180010554298,3.9130376893850958,21300
2010-03-29,3.9308242797851562,3.9663973156512995,3.88932226325331,3.9308242797851567,28800
2010-03-30,3.8833935260772705,3.942681918588736,3.8300338314622744,3.8656068669691535,29700
2010-03-31,3.918966293334961,3.918966293334961,3.8596779048817247,3.8596779048817247,15400
2010-04-01,3.9426820278167725,3.972326083539086,3.8537492952311054,3.942682027816773,53000
2010-04-05,3.918966293334961,3.948610346206911,3.853748924681733,3.901179635444322,21700
2010-04-06,3.918966293334961,3.984183379278853,3.86560660237238,3.8833932602630195,42400
2010-04-07,3.8537497520446777,3.996041914881202,3.8537497520446777,3.883394093990319,27700
2010-04-08,3.918966293334961,3.954539326406903,3.8596779048817247,3.8596779048817247,22400
2010-04-09,3.918966293334961,3.948610346206911,3.853748924681733,3.9308239710256085,33600
2010-04-12,3.9426820278167725,4.055330118064036,3.8715359548319843,3.9130376893850958,42400
2010-04-13,3.9723258018493652,3.9723258018493657,3.8893220559198274,3.9130374118996953,6300
2010-04-14,3.9604690074920654,4.001971031071152,3.9189672666223845,3.9426826278934612,29700
2010-04-15,3.9604690074920654,4.001971031071152,3.8833942247157696,3.9130382849499123,38800
2010-04-16,3.8952505588531494,3.9960406680597083,3.883392882316536,3.9960406680597083,33200
2010-04-19,4.055330753326416,4.055330753326416,3.883394241991527,3.9011806216692557,64500
2010-04-20,4.292483806610107,4.298412787534791,4.043472544670171,4.043472544670171,53100
2010-04-21,4.28655481338501,4.292483511192297,4.1146183363334,4.280625832868371,36100
2010-04-22,4.2746968269348145,4.286554504404022,4.150191072153464,4.2746968269348145,50900
2010-04-23,4.221336841583252,4.286554204455017,4.185763811664829,4.26876754814115,23500
2010-04-26,4.227266311645508,4.274697023705648,4.203550955615437,4.250981667675577,13300
2010-04-27,4.197622776031494,4.239124798356107,4.197622776031494,4.239124798356107,1600
2010-04-28,4.209479331970215,4.209479331970215,4.132404289400743,4.197621654860244,10400
2010-04-29,4.01975679397583,4.150191251782601,4.01975679397583,4.150191251782601,9000
2010-04-30,3.8833935260772705,4.114618398226662,3.8833935260772705,3.9723259734897907,42900
2010-05-03,3.9604690074920654,3.99604204939868,3.770746117323453,3.770746117323453,32000
2010-05-04,3.936753273010254,3.936753273010254,3.8833938565635964,3.9248955934988436,10000
2010-05-05,3.913037061691284,3.9308237184389894,3.758887261618218,3.913037061691284,27700
2010-05-06,3.8418900966644287,3.907107445790483,3.80631707424365,3.907107445790483,30400
2010-05-07,3.913037061691284,3.9486100924773764,3.79446029240431,3.8063179693330076,26800
2010-05-10,3.8537497520446777,3.960468874172071,3.747030629917285,3.960468874172071,29200
2010-05-11,3.9723258018493652,3.9841834798392997,3.7885316516507164,3.8122470076305843,35400
2010-05-12,3.9960410594940186,4.1442621720754165,3.8833932627163716,4.001970039697756,26900
2010-05-13,3.8122472763061523,4.001970420225549,3.782603220596766,3.936753045329918,20300
2010-05-14,3.9248955249786377,3.972326242196242,3.794461052630225,3.8063187319346263,31400
2010-05-17,3.78853178024292,3.9960412934648266,3.735172368831737,3.877464509540695,19900
2010-05-18,3.7707455158233643,3.818176230799486,3.7173858201205467,3.7707455158233643,14000
2010-05-19,3.5691637992858887,3.664025205446006,3.4683734138861193,3.640309853905977,49200
2010-05-20,3.4150145053863525,3.539519977521899,3.266793395590959,3.5276623000466407,25700
2010-05-21,3.6758835315704346,3.6758835315704346,3.37944130216284,3.4090856381873356,35500
2010-05-24,3.8241045475006104,3.9901123160731227,3.758887462266171,3.758887462266171,24800
2010-05-25,3.681812047958374,3.9130368786038323,3.503946619640757,3.9130368786038323,54000
2010-05-26,3.48616099357605,3.865607001571256,3.4861609935760494,3.67588385621897,54800
2010-05-27,3.575093984603882,3.729243821617399,3.4920899435026027,3.5573073235937835,33800
2010-05-28,3.5988094806671143,3.610667160887212,3.47430369700139,3.47430369700139,16500
2010-06-01,3.432800531387329,3.640310007470931,3.343867818005985,3.598808281879792,28300
2010-06-02,3.4150145053863525,3.5276623000466407,3.3735124928682834,3.4150145053863525,12700
2010-06-03,3.4624452590942383,3.551377699929183,3.4031565882584958,3.444658601301649,27300
2010-06-04,3.438730001449585,3.4920894109232536,3.37351263130472,3.456516377037693,27600
2010-06-07,3.3023669719696045,3.415015067894174,3.2905092925411963,3.415015067894174,5000
2010-06-08,3.1363587379455566,3.415014589545259,3.0711413688697675,3.290508831632088,47600
2010-06-09,3.171931505203247,3.260864222354786,3.0948564648246255,3.0948564648246255,30600
2010-06-10,3.166003465652466,3.2608648995355924,3.0889284092677385,3.1541457864170748,27600
2010-06-11,3.11857271194458,3.213434144709341,3.0889283728509076,3.1541457492313656,24500
2010-06-14,3.1482162475585938,3.2252912902850803,3.1126432161562128,3.118572196077938,18300
2010-06-15,3.1482162475585938,3.2608643216874613,3.1245008932903398,3.1363585704244668,25300
2010-06-16,3.2727222442626953,3.2905089026524754,3.1304301079818297,3.1541454640286406,24100
2010-06-17,3.4031569957733154,3.426872636573069,3.2905091861986704,3.2905091861986704,18700
2010-06-18,3.492088556289673,3.557305910473619,3.2964367764471074,3.391298176926103,18700
2010-06-21,3.4624452590942383,3.503946989428057,3.379441233007933,3.4031565882584958,13900
2010-06-22,3.432800531387329,3.5098755684984475,3.4268718346068674,3.4743025396877703,7000
2010-06-23,3.3912997245788574,3.4387307291732307,3.367584363636372,3.39722870616918,11800
2010-06-24,3.432800531387329,3.5454485973091248,3.397227502576652,3.4090851788468775,24800
2010-06-25,3.6165969371795654,3.717387390434828,3.4090873301472793,3.4387316808845263,33500
2010-06-28,3.5335910320281982,3.6580967781309175,3.503946699066861,3.6580967781309175,4600
2010-06-29,3.397228717803955,3.509876824021258,3.355726694657769,3.509876824021258,11800
2010-06-30,3.4980180263519287,3.515804400084595,3.3794409763937963,3.391298653118678,23300
2010-07-01,3.5691637992858887,3.6936695362256877,3.4150140142756986,3.4328003865760754,30600
2010-07-02,3.409085512161255,3.5513776413162024,3.3794411772326423,3.498018234237762,2700
2010-07-06,3.171931505203247,3.3438679597652086,3.118572101079775,3.3201526062193736,15300
2010-07-07,3.349797010421753,3.349797010421753,3.1067142073668923,3.1067142073668923,11000
2010-07-08,3.3023669719696045,3.3201533497575286,3.2727226320438945,3.3023669719696045,3400
2010-07-09,3.2667927742004395,3.2905081246399583,3.1541447182580855,3.2727214704556804,8400
2010-07-12,3.2134335041046143,3.3023662209473383,3.112643110530148,3.231219877847571,22300
2010-07-13,3.11857271194458,3.225291823804936,3.112643731042098,3.225291823804936,7600
2010-07-14,3.130429983139038,3.130429983139038,3.0889279703575636,3.0889279703575636,8300
2010-07-15,3.1126441955566406,3.2075056424780217,3.0296404295004327,3.112644195556641,29700
2010-07-16,2.940706729888916,3.1778605531462776,2.940706729888916,3.1067142082725447,24600
2010-07-19,2.982208728790283,3.1245008525441964,2.9644220719663843,2.976279748945877,37100
2010-07-20,3.1541459560394287,3.1600746546212686,2.964422795360948,2.994067136398313,26200
2010-07-21,3.1837894916534424,3.2608645395289138,3.0652127123906734,3.1422877602661443,27800
2010-07-22,3.171931505203247,3.2312198890678347,3.0533547374740713,3.219362212294917,16900
2010-07-23,3.23121976852417,3.249006424374656,3.0118526150542344,3.106714025698681,4600
2010-07-26,3.177860975265503,3.302366741946141,3.124501280199699,3.1719319946095883,21800
2010-07-27,3.177860975265503,3.260864725482809,3.118572582253142,3.166003296663031,7900
2010-07-28,3.2252912521362305,3.2252912521362305,3.154145190172987,3.195646918296886,6500
2010-07-29,3.2252912521362305,3.2608642831178525,3.136358533327516,3.2371489291301043,12500
