ticker,cik,sic,ff12,ff48,ff49,ff_label,ff12_source,classification_confidence,classification_issue,secondary_sector,secondary_industry,secondary_source,secondary_reason,sic_desc
CERS,1020214,3841.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CERT,1827090,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CETX,1435064,3670.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CETY,1329606,4924.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CEVA,1173489,7370.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CF,1324404,2870.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CFBK,1070680,6021.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CFFI,913341,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CFFN,1490906,6035.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CFG,759944,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CFR,39263,6021.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CG,1527166,6282.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CGABL,1527166,6282.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CGAU,1854640,1040.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CGBD,1544206,,11,-1,-1,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.,
CGC,1737927,2833.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CGEM,1789972,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CGEN,1119774,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CGNT,1824814,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CGNX,851205,3823.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CGON,1991792,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CGTL,1967822,5045.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CGTX,1455365,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CHA,2013649,5810.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHAI,1649009,4812.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CHCI,1299969,6500.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CHCO,726854,6021.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CHCT,1631569,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CHD,313927,2840.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CHDN,20212,7948.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CHE,19584,8082.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CHEF,1517175,5141.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHEV,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
CHGG,1364954,8200.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CHH,1046311,7011.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CHKP,1015922,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CHMG,763563,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CHMI,1571776,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CHNR,793628,1040.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CHPT,1777393,3790.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CHR,1738758,7374.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CHRD,1486159,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CHRS,1512762,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CHRW,1043277,4731.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CHSCL,823277,5150.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHSCM,823277,5150.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHSCN,823277,5150.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHSCO,823277,5150.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CHSCP,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
CHSN,1825349,2000.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CHT,1132924,4812.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CHTR,1091667,4841.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CHWY,1766502,5961.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CI,1739940,6324.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIA,24090,6311.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIB,2058897,,11,-1,-1,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.,
CIEN,936395,3661.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CIFR,1819989,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIG,1157557,4911.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CIG-C,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
CIGI,913353,6500.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIIT,1557798,3576.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CIM,1409493,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIMN,1409493,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIMO,1409493,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CINF,20286,6331.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CING,1862150,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CINGW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
CINT,1868995,7371.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CION,1534254,,11,-1,-1,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.,
CISO,1777319,8742.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CISS,1951067,4412.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CIVB,944745,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CIX,1049606,3420.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CIZN,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CJMB,2032545,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CKX,352955,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CL,21665,2844.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CLAR,913277,3949.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CLB,1958086,1389.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CLBK,1723596,6035.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLBT,1854587,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLDI,1855485,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLDT,1476045,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLDX,744218,2835.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLF,764065,1000.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CLFD,796505,3661.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLGN,1631487,3842.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLH,822818,4955.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CLIK,2020027,7361.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CLIR,1434524,3823.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLLS,1627281,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLMB,945983,5045.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CLMT,2013745,2911.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CLNE,1368265,4932.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CLNN,1822791,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLOV,1801170,6324.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLPR,1649096,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLPS,1724542,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLPT,1285550,3841.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLRB,1279704,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CLRO,840715,3661.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLS,1030894,3672.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLSK,827876,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLST,1849867,6035.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CLVT,1764046,7374.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CLW,1441236,2631.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CLWT,1026662,5040.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CLX,21076,2842.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CLYM,1768446,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CM,1045520,6029.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CMBT,1604481,4412.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CMC,22444,3312.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CMCL,766011,1040.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CMCM,1597835,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CMCO,1005229,3531.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CMCSA,1166691,4841.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CMCT,908311,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CMDB,2033535,4400.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CME,1156375,6200.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CMG,1058090,5812.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CMI,26172,3510.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CMLSQ,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
CMMB,1534248,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CMND,1892500,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CMP,1227654,1400.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CMPR,1262976,2750.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CMPS,1816590,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CMPX,1738021,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CMRC,1626450,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CMRE,1503584,4412.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CMS,811156,4931.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CMSA,811156,4931.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CMSC,811156,4931.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CMSD,811156,4931.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CMT,1026655,3089.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CMTG,1666291,6500.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CMTL,23197,3663.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CMTV,718413,6021.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNA,21175,6331.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNC,1071739,6324.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNCK,1913847,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNDT,1677703,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNET,1376321,7370.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CNEY,1780785,2860.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CNF,1733868,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNH,1567094,3531.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CNI,16868,4011.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNK,1385280,7830.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNL,1953575,1040.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNM,1856525,5099.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CNMD,816956,3845.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNNE,1704720,5810.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CNO,1224608,6321.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNOB,712771,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNOBP,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CNP,1130310,4911.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CNQ,1017413,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CNR,1710366,1220.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CNS,1284812,6282.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CNSP,1729427,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNTA,1847903,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNTB,1835268,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNTN,1861657,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNTX,1842952,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CNTY,911147,7011.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNVS,1173204,7841.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNX,1070412,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CNXC,1803599,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CNXN,1050377,5961.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
COCH,1840877,3842.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COCHW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
COCO,1482981,2080.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
COCP,1412486,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CODA,1334325,3812.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CODI,1345126,2510.0,2,-1,-1,Durbl,sic_mapping,high,,,,,,
CODX,1692415,3841.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COE,1659494,8200.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
COEPW,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
COF,927628,6021.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COFS,803164,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COGT,1622229,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COHN,1270436,6211.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COHR,820318,3827.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
COHU,21535,3825.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
COIN,1679788,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COKE,317540,2086.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
COLB,887343,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COLD,1455863,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COLL,1267565,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COLM,1050797,2300.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
COMP,1563190,7371.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CON,2014596,8093.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COO,711404,3851.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
COOK,1857853,3630.0,2,-1,-1,Durbl,sic_mapping,high,,,,,,
COOT,1959994,2070.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
COOTW,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
COP,1163165,2911.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
COR,1140859,5122.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CORT,1088856,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CORZ,1839341,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CORZW,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
COSM,1474167,5122.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
COSO,1297107,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
COST,909832,5331.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
COTY,1024305,2844.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
COUR,1651562,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
COYA,1835022,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CP,16875,4011.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CPA,1345105,4512.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CPAC,1221029,3241.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CPAY,1175454,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CPB,16732,2000.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CPBI,1979332,6035.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CPF,701347,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CPHC,1672909,7948.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CPHI,1106644,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CPIX,1087294,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CPK,19745,4923.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CPNG,1834584,5961.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CPOP,1807389,7900.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CPRI,1530721,3100.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CPRT,900075,5500.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CPRX,1369568,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CPS,1320461,3714.0,2,-1,-1,Durbl,sic_mapping,high,,,,,,
CPSH,814676,3260.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CPSS,889609,6199.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CPT,906345,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CPZ,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
CQP,1383650,4924.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CR,1944013,3490.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CRAI,1053706,8111.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRBD,1889539,6311.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CRBG,1889539,6311.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CRBP,1595097,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRBU,1619856,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRC,1609253,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CRCT,1828962,3559.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CRD-A,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CRD-B,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CRD.A,25475,6411.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CRD.B,25475,6411.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CRDF,1213037,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRDL,1702123,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRDO,1807794,3674.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CREG,721693,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRESY,1034957,6500.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CREX,1356093,7373.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRGO,1927719,4731.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRGOW,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
CRGY,1866175,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CRH,849395,3241.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CRI,1060822,2300.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CRIS,1108205,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRK,23194,1311.0,4,-1,-1,Enrgy,sic_mapping,high,,,,,,
CRL,1100682,8731.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRM,1108524,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRMD,1410098,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRML,1951089,1000.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRMT,799850,5500.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CRNC,1768267,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRNT,1119769,3663.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRNX,1658247,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRON,1656472,2833.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CROX,1334036,3021.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CRS,17843,3312.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CRSP,1674416,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRSR,1743759,3577.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRT,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CRTO,1576427,7311.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CRUS,772406,3674.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRVL,874866,6411.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CRVO,1053691,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRVS,1626971,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CRWD,1535527,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CRWS,25895,2211.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CRWV,1769628,7372.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CSAI,1709628,7370.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CSAN,1430162,5500.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CSBR,771856,2836.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CSCO,858877,3576.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CSGP,1057352,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CSGS,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
CSIQ,1375877,3674.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CSL,790051,3060.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CSPI,356037,7373.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CSR,798359,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CSTE,1504379,3281.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CSTL,1447362,8071.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CSTM,1563411,3341.0,3,-1,-1,Manuf,sic_mapping,high,,,,,,
CSV,1016281,7200.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CSW,1624794,2891.0,5,-1,-1,Chems,sic_mapping,high,,,,,,
CSWC,17313,,11,-1,-1,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.,
CSX,277948,4011.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTAS,723254,2320.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CTBB,68622,4813.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CTBI,350852,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CTDD,68622,4813.0,7,-1,-1,Telcm,sic_mapping,high,,,,,,
CTEV,1793229,7389.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTGO,1502377,1040.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTKB,1831915,3826.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CTLP,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
CTM,1877939,8742.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTMX,1501989,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CTNM,1855175,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CTNT,1951667,5010.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CTO,23795,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CTOR,1851484,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CTOS,1709682,7359.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTRA,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
CTRE,1590717,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CTRI,1981599,4923.0,8,-1,-1,Utils,sic_mapping,high,,,,,,
CTRM,1720161,4412.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
CTRN,1318484,5600.0,9,-1,-1,Shops,sic_mapping,high,,,,,,
CTS,26058,3672.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CTSH,1058290,7371.0,6,-1,-1,BusEq,sic_mapping,high,,,,,,
CTSO,1175151,3841.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CTVA,1755672,100.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CTW,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
CTXR,1506251,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CUBB,1488813,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CUBE,1298675,6798.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CUBI,1488813,6022.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CUE,1645460,2834.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CUK,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
CULL,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
CULP,723603,2211.0,1,-1,-1,NoDur,sic_mapping,high,,,,,,
CUPR,1995704,3842.0,10,-1,-1,Hlth,sic_mapping,high,,,,,,
CURB,2027317,6500.0,11,-1,-1,Money,sic_mapping,high,,,,,,
CURI,1776909,7812.0,12,-1,-1,Other,sic_unmapped_other,medium,unmapped_sic,,,,,
