symbol,status,latest_date,row_count,futu_basic_available,futu_stock_type,futu_exchange_type,futu_name,final_futu_history_status,final_futu_latest_date,final_futu_history_rows,final_futu_error
ITXP,empty_csv,,0,True,STOCK,US_PINK,Independence Power Holdings,history_error,,0.0,Do not support OTC market data ITXP
JNGDY,empty_csv,,0,True,STOCK,US_PINK,JINGDONG INDUSTRIALS INC UNSPON ADS EACH REP 5 ORD,history_error,,0.0,Do not support OTC market data JNGDY
JNGHF,stale_csv,2026-03-03,2,False,,,,not_in_futu_basicinfo,,0.0,
JONE,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
JOSS,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
JTGEY,empty_csv,,0,True,STOCK,US_PINK,J&T GLOBAL EXPRESS LIMITED,history_error,,0.0,Do not support OTC market data JTGEY
JTGLF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
JXADF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
JXAMY,stale_csv,2026-05-19,46,True,STOCK,US_PINK,JX ADVANCED METALS CORPORATION,history_error,,0.0,Do not support OTC market data JXAMY
JXIRY,missing_csv,,0,True,STOCK,US_PINK,JIAXIN INTERNATIONAL RES INVT LTD UNSPON ADS EACH REP 1 ORD SHS,history_error,,0.0,Do not support OTC market data JXIRY
KATJF,stale_csv,2026-04-14,1,False,,,,not_in_futu_basicinfo,,0.0,
KERCY,stale_csv,2026-03-26,9,True,STOCK,US_PINK,KEISEI ELECTRIC RAILWAY CO UNSPON ADS EA REP 2 COM,history_error,,0.0,Do not support OTC market data KERCY
KKSIY,empty_csv,,0,True,STOCK,US_PINK,KKSIY,history_error,,0.0,Do not support OTC market data KKSIY
KMCM,empty_csv,,0,True,STOCK,US_AMEX,Key Mining,history_empty,,0.0,
KMYGY,empty_csv,,0,True,STOCK,US_PINK,KUM YANG SPON ADS EACH REP 0.25 ORD,history_error,,0.0,Do not support OTC market data KMYGY
KNWAY,empty_csv,,0,True,STOCK,US_PINK,KNOWLEDGE ATLAS TECHNOLOGY JOINT ST UNSPON ADS EACH REP 0.5 ORD H,history_error,,0.0,Do not support OTC market data KNWAY
KOGDF,stale_csv,2026-05-20,13,False,,,,not_in_futu_basicinfo,,0.0,
KYFGF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
KYTFY,empty_csv,,0,True,STOCK,US_PINK,KYOTO FINANCIAL GROUP INC UNSPON ADS EACH REP 1 ORD SHS,history_error,,0.0,Do not support OTC market data KYTFY
KZR,stale_csv,2026-05-11,132,True,STOCK,US_NASDAQ,Kezar Life Sciences,history_stale,2026-05-08,117.0,
LACHF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LAWIL,stale_csv,2026-03-20,2,True,STOCK,US_PINK,LIGHT & WONDER INC CDI 1:1 FOREIGN EXEMPT XNGS,history_error,,0.0,Do not support OTC market data LAWIL
LBRJ,empty_csv,,0,True,STOCK,US_NASDAQ,Libera Gaming Operations,history_empty,,0.0,
LBZZ,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LDXC,stale_csv,2026-04-08,7,True,STOCK,US_PINK,LONDAX CORP,history_error,,0.0,Do not support OTC market data LDXC
LFTO,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LGNDZ,stale_csv,2026-05-11,2,True,STOCK,US_PINK,LIGAND PHARMACEUTICAL INC ROCHE CONTINGENT VALUE RTS,history_error,,0.0,Do not support OTC market data LGNDZ
LGNXZ,stale_csv,2026-04-15,1,True,STOCK,US_PINK,LIGAND PHARMACEUTICAL INC GLUCAGON CONTINGENT VALUE RTS,history_error,,0.0,Do not support OTC market data LGNXZ
LHI,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LILW,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LIME,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LKYLY,stale_csv,2026-03-20,17,True,STOCK,US_PINK,LOCKSLEY RESOURCES LIMITED SPON ADS EACH REP 20 ORD,history_error,,0.0,Do not support OTC market data LKYLY
LNTCY,empty_csv,,0,True,STOCK,US_PINK,LENS TECHNOLOGY CO LTD SPON ADS EACH REPS 4 H SHS,history_error,,0.0,Do not support OTC market data LNTCY
LOMWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LPCHY,empty_csv,,0,True,STOCK,US_PINK,LAPCO HOLDINGS LTD SPON ADR EACH REP 100 ORD SHS,history_error,,0.0,Do not support OTC market data LPCHY
LPUGF,stale_csv,2026-05-08,3,False,,,,not_in_futu_basicinfo,,0.0,
LRVIY,empty_csv,,0,True,STOCK,US_PINK,LRVIY,history_error,,0.0,Do not support OTC market data LRVIY
LSBA,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LSBWF,stale_csv,2026-04-23,1,True,WARRANT,US_PINK,LAKESHORE BIOPHARMA CO LTD C/WTS 15/03/2028 (TO PUR ORD),history_error,,0.0,Do not support OTC market data LSBWF
LSHGF,stale_csv,2026-05-11,28,False,,,,not_in_futu_basicinfo,,0.0,
LSHGY,empty_csv,,0,True,STOCK,US_PINK,LOUIS HACHETTE GROUP UNSPON ADR EACH REP ORD,history_error,,0.0,Do not support OTC market data LSHGY
LTAFF,stale_csv,2026-05-20,7,False,,,,not_in_futu_basicinfo,,0.0,
LTGR,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
LTSV,stale_csv,2026-04-30,5,True,STOCK,US_PINK,LIGHTSTONE VALUE PLUS REIT IV INC,history_error,,0.0,Do not support OTC market data LTSV
LVRWF,stale_csv,2026-05-18,3,True,WARRANT,US_PINK,LAVORO LIMITED C/WTS 27/02/2028 (TO PUR ORD),history_error,,0.0,Do not support OTC market data LVRWF
MADL,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MARH,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MBGL,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MBSHY,stale_csv,2026-02-13,8,True,STOCK,US_PINK,MITSUBISHI GAS CHEMICAL CO INC,history_error,,0.0,Do not support OTC market data MBSHY
MCAH,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MCFN,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MCL,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MDAT,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MDDTY,empty_csv,,0,True,STOCK,US_PINK,MANDATUM OYJ UNSPON ADS EACH REP 2 ORD,history_error,,0.0,Do not support OTC market data MDDTY
MDKGY,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MEDG,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
METRY,empty_csv,,0,True,STOCK,US_PINK,METRO INC UNSPON ADS EACH REP 0.2 COM,history_error,,0.0,Do not support OTC market data METRY
MFP,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MGNC,stale_csv,2026-05-20,104,True,STOCK,US_PINK,MAG MAGNA CORP,history_error,,0.0,Do not support OTC market data MGNC
MGNO,stale_csv,2026-05-20,82,True,STOCK,US_PINK,MAGNOLIA BANCORP INC,history_error,,0.0,Do not support OTC market data MGNO
MGSD,stale_csv,2026-05-20,2,True,STOCK,US_PINK,MAITONG SUNSHINE CULTRL DVLPMNT CO,history_error,,0.0,Do not support OTC market data MGSD
MIBE,empty_csv,,0,True,STOCK,US_PINK,MIAMI BREEZE CAR CARE INC,history_error,,0.0,Do not support OTC market data MIBE
MINBY,stale_csv,2026-05-20,104,True,STOCK,US_PINK,MINEBEA MITSUMI INC UNSPON ADR EACH REP 1 COM,history_error,,0.0,Do not support OTC market data MINBY
MMXGY,empty_csv,,0,True,STOCK,US_PINK,MINIMAX GROUP INC UNSPON ADS EA REP 0.2 ORD,history_error,,0.0,Do not support OTC market data MMXGY
MNMXF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MNTCF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MNTGY,empty_csv,,0,True,STOCK,US_PINK,MONTAGE TECHNOLOGY CO LTD UNSPON ADS EACH REP 0.5 H SHS,history_error,,0.0,Do not support OTC market data MNTGY
MNUPF,stale_csv,2025-12-19,5,False,,,,not_in_futu_basicinfo,,0.0,
MNZLY,empty_csv,,0,True,STOCK,US_PINK,MERCURY NZ LTD UNSPON ADS EACH REP 5 ORD,history_error,,0.0,Do not support OTC market data MNZLY
MOT,missing_csv,,0,True,STOCK,US_NASDAQ,MetaOptics,history_empty,,0.0,
MOVAA,stale_csv,2026-04-27,1,True,STOCK,US_PINK,MOVADO GROUP INC,history_error,,0.0,Do not support OTC market data MOVAA
MPX,stale_csv,2026-05-14,135,True,STOCK,US_NYSE,Marine Products(Delisted),history_stale,2026-05-14,121.0,
MREGY,empty_csv,,0,True,STOCK,US_PINK,MERIDIAN ENERGY LIMITED,history_error,,0.0,Do not support OTC market data MREGY
MROSY,empty_csv,,0,True,STOCK,US_PINK,MELROSE INDUSTRIES PLC USPN ADS EACH REP 2 COM,history_error,,0.0,Do not support OTC market data MROSY
MSOGF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MSOKF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MSPRZ,stale_csv,2026-05-15,2,True,WARRANT,US_PINK,MSP RECOVERY INC C/WTS 23/05/2027 (TO PUR COM),history_error,,0.0,Do not support OTC market data MSPRZ
MSSHY,stale_csv,2026-05-08,2,True,STOCK,US_PINK,MITSUI-SOKO HOLDINGS CO LTD UNSPON ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data MSSHY
MSTKY,empty_csv,,0,True,STOCK,US_PINK,MSTKY,history_error,,0.0,Do not support OTC market data MSTKY
MSYND,missing_csv,,0,True,STOCK,US_PINK,MSYND,history_error,,0.0,Do not support OTC market data MSYND
MTGLY,missing_csv,,0,True,STOCK,US_PINK,MININGLAMP TECHNOLOGY GROUP LTD. UNSPON ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data MTGLY
MTLPF,stale_csv,2026-05-20,49,False,,,,not_in_futu_basicinfo,,0.0,
MTMTY,empty_csv,,0,True,STOCK,US_PINK,METLEN ENERGY & METALS PLC UNSPON ADS EACH REP 0.2 ORD,history_error,,0.0,Do not support OTC market data MTMTY
MTNE,missing_csv,,0,True,STOCK,US_NYSE,C4 Natural Solutions,history_empty,,0.0,
MUYNY,missing_csv,,0,True,STOCK,US_PINK,MUYUAN FOODS CO LTD UNSPON ADS EACH REP 2 ORD,history_error,,0.0,Do not support OTC market data MUYNY
MXUGF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
MYCRY,empty_csv,,0,True,STOCK,US_PINK,MYCRONIC AB UNSPON ADR EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data MYCRY
NAFS,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NANO,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NATNF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NBKBY,empty_csv,,0,True,STOCK,US_PINK,NOBA BANK GROUP AB (PUBL) UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data NBKBY
NCLA,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NELR,missing_csv,,0,True,STOCK,US_PINK,NEOLARA CORP,history_error,,0.0,Do not support OTC market data NELR
NEUT,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NGCOY,empty_csv,,0,True,STOCK,US_PINK,NAGASE & CO,history_error,,0.0,Do not support OTC market data NGCOY
NHFLF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NHIV,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NHKSY,empty_csv,,0,True,STOCK,US_PINK,NHK SPRING CO LTD UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data NHKSY
NMCPF,stale_csv,2026-05-06,17,False,,,,not_in_futu_basicinfo,,0.0,
NNBXF,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NOWG,stale_csv,2026-05-01,7,True,STOCK,US_PINK,Nowigence,history_error,,0.0,Do not support OTC market data NOWG
NPIXY,empty_csv,,0,True,STOCK,US_PINK,NORTHLAND POWER INC ADS EACH REP 1 COM SHS,history_error,,0.0,Do not support OTC market data NPIXY
NRGFF,stale_csv,2026-05-12,8,False,,,,not_in_futu_basicinfo,,0.0,
NSNFY,empty_csv,,0,True,STOCK,US_PINK,NSNFY,history_error,,0.0,Do not support OTC market data NSNFY
NTCMY,missing_csv,,0,True,STOCK,US_PINK,NATURA COSMETICOS SA UNSPON ADS EACH REP 10 ORD,history_error,,0.0,Do not support OTC market data NTCMY
NTCS,empty_csv,,0,True,STOCK,US_PINK,NATICS CORP,history_error,,0.0,Do not support OTC market data NTCS
NWCYY,empty_csv,,0,True,STOCK,US_PINK,NORTH WEST COMPANY INC UNSPON ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data NWCYY
NWSLL,empty_csv,,0,True,STOCK,US_PINK,NEWS CORP NEW CDI NPV CLASS A (NEW),history_error,,0.0,Do not support OTC market data NWSLL
NXNT,stale_csv,2026-05-05,36,True,STOCK,US_PINK,NEXSCIENT INC,history_error,,0.0,Do not support OTC market data NXNT
NYB,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
NZEOY,empty_csv,,0,True,STOCK,US_PINK,ECHELON RESOURCES LTD UNSP ADR EACH REP 5 ORD SHS(POST SPLIT),history_error,,0.0,Do not support OTC market data NZEOY
OBBCY,empty_csv,,0,True,STOCK,US_PINK,OBIC BUSINESS CONSULTANT UNSPON ADS EACH REP 0.25 ORD,history_error,,0.0,Do not support OTC market data OBBCY
OBCKF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
OBOCY,stale_csv,2026-04-20,1,True,STOCK,US_PINK,OTTOBOCK SE & CO. KGAA UNSPON ADS EACH REP 0.2 COM,history_error,,0.0,Do not support OTC market data OBOCY
OBULF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
OBX,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
OCTV,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ODKUY,empty_csv,,0,True,STOCK,US_PINK,ODAKYU ELECTRIC RAILWAY CO UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data ODKUY
ODRS,empty_csv,,0,True,STOCK,US_PINK,OUTDOOR SPECIALTY PRODS INC,history_error,,0.0,Do not support OTC market data ODRS
OPNHY,missing_csv,,0,True,STOCK,US_PINK,OPEN HOUSE GROUP CO LTD UNSPONS ADS EACH REP 0.25 ORD SHS,history_error,,0.0,Do not support OTC market data OPNHY
OPTHF,stale_csv,2026-05-19,138,True,STOCK,US_PINK,Optimi Health,history_error,,0.0,Do not support OTC market data OPTHF
OPTN,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ORIB,stale_csv,2026-02-20,3,True,STOCK,US_PINK,ORION BLISS CORP,history_error,,0.0,Do not support OTC market data ORIB
ORNJY,missing_csv,,0,True,STOCK,US_PINK,ORANJEBTC SA EDUCACAO E INVESTIMENT SPON ADS EACH REP 2 ORD,history_error,,0.0,Do not support OTC market data ORNJY
OSDVF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
OYCG,empty_csv,,0,True,STOCK,US_PINK,OYOCAR GROUP INC,history_error,,0.0,Do not support OTC market data OYCG
PALX,stale_csv,2026-04-15,2,True,STOCK,US_PINK,PALOMINO LABORATORIES INC,history_error,,0.0,Do not support OTC market data PALX
PASTY,empty_csv,,0,True,STOCK,US_PINK,PASTY,history_error,,0.0,Do not support OTC market data PASTY
PBPRF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PBRRY,empty_csv,,0,True,STOCK,US_PINK,PBRRY,history_error,,0.0,Do not support OTC market data PBRRY
PCPGY,empty_csv,,0,True,STOCK,US_PINK,PC PARTNER GROUP LTD UNSPON ADS EACH REP 20 COM,history_error,,0.0,Do not support OTC market data PCPGY
PDYTY,empty_csv,,0,True,STOCK,US_PINK,PDYTY,history_error,,0.0,Do not support OTC market data PDYTY
PERFF,missing_csv,,0,True,WARRANT,US_PINK,PERFECT CORP C/WTS 28/10/2027 (TO PUR COM),history_error,,0.0,Do not support OTC market data PERFF
PFSEF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PFSTY,stale_csv,2026-05-20,2,True,STOCK,US_PINK,PFISTERER HOLDING SE UNSPON ADS EACH REP 0.1,history_error,,0.0,Do not support OTC market data PFSTY
PLAI,empty_csv,,0,True,STOCK,US_NASDAQ,PressLogic,history_empty,,0.0,
PLSAY,empty_csv,,0,True,STOCK,US_PINK,POLESTAR AUTOMOTIVE HOLDING UK PLC SPON ADS CL C2 EACH REP 30 ORD CL A(P/S),history_error,,0.0,Do not support OTC market data PLSAY
PMHMY,empty_csv,,0,True,STOCK,US_PINK,PMHMY,history_error,,0.0,Do not support OTC market data PMHMY
PNIG,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
POCH,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PPLOF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PRBRY,empty_csv,,0,True,STOCK,US_PINK,PREMIUM BRANDS HLDGS CORP UNPSON ADS EACH REP 0.3 COM,history_error,,0.0,Do not support OTC market data PRBRY
PRHIZ,stale_csv,2026-05-18,47,True,STOCK,US_NASDAQ,PRESURANCE HOLDINGS INC. 9.75% NTS 30/09/28 USD25,history_stale,2026-05-19,100.0,
PRIAF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PRSKY,empty_csv,,0,True,STOCK,US_PINK,PRAIRIESKY ROYALTY LTD ADS EACH REP 1 COM,history_error,,0.0,Do not support OTC market data PRSKY
PRXA,empty_csv,,0,True,STOCK,US_PINK,PROCACCIANTI HOTEL REIT INC,history_error,,0.0,Do not support OTC market data PRXA
PSBTY,empty_csv,,0,True,STOCK,US_PINK,SUMBER ALFARIA TRIJAYA TBK SPON ADS EACH REP 100 ORD,history_error,,0.0,Do not support OTC market data PSBTY
PTAXY,empty_csv,,0,True,STOCK,US_PINK,PALTAC CORP UNSPON ADS EACH REP 0.333,history_error,,0.0,Do not support OTC market data PTAXY
PTCCY,empty_csv,,0,True,STOCK,US_PINK,PETROCHINA CO UNSPON ADS EACH REP 20 ORD,history_error,,0.0,Do not support OTC market data PTCCY
PTMSY,missing_csv,,0,True,STOCK,US_PINK,MDS RETAILING TBK PT UNSPON ADR EA REPR 10 ORD IDR0.00,history_error,,0.0,Do not support OTC market data PTMSY
PTXAF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PUGBY,stale_csv,2026-05-20,134,True,STOCK,US_PINK,PUIG BRANDS SA UNSPON ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data PUGBY
PVOZ,stale_csv,2026-04-28,5,True,STOCK,US_PINK,PARK VIEW OZ REIT,history_error,,0.0,Do not support OTC market data PVOZ
PWRL,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PWRU,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
PYAIF,stale_csv,2026-05-07,2,False,,,,not_in_futu_basicinfo,,0.0,
QFNHF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
QLUNF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
QMLS,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
QNT,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
QTZM,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RADB,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RCWBY,empty_csv,,0,True,STOCK,US_PINK,ROCKWOOL A/S SPON ADS EACH REP 0.1 CL B SHS,history_error,,0.0,Do not support OTC market data RCWBY
RDCT,stale_csv,2026-05-20,129,True,STOCK,US_PINK,REDACTED INDUSTRIES INC.,history_error,,0.0,Do not support OTC market data RDCT
RECCY,empty_csv,,0,True,STOCK,US_PINK,REECE LIMITED UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data RECCY
REEWF,stale_csv,2026-04-02,1,False,,,,not_in_futu_basicinfo,,0.0,
RENGY,empty_csv,,0,True,STOCK,US_PINK,RENGO CO UNSPON ADS EACH REP 2 COM,history_error,,0.0,Do not support OTC market data RENGY
RGPX,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RIKU,empty_csv,,0,True,STOCK,US_NASDAQ,Riku Dining,history_empty,,0.0,
RKAM,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RLNDF,stale_csv,2026-03-11,9,False,,,,not_in_futu_basicinfo,,0.0,
RMGL,stale_csv,2026-05-04,2,True,STOCK,US_PINK,ROCKY MOUNTAINS GROUP LTD,history_error,,0.0,Do not support OTC market data RMGL
RNGOF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RONE,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ROZE,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
RSMIY,empty_csv,,0,True,STOCK,US_PINK,RESOLUTION MINERALS LTD SPON ADS EACH REP 200 ORD,history_error,,0.0,Do not support OTC market data RSMIY
RTCJF,stale_csv,2026-05-19,71,True,STOCK,US_PINK,Baijiayun,history_error,,0.0,Do not support OTC market data RTCJF
SAGU,missing_csv,,0,True,STOCK,US_NYSE,SHREYA ACQUISITION GROUP,history_empty,,0.0,
SAPUY,empty_csv,,0,True,STOCK,US_PINK,SAPUTO GROUP INC UNSPON ADS EACH REP 1 COM,history_error,,0.0,Do not support OTC market data SAPUY
SBCLY,stale_csv,2026-05-14,9,True,STOCK,US_PINK,SUMITOMO BAKELITE CO UNSPON ADS EACH REP 0.3 ORD,history_error,,0.0,Do not support OTC market data SBCLY
SBKLF,stale_csv,2026-05-06,5,False,,,,not_in_futu_basicinfo,,0.0,
SCBXY,empty_csv,,0,True,STOCK,US_PINK,SCB X PCL UNSPON ADS EACH REP 4 ORD,history_error,,0.0,Do not support OTC market data SCBXY
SCRNY,stale_csv,2026-05-18,11,True,STOCK,US_PINK,SCREEN HOLDINGS CO LTD,history_error,,0.0,Do not support OTC market data SCRNY
SCTAY,empty_csv,,0,True,STOCK,US_PINK,SECTRA AB UNSPON ADR EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data SCTAY
SCXBF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SEAH,empty_csv,,0,True,STOCK,US_NASDAQ,Seahawk Recycling Holdings,history_empty,,0.0,
SECZ,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SFGRF,stale_csv,2026-05-20,78,False,,,,not_in_futu_basicinfo,,0.0,
SFPT,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SGIHY,empty_csv,,0,True,STOCK,US_PINK,SGIHY,history_error,,0.0,Do not support OTC market data SGIHY
SGPIY,empty_csv,,0,True,STOCK,US_PINK,SERES GROUP CO LTD UNSPON ADS EACH REP 1 ORD H,history_error,,0.0,Do not support OTC market data SGPIY
SGST,empty_csv,,0,True,STOCK,US_PINK,STRATEGIC STORAGE TRUST VI INC,history_error,,0.0,Do not support OTC market data SGST
SHILY,empty_csv,,0,True,STOCK,US_PINK,SHANGHAI ILUVATAR COREX SEMICONDUCT UNSPON ADS EACH REP 0.5 ORD H,history_error,,0.0,Do not support OTC market data SHILY
SICCY,empty_csv,,0,True,STOCK,US_PINK,SICC CO LTD UNSPON ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data SICCY
SKAI,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SKBBY,missing_csv,,0,True,STOCK,US_PINK,SICHUAN KELUN-BIOTECH BIOPHARMACEUT UNSPON ADS EACH REP 0.2 ORD,history_error,,0.0,Do not support OTC market data SKBBY
SLBT,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SLFQF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SLNO,stale_csv,2026-05-18,137,True,STOCK,US_NASDAQ,Soleno Therapeutics(Delisted),history_stale,2026-05-15,122.0,
SMFSY,empty_csv,,0,True,STOCK,US_PINK,SUMITOMO FORESTRY CO USPN ADR EACH ADS REP 1 COM,history_error,,0.0,Do not support OTC market data SMFSY
SMGSY,stale_csv,2026-05-20,1,True,STOCK,US_PINK,SMG SWISS MARKETPLACE GROUP HOLDING UNSPON ADS ECH REP 5 COM,history_error,,0.0,Do not support OTC market data SMGSY
SMPHY,empty_csv,,0,True,STOCK,US_PINK,SM PRIME HOLDINGS INC SPON ADS EACH REP 25 COM,history_error,,0.0,Do not support OTC market data SMPHY
SNCY,stale_csv,2026-05-15,136,True,STOCK,US_NASDAQ,Sun Country Airlines(Delisted),history_stale,2026-05-12,119.0,
SNEVY,empty_csv,,0,True,STOCK,US_PINK,SUNEVISION HLDGS UNSPON ADS EACH REP 20 ORD SHS,history_error,,0.0,Do not support OTC market data SNEVY
SNSC,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SOGSY,missing_csv,,0,True,STOCK,US_PINK,SATURN OIL & GAS INC UNSPON ADS EACH REP 2 ORD,history_error,,0.0,Do not support OTC market data SOGSY
SOUD,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SPED,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SPGDF,stale_csv,2026-05-19,8,False,,,,not_in_futu_basicinfo,,0.0,
SPGNY,stale_csv,2026-05-15,11,True,STOCK,US_PINK,SPRINGER NATURE AG & CO. KGAA USPN ADS EACH REP 0.5 ORD,history_error,,0.0,Do not support OTC market data SPGNY
SSHBY,empty_csv,,0,True,STOCK,US_PINK,SBI SHINSEI BANK LTD UNSPON ADS EA REP 1 COM,history_error,,0.0,Do not support OTC market data SSHBY
SSMR,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SSRLY,empty_csv,,0,True,STOCK,US_PINK,SIENNA SENIOR LIVING INC UNSPON ADR EACH REP ONE ORD SHS,history_error,,0.0,Do not support OTC market data SSRLY
STA,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
STJNY,empty_csv,,0,True,STOCK,US_PINK,STELLA JONES INC UNSPON ADS EACH REP 0.33 ORD SHS,history_error,,0.0,Do not support OTC market data STJNY
STKTF,stale_csv,2026-03-09,3,False,,,,not_in_futu_basicinfo,,0.0,
STME,stale_csv,2026-05-18,56,True,STOCK,US_PINK,Stimcell Energetics,history_error,,0.0,Do not support OTC market data STME
STSR,empty_csv,,0,True,STOCK,US_PINK,STRATEGIC STUDENT & SENIOR HUSNG TR,history_error,,0.0,Do not support OTC market data STSR
STWI,stale_csv,2026-04-10,2,True,STOCK,US_PINK,STAGEWISE STRATEGIES CORP,history_error,,0.0,Do not support OTC market data STWI
SUCH,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SUNXF,stale_csv,2026-05-18,72,False,,,,not_in_futu_basicinfo,,0.0,
SUWA,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SVICY,empty_csv,,0,True,STOCK,US_PINK,STORAGEVAULT CANADA INC,history_error,,0.0,Do not support OTC market data SVICY
SVNHF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SVUWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SWBGF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
